Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.247572150e1,7.076549803e-2,-1.036399971e-1,-2.180017412e-1,2.515427675e-1
3.248565350e1,4.140358586e-2,-6.227403441e-2,-2.410538042e-1,2.523871011e-1
3.249558550e1,-5.143809314e-3,-6.347100514e-2,-3.522701848e-1,3.579794831e-1
3.250551750e1,-5.152719009e-2,1.816382725e-2,-3.133499479e-1,3.180772953e-1
3.251545050e1,-2.739731395e-2,3.039029122e-2,-3.443360978e-1,3.467586061e-1
3.252538250e1,-1.999994433e-3,6.049120923e-2,-2.757786638e-1,2.823420935e-1
3.253531450e1,-4.506333073e-2,2.912382086e-2,-4.356462175e-1,4.389379541e-1
3.254524650e1,-5.663922801e-2,6.227751534e-2,-3.843035710e-1,3.934154620e-1
3.255517950e1,-6.875359446e-3,7.758957328e-2,-3.908898747e-1,3.985753462e-1
3.256511150e1,-1.211195448e-2,8.721749808e-2,-3.573601860e-1,3.680487657e-1
3.257504350e1,-1.212752498e-2,4.635704546e-2,-4.563032609e-1,4.588122911e-1
3.258497550e1,1.245590095e-2,1.006669438e-2,-3.926843852e-1,3.930108321e-1
3.259490750e1,5.702004620e-2,-3.517754372e-2,-4.119913065e-1,4.174033803e-1
3.260484050e1,4.780960347e-2,-3.313190446e-2,-4.762054288e-1,4.797448194e-1
3.261477250e1,-3.042345133e-3,-6.586033277e-2,-5.043463236e-1,5.086374479e-1
3.262470496e1,-6.201579762e-2,-4.365440757e-2,-4.411741751e-1,4.476453052e-1
3.263463696e1,-1.647007617e-3,-4.560799886e-2,-4.609313321e-1,4.631851629e-1
3.264456896e1,2.664128724e-2,-7.912514348e-2,-4.637760025e-1,4.712310760e-1
3.265450196e1,3.465078268e-3,-3.261862856e-2,-4.649729276e-1,4.661285285e-1
3.266443396e1,5.020805367e-3,-9.734551513e-2,-5.127247989e-1,5.219081119e-1
3.267436596e1,-2.237904390e-2,-8.509352440e-2,-4.462653458e-1,4.548565580e-1
3.268429796e1,2.291788766e-4,-6.001947597e-3,-5.214096683e-1,5.214442618e-1
3.269423096e1,-1.742396032e-2,1.686395466e-2,-5.540423942e-1,5.545727742e-1
3.270416296e1,-8.554606691e-3,1.198408775e-2,-4.666247660e-1,4.668570144e-1
3.271409496e1,1.930160634e-2,3.571789040e-2,-5.158729398e-1,5.174680761e-1
3.272402696e1,1.590881655e-2,4.197382643e-2,-4.902773380e-1,4.923278996e-1
3.273395896e1,6.334231158e-2,1.939586299e-2,-5.833837223e-1,5.871328771e-1
3.274389196e1,-3.597944824e-3,3.658646688e-2,-5.700620109e-1,5.712461913e-1
3.275382396e1,-6.419308602e-2,1.694688463e-2,-5.917645365e-1,5.954773009e-1
3.276375596e1,-4.806387512e-2,2.554130492e-2,-5.908652347e-1,5.933668511e-1
3.277368796e1,-1.714224330e-2,-2.098971348e-2,-5.682610685e-1,5.689069050e-1
3.278361996e1,-1.860411345e-2,2.564628985e-2,-6.163105631e-1,6.171244246e-1
3.279355296e1,-1.593146995e-2,-3.037134259e-2,-5.369767106e-1,5.380708298e-1
3.280348496e1,-9.141642018e-3,2.548079537e-3,-7.121136832e-1,7.121769163e-1
3.281341696e1,7.579565666e-2,1.067254814e-2,-5.748502958e-1,5.799239152e-1
3.282334896e1,1.259583442e-1,2.749178074e-2,-6.769403422e-1,6.891077777e-1
3.283328196e1,1.005457968e-1,-5.672331828e-2,-6.007487833e-1,6.117402167e-1
3.284321396e1,4.278901052e-2,-1.350773419e-1,-6.670603019e-1,6.819429845e-1
3.285314596e1,3.479063164e-2,-1.018456419e-1,-6.052388602e-1,6.147332761e-1
3.286307796e1,2.211528879e-2,-8.422703099e-2,-6.791833341e-1,6.847432220e-1
3.287300996e1,5.037074788e-3,-4.088034228e-2,-7.080709183e-1,7.092679324e-1
3.288294296e1,-9.562954006e-2,2.498218319e-2,-7.293278861e-1,7.359947580e-1
3.289287496e1,-5.826244705e-2,3.454154025e-2,-6.850188553e-1,6.883592542e-1
3.290280696e1,-3.468570609e-3,5.010280835e-2,-6.710989738e-1,6.729755976e-1
3.291273896e1,1.518596822e-2,3.283571558e-2,-7.299278104e-1,7.308237861e-1
3.292267196e1,-2.546071613e-2,-1.268114895e-2,-7.549275810e-1,7.554632434e-1
3.293260396e1,-5.661108371e-2,3.875698987e-3,-7.320240372e-1,7.342200126e-1
3.294253596e1,-2.609583338e-2,-3.124058601e-2,-7.686954349e-1,7.697724589e-1
3.295246796e1,5.942772861e-2,2.700867282e-2,-7.121119291e-1,7.150975618e-1
3.296239996e1,3.091544885e-2,5.925526315e-2,-7.374069840e-1,7.404296126e-1
3.297233296e1,-5.428689315e-2,2.475071568e-3,-7.495306009e-1,7.514980469e-1
3.298226496e1,3.642153885e-2,-1.834770391e-1,-7.921895474e-1,8.139745889e-1
3.299219696e1,1.168986225e-1,-6.115540724e-2,-7.091117227e-1,7.212799090e-1
3.300212896e1,1.053363931e-1,-3.270707684e-2,-8.366453433e-1,8.438844347e-1
3.301206096e1,9.061302189e-2,-1.298916930e-2,-7.978736258e-1,8.031075650e-1
3.302199396e1,1.512752348e-2,-1.622935818e-2,-8.011667776e-1,8.014739170e-1
3.303192596e1,2.191274444e-2,7.135247625e-3,-8.218226516e-1,8.221456993e-1
3.304185796e1,-2.037117400e-3,2.822175994e-2,-8.490654141e-1,8.495367532e-1
3.305178996e1,-4.196713411e-3,-4.937991891e-3,-8.083512515e-1,8.083772275e-1
3.306172296e1,-6.542233977e-2,4.309426258e-2,-8.023631179e-1,8.061784982e-1
3.307165496e1,-2.981415547e-2,-2.178560176e-2,-9.559437454e-1,9.566566472e-1
3.308158696e1,-6.206182160e-2,-4.519075435e-3,-8.120946389e-1,8.144751650e-1
3.309151896e1,1.496661084e-3,-4.550324234e-2,-9.206201309e-1,9.217451982e-1
3.310145096e1,4.921418689e-3,2.411816572e-2,-7.438377517e-1,7.442449242e-1
3.311138396e1,2.632242898e-2,-2.224641717e-2,-9.231648391e-1,9.238079311e-1
3.312131596e1,1.899674941e-2,-2.615696191e-2,-8.364944851e-1,8.371189204e-1
3.313124796e1,1.833136140e-2,-3.939947097e-2,-9.367870975e-1,9.377944461e-1
3.314117996e1,2.404310209e-2,1.768042697e-3,-8.435310245e-1,8.438754564e-1
3.315111196e1,-1.102953893e-3,-7.362517934e-2,-9.420250332e-1,9.448984320e-1
3.316104496e1,5.246816240e-2,-1.957788499e-2,-8.638875210e-1,8.657007859e-1
3.317097696e1,-5.281492970e-3,-5.439006910e-4,-9.502579129e-1,9.502727456e-1
3.318090896e1,1.052173338e-2,2.022741929e-2,-8.858900088e-1,8.861833688e-1
3.319084096e1,-8.873398716e-3,3.312995844e-4,-9.730070901e-1,9.730476064e-1
3.320077396e1,-7.140426066e-2,1.632342526e-2,-8.700206655e-1,8.730984945e-1
3.321070596e1,-4.540606893e-2,3.814948244e-2,-9.882759243e-1,9.900537343e-1
3.322063796e1,-1.782269932e-2,6.613818515e-2,-9.345388430e-1,9.370457605e-1
3.323056996e1,2.714856060e-2,3.154974841e-2,-9.589375198e-1,9.598404023e-1
3.324050196e1,2.553252039e-2,2.086404403e-2,-8.863390750e-1,8.869521823e-1
3.325043496e1,2.608049129e-2,-2.666211566e-2,-9.066961563e-1,9.074629360e-1
3.326036696e1,6.158264684e-2,-7.297105864e-3,-8.718198538e-1,8.740226127e-1
3.327029896e1,8.559291316e-2,-3.159739408e-2,-9.577411795e-1,9.620772884e-1
3.328023096e1,4.554946275e-2,-7.034280829e-2,-9.189718008e-1,9.227849343e-1
3.329016396e1,6.653243823e-2,-9.610765957e-2,-9.150793093e-1,9.225147099e-1
3.330009596e1,-2.540086439e-2,-9.891234051e-2,-9.054980618e-1,9.112384951e-1
3.331002796e1,-4.777547491e-3,-4.522306935e-2,-9.593860012e-1,9.604631437e-1
3.331995996e1,-2.910529249e-2,-5.708225509e-2,-8.893310952e-1,8.916363041e-1
3.332989196e1,-4.864479143e-2,-3.260122396e-2,-9.273508608e-1,9.291979201e-1
3.333982496e1,-4.255700396e-2,-1.368553614e-2,-8.837914431e-1,8.849213001e-1
3.334975696e1,-3.518803217e-2,3.113813183e-2,-9.469624221e-1,9.481274228e-1
3.335968896e1,-2.880026883e-2,1.745262310e-2,-8.751118362e-1,8.757595420e-1
3.336962096e1,-2.539835192e-2,1.526841396e-2,-9.152289981e-1,9.157086434e-1
3.337955296e1,8.888624317e-3,2.233016026e-2,-8.673303616e-1,8.676632987e-1
3.338948596e1,1.407467291e-2,2.104815823e-2,-8.851439041e-1,8.855059866e-1
3.339941796e1,4.139724528e-2,1.301718112e-2,-8.896351504e-1,8.906929212e-1
3.340934996e1,4.016358328e-2,1.098087000e-2,-8.996637100e-1,9.006267174e-1
3.341928196e1,8.719397674e-3,2.383783741e-2,-8.576005948e-1,8.579761363e-1
3.342921496e1,3.426386146e-2,2.482001432e-2,-8.740663540e-1,8.750897306e-1
3.343914696e1,-2.368581437e-3,4.257364112e-2,-8.296064651e-1,8.307015180e-1
3.344907896e1,-1.304077555e-3,3.687527365e-2,-8.773548281e-1,8.781303894e-1
3.345901096e1,4.012864160e-3,3.224437935e-3,-8.463698477e-1,8.463855027e-1
3.346894296e1,-5.220211409e-2,1.604951061e-2,-8.864870095e-1,8.881677013e-1
3.347887596e1,1.323756177e-2,-1.779112207e-2,-8.553505862e-1,8.556379972e-1
3.348880796e1,-1.511706929e-2,-1.308728375e-2,-8.370885623e-1,8.373273337e-1
3.349873996e1,1.816327907e-2,-3.357487673e-2,-8.590933889e-1,8.599410607e-1
3.350867196e1,5.099074916e-2,-3.748325617e-2,-8.168805850e-1,8.193283475e-1
3.351860496e1,6.226121165e-2,-2.700162875e-2,-8.815461123e-1,8.841544517e-1
3.352853696e1,5.250644339e-2,-2.556725194e-2,-8.730156094e-1,8.749667795e-1
3.353846896e1,5.130140534e-2,-1.055723922e-2,-8.843919522e-1,8.859415413e-1
3.354840096e1,2.074445248e-2,-1.842947356e-2,-8.203240103e-1,8.207931893e-1
3.355833296e1,2.657056105e-2,-3.574764725e-2,-8.637337393e-1,8.648814146e-1
3.356826596e1,-2.869025439e-2,-2.963066482e-2,-8.668772024e-1,8.678578173e-1
3.357819796e1,-3.637606076e-2,-3.074190988e-2,-8.760064602e-1,8.773001773e-1
3.358812996e1,-2.512538744e-2,-6.169217250e-2,-8.754071206e-1,8.779378315e-1
3.359806196e1,-6.086922715e-2,-2.160199005e-2,-8.864829165e-1,8.888327570e-1
3.360799396e1,-1.171027132e-2,1.302697521e-2,-9.044443935e-1,9.046140025e-1
3.361792696e1,-1.084272953e-2,-1.056873266e-2,-8.679209304e-1,8.680529962e-1
3.362785833e1,-1.394600904e-2,2.562901315e-2,-8.724121767e-1,8.728999620e-1
3.363779033e1,8.456718363e-4,-1.668448169e-2,-8.402296865e-1,8.403957479e-1
3.364772233e1,-1.111911325e-2,-5.091973747e-2,-9.171708584e-1,9.186505526e-1
3.365765533e1,-1.157364976e-2,-1.254310898e-2,-9.004045522e-1,9.005662866e-1
3.366758733e1,8.721985524e-3,-2.818438344e-2,-8.599885976e-1,8.604945209e-1
3.367751933e1,2.266983324e-2,-3.880422441e-2,-9.027989870e-1,9.039168657e-1
3.368745133e1,1.544555947e-2,-3.714863098e-2,-8.269062209e-1,8.278843423e-1
3.369738333e1,1.439087480e-2,-1.626177368e-2,-8.831880105e-1,8.834549249e-1
3.370731633e1,3.054861372e-2,-1.837229876e-2,-8.822892934e-1,8.830091486e-1
3.371724833e1,1.517481055e-2,-1.034275604e-2,-8.822875392e-1,8.824786396e-1
3.372718033e1,2.865594082e-2,1.657145684e-2,-9.125229067e-1,9.131231195e-1
3.373711233e1,4.200039471e-2,3.482674733e-3,-8.825828236e-1,8.835884804e-1
3.374704533e1,2.925238194e-2,-1.386937626e-2,-8.797375685e-1,8.803330341e-1
3.375697733e1,2.431031071e-2,4.844509531e-3,-8.771928602e-1,8.775430329e-1
3.376690933e1,1.783466784e-2,-7.138774227e-3,-8.924605250e-1,8.926672539e-1
3.377684133e1,2.527382221e-2,-2.000789288e-3,-9.057834059e-1,9.061381504e-1
3.378677333e1,2.666196491e-2,1.716413610e-2,-8.355776417e-1,8.361790857e-1
3.379670633e1,1.595424211e-2,1.666399816e-2,-9.113195497e-1,9.116115117e-1
3.380663833e1,2.920295927e-3,-5.785892978e-3,-8.674607545e-1,8.674849655e-1
3.381657033e1,2.252516490e-3,-1.346836690e-2,-9.048829347e-1,9.049859647e-1
3.382650233e1,-1.493280891e-2,2.161274345e-2,-8.685091603e-1,8.689063591e-1
3.383643533e1,-9.551378803e-3,4.752361067e-3,-8.662644142e-1,8.663301040e-1
3.384636733e1,-1.874233615e-3,-4.316341504e-4,-8.965009511e-1,8.965030141e-1
3.385629933e1,-3.172966449e-3,3.853945518e-3,-8.450068617e-1,8.450216074e-1
3.386623133e1,1.330046958e-2,-3.859244557e-3,-9.412578785e-1,9.413597560e-1
3.387616333e1,1.076160169e-2,-1.366456839e-2,-8.396180677e-1,8.397982092e-1
3.388609633e1,5.781082730e-3,-2.924003427e-2,-8.779383802e-1,8.784441929e-1
3.389602833e1,-1.024072442e-2,-1.291926767e-2,-8.505459291e-1,8.507056820e-1
3.390596033e1,-4.489115763e-2,-2.545366064e-3,-9.153605604e-1,9.164642112e-1
3.391589233e1,-2.237083267e-2,4.896494932e-4,-8.771899366e-1,8.774752867e-1
3.392582533e1,-1.715092961e-2,-3.168200511e-2,-9.087736720e-1,9.094874879e-1
3.393575733e1,2.433229715e-3,-3.803238281e-2,-8.897626197e-1,8.905784088e-1
3.394568933e1,-1.181295391e-2,-4.780235840e-2,-9.032340199e-1,9.045752075e-1
3.395562133e1,1.551957472e-2,-4.130409183e-2,-8.703030860e-1,8.714208781e-1
3.396555333e1,5.219360822e-2,-3.199065587e-2,-8.906607521e-1,8.927620904e-1
3.397548633e1,5.260016330e-2,-2.944259461e-2,-8.688067836e-1,8.708954419e-1
3.398541833e1,3.565113621e-2,-2.878000458e-2,-8.749428517e-1,8.761417042e-1
3.399535033e1,7.764944786e-3,-4.238920715e-2,-8.825775611e-1,8.836290459e-1
3.400528233e1,1.479210572e-2,-5.170809746e-2,-8.776390028e-1,8.792853649e-1
3.401521433e1,-9.051786759e-4,-4.298805339e-2,-8.990450746e-1,9.000726850e-1
3.402514733e1,-5.808934662e-4,-1.453124452e-2,-8.679115748e-1,8.680334073e-1
3.403507933e1,4.116597420e-3,9.378732909e-3,-8.935089308e-1,8.935676339e-1
3.404501133e1,-2.549294662e-2,3.190271923e-2,-9.102746522e-1,9.111902196e-1
3.405494333e1,-4.478423581e-3,2.179901381e-2,-8.709071034e-1,8.711913889e-1
3.406487633e1,1.493925227e-2,4.606573535e-2,-8.963536012e-1,8.976608556e-1
3.407480833e1,3.730039592e-2,1.553316493e-2,-8.719543397e-1,8.728900099e-1
3.408474033e1,3.162694764e-2,1.730738374e-2,-8.843808424e-1,8.851154071e-1
3.409467233e1,3.173620149e-2,3.170286323e-2,-8.607300246e-1,8.618981571e-1
3.410460433e1,2.401731724e-2,1.769495364e-2,-8.698610365e-1,8.703724294e-1
3.411453733e1,9.126944037e-3,-1.063858861e-2,-8.572889382e-1,8.574035247e-1
3.412446933e1,-1.856910096e-2,-3.337640944e-2,-8.417213112e-1,8.425874210e-1
3.413440133e1,-3.177170506e-2,-4.192552295e-2,-8.527959377e-1,8.544168198e-1
3.414433333e1,-3.734382749e-2,-2.783697660e-2,-8.655177248e-1,8.667700910e-1
3.415426633e1,-4.825150679e-2,-1.107446199e-2,-8.351309144e-1,8.365969734e-1
3.416419833e1,-5.956021372e-2,-1.765649906e-2,-8.361781508e-1,8.384826002e-1
3.417413033e1,-4.781162715e-2,-8.683992326e-3,-8.553383070e-1,8.567175631e-1
3.418406233e1,-5.945852242e-2,-2.541547101e-2,-8.312390077e-1,8.337502924e-1
3.419399433e1,-1.633711140e-2,-4.448461169e-2,-8.101340675e-1,8.115189396e-1
3.420392733e1,1.914684698e-2,-3.898716004e-2,-8.029501784e-1,8.041241132e-1
3.421385933e1,5.291634235e-2,-2.568891057e-2,-7.900763637e-1,7.922630370e-1
3.422379133e1,3.468883070e-2,-2.569800116e-2,-7.736088502e-1,7.748124647e-1
3.423372333e1,4.496119631e-2,3.120494541e-4,-7.897734779e-1,7.910523073e-1
3.424365633e1,6.544563727e-2,8.309770525e-3,-7.730071718e-1,7.758171636e-1
3.425358833e1,3.255370848e-2,2.271215703e-2,-7.595351869e-1,7.605716838e-1
3.426352033e1,4.822659217e-2,4.410870882e-2,-7.294465846e-1,7.323685562e-1
3.427345233e1,4.213107998e-2,4.143282194e-3,-7.457626551e-1,7.469632739e-1
3.428338433e1,1.852342873e-2,-7.784297699e-3,-7.215113282e-1,7.217910428e-1
3.429331733e1,-1.459386455e-2,-1.804560386e-3,-6.977090675e-1,6.978640126e-1
3.430324933e1,-4.428083623e-2,-1.525618049e-2,-6.978581715e-1,6.994280313e-1
3.431318133e1,-4.281915109e-2,-1.430442737e-2,-6.634297657e-1,6.649640219e-1
3.432311333e1,-3.490779522e-2,4.114119206e-3,-6.631321424e-1,6.640630380e-1
3.433304633e1,-3.962679975e-2,4.498811178e-3,-6.405303150e-1,6.417706810e-1
3.434297833e1,-2.798413229e-2,-1.618481884e-2,-6.851363844e-1,6.858986260e-1
3.435291033e1,-1.425831888e-2,-1.011919141e-2,-6.307982093e-1,6.310404730e-1
3.436284233e1,-1.914536005e-2,-5.810305104e-4,-6.562447071e-1,6.565241793e-1
3.437277433e1,-1.451091631e-3,3.911631955e-3,-6.233120191e-1,6.233259819e-1
3.438270733e1,7.801007945e-4,-9.720667116e-3,-6.005569947e-1,6.006361659e-1
3.439263933e1,3.052642628e-2,-2.180402962e-2,-5.879825574e-1,5.891780429e-1
3.440257133e1,1.680698086e-2,-2.407569118e-2,-5.706163269e-1,5.713712506e-1
3.441250333e1,2.261042919e-3,-2.814633085e-2,-5.818412268e-1,5.825260007e-1
3.442243633e1,-5.099402452e-3,-1.191710059e-2,-5.405277246e-1,5.406831256e-1
3.443236833e1,-1.096846065e-2,-6.174568366e-3,-5.574443042e-1,5.575863922e-1
3.444230033e1,1.323850737e-3,-3.169107744e-2,-5.152326697e-1,5.162080791e-1
3.445223233e1,2.118491912e-3,-3.036693891e-2,-5.450201404e-1,5.458695746e-1
3.446216433e1,-8.055307008e-3,-7.994331513e-3,-5.324445337e-1,5.325654690e-1
3.447209733e1,-4.940554616e-3,-2.319261543e-2,-5.191216528e-1,5.196629648e-1
3.448202933e1,-3.144413307e-3,-1.422642186e-2,-5.387302905e-1,5.389272719e-1
3.449196133e1,1.027875187e-2,-1.690532371e-2,-5.409756213e-1,5.413372937e-1
3.450189333e1,6.882149982e-3,-8.104999205e-3,-5.131346887e-1,5.132448380e-1
3.451182633e1,3.674400823e-2,1.751229211e-2,-5.126862073e-1,5.142994747e-1
3.452175833e1,2.467115700e-2,2.861491210e-2,-4.796050000e-1,4.810908804e-1
3.453169033e1,1.378606714e-2,1.067051075e-2,-4.653839868e-1,4.657103935e-1
3.454162233e1,1.798090076e-2,1.260348148e-2,-4.858913416e-1,4.863872494e-1
3.455155433e1,1.640232612e-2,-2.624705471e-3,-4.505648035e-1,4.508708989e-1
3.456148733e1,1.663861759e-3,1.453243224e-3,-4.327518457e-1,4.327574844e-1
3.457141933e1,2.446470461e-3,-3.518479792e-3,-4.126935571e-1,4.127158066e-1
3.458135133e1,3.439784492e-3,-1.061729196e-2,-3.900893909e-1,3.902490127e-1
3.459128333e1,-2.121544798e-2,-1.498011882e-2,-4.056552637e-1,4.064857834e-1
3.460121633e1,-3.886788597e-2,-1.338798596e-2,-3.984696203e-1,4.005845592e-1
3.461114833e1,-2.333754872e-2,-1.210345318e-2,-3.860442871e-1,3.869384012e-1
3.462108033e1,-5.278580782e-2,-1.327977592e-2,-3.899367785e-1,3.937173926e-1
3.463101200e1,-4.436369310e-2,-1.356344811e-2,-3.710765845e-1,3.739651534e-1
3.464094400e1,-1.010348158e-2,-1.773873467e-2,-3.432350671e-1,3.438416123e-1
3.465087700e1,-2.206736903e-2,-2.229857616e-2,-3.769156140e-1,3.782189516e-1
3.466080900e1,-1.199181247e-2,-2.262856926e-2,-3.733230847e-1,3.742004560e-1
3.467074100e1,1.165381600e-2,-2.881632127e-2,-3.646423084e-1,3.659647590e-1
3.468067300e1,3.261926810e-2,-9.435770670e-3,-3.350068653e-1,3.367234031e-1
3.469060600e1,2.706836010e-2,-1.193337229e-2,-3.353074121e-1,3.366098069e-1
3.470053800e1,4.075597475e-2,-1.236101389e-3,-3.206373328e-1,3.232195486e-1
3.471047000e1,2.685442510e-2,-1.075937016e-2,-3.453348023e-1,3.465444414e-1
3.472040200e1,5.871527279e-3,-1.194850196e-2,-3.053679138e-1,3.056579859e-1
3.473033500e1,1.776566841e-3,-5.827298574e-4,-2.847102857e-1,2.847164248e-1
3.474026700e1,-8.672471484e-4,-1.083364807e-2,-3.062666309e-1,3.064594088e-1
3.475019900e1,-1.143187305e-2,1.477701031e-3,-2.671984595e-1,2.674469818e-1
3.476013100e1,-8.319697087e-3,1.032409064e-2,-2.770779151e-1,2.773949805e-1
3.477006300e1,-1.375100669e-2,4.132336937e-5,-2.588164759e-1,2.591815195e-1
3.477999600e1,-1.404091895e-2,-2.855633944e-4,-2.429477173e-1,2.433532870e-1
3.478992800e1,-1.165737001e-2,7.231361233e-5,-2.311217237e-1,2.314155367e-1
3.479986000e1,7.838640260e-3,-1.081881076e-3,-2.246851087e-1,2.248244044e-1
3.480979200e1,3.258269560e-3,-9.538727347e-3,-1.992368567e-1,1.994916758e-1
3.481972400e1,6.983073838e-3,8.084415179e-3,-2.162996167e-1,2.165632593e-1
3.482965700e1,-3.113308861e-3,7.675365899e-3,-1.890551001e-1,1.892364521e-1
3.483958900e1,4.203768899e-3,-2.217278793e-2,-1.745347095e-1,1.759876956e-1
3.484952100e1,-1.474492371e-2,-1.507523658e-2,-1.841159570e-1,1.853196189e-1
3.485945300e1,-2.099803663e-3,-2.131262597e-2,-1.552266186e-1,1.566969698e-1
3.486938600e1,2.572998726e-3,7.908167308e-3,-1.618135071e-1,1.620270672e-1
3.487931800e1,6.410750197e-3,4.339173054e-3,-1.658556873e-1,1.660362465e-1
3.488925000e1,5.517569734e-3,-9.798626946e-3,-1.465464270e-1,1.469772497e-1
3.489918200e1,1.432882580e-2,-7.374590607e-3,-1.401086426e-1,1.410323777e-1
3.490911500e1,-2.020441415e-4,-1.183644556e-2,-1.178032690e-1,1.183965897e-1
3.491904700e1,-5.028774482e-3,-6.227558758e-3,-1.534315234e-1,1.536401752e-1
3.492897900e1,-9.251505719e-3,-8.086306388e-3,-1.291825354e-1,1.297655816e-1
3.493891100e1,8.743761834e-3,-1.563926448e-2,-1.031378675e-1,1.046826617e-1
3.494884300e1,4.055018930e-3,-9.020499587e-3,-1.083781421e-1,1.088284626e-1
3.495877600e1,-1.568370560e-2,-1.107783328e-2,-1.076302832e-1,1.093296615e-1
3.496870800e1,-1.655496586e-2,3.526501441e-3,-9.550491214e-2,9.699325414e-2
3.497864000e1,7.034026841e-3,-1.645342531e-3,-9.789993167e-2,9.816609041e-2
3.498857200e1,1.435456268e-2,-1.115725491e-2,-6.885973513e-2,7.121938591e-2
3.499850500e1,-1.095603760e-3,5.651772469e-3,-7.020693362e-2,7.044257525e-2
3.500843700e1,1.846146423e-2,-1.300048915e-2,-6.242195070e-2,6.638025541e-2
3.501836900e1,2.543266548e-2,-1.829513378e-2,-5.179346681e-2,6.053177345e-2
3.502830100e1,-3.248961980e-2,-1.009527264e-2,-4.116556764e-2,5.340499867e-2
3.503823300e1,-6.620450537e-3,-4.098048499e-3,-2.589556396e-2,2.704079510e-2
3.504816600e1,-1.605553142e-2,8.331834627e-3,-1.990567625e-2,2.689675639e-2
3.505809800e1,4.734974736e-3,5.856790468e-3,-1.193416715e-3,7.625367125e-3
3.506803000e1,-1.491488126e-2,3.313205978e-3,-2.364614010e-2,2.815263679e-2
3.507796200e1,-1.447811709e-2,-1.212401893e-3,4.344481230e-3,1.516444229e-2
3.508789500e1,-1.199850479e-2,1.871322798e-2,1.437128663e-2,2.647041552e-2
3.509782700e1,-8.877238235e-3,-3.569679474e-3,1.272471070e-2,1.592062287e-2
3.510775900e1,1.010494339e-2,-4.281477481e-3,4.206486940e-2,4.347291304e-2
3.511769100e1,-8.960857987e-4,2.803365318e-3,2.455245852e-2,2.472822368e-2
3.512762300e1,7.470124061e-3,-4.955789354e-3,3.368347049e-2,3.485597202e-2
3.513755600e1,5.816947175e-3,-1.434692932e-2,3.652638674e-2,3.967175549e-2
3.514748800e1,2.800852843e-3,-1.275358133e-2,3.667607546e-2,3.893113310e-2
3.515742000e1,-2.597570736e-3,-1.006503157e-2,4.011950076e-2,4.144425865e-2
3.516735200e1,-1.141915536e-3,-9.066564683e-3,1.751708865e-2,1.975740269e-2
3.517728500e1,-1.844632085e-3,-7.642274313e-3,1.542203128e-2,1.731028807e-2
3.518721700e1,-7.550354255e-3,1.899367506e-3,4.895230472e-2,4.956756584e-2
3.519714900e1,-3.134080181e-3,-1.998338940e-2,5.538891971e-2,5.896686135e-2
3.520708100e1,1.558543355e-3,-8.772066012e-3,2.395311892e-2,2.555641026e-2
3.521701400e1,5.211344655e-3,7.524864050e-3,4.146669924e-2,4.246491302e-2
3.522694600e1,1.332886056e-2,-6.735919341e-3,3.712631106e-2,4.001742253e-2
3.523687800e1,-1.033621447e-2,-7.265951168e-3,3.158958256e-2,3.402253815e-2
3.524681000e1,-1.807981920e-3,5.693132384e-3,3.039148808e-2,3.097294146e-2
3.525674200e1,1.074413999e-2,-9.091433622e-3,3.578028202e-2,3.844891794e-2
3.526667500e1,-1.035807758e-2,4.315720238e-3,2.874549687e-2,3.085804275e-2
3.527660700e1,-3.603982987e-2,2.032901466e-2,6.332359135e-2,7.564400436e-2
3.528653900e1,-2.622402216e-2,1.239596014e-2,3.233802617e-2,4.344084601e-2
3.529647100e1,-1.363671189e-2,2.119414676e-3,3.892608404e-2,4.130002238e-2
3.530640400e1,-2.371278008e-2,8.006217806e-3,4.161989629e-2,4.856553542e-2
3.531633600e1,-3.445821286e-2,-1.609263383e-3,3.488390386e-2,4.905960569e-2
3.532626800e1,-2.383028171e-2,5.555768497e-5,2.844728887e-2,3.710975151e-2
3.533620000e1,1.764879262e-2,-4.209657228e-3,4.191868901e-2,4.567688237e-2
3.534613300e1,2.182978935e-2,-8.655953100e-3,3.398577154e-2,4.130977964e-2
3.535606500e1,1.112640171e-2,-2.318539778e-2,9.585340619e-3,2.744518610e-2
3.536599700e1,1.147919895e-2,-9.919572948e-3,1.931510746e-2,2.456101204e-2
3.537592900e1,8.028638223e-3,-5.819258653e-3,-7.031276822e-3,1.215572527e-2
3.538586100e1,2.515682308e-3,4.774799757e-4,1.153129399e-2,1.181217108e-2
3.539579400e1,8.305956130e-3,5.064045070e-3,5.694018602e-3,1.127188128e-2
3.540572600e1,1.253028621e-2,-5.427010981e-3,2.850517631e-3,1.394940757e-2
3.541565800e1,-1.008089671e-3,2.805631114e-3,-4.483060241e-3,5.383831336e-3
3.542559000e1,9.088103450e-3,1.682636803e-3,1.505658031e-3,9.364395177e-3
3.543552300e1,-1.121468097e-2,-6.663249414e-3,-2.537106872e-3,1.328927662e-2
3.544545500e1,5.255310691e-3,-1.470665186e-2,-1.166811883e-2,1.949484282e-2
3.545538700e1,-2.787331156e-3,3.916720860e-5,-1.780594110e-2,1.802282685e-2
3.546531900e1,-2.771963943e-3,2.174360231e-3,1.505073309e-3,3.831040613e-3
3.547525200e1,3.006542358e-3,1.309996490e-2,-8.899462223e-4,1.346998076e-2
