"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
9.043825183e1	-9.154991257e-3	2.048686664e-2	-3.712338746e-2	4.337823724e-2
9.044818483e1	-8.435449116e-3	2.974315977e-2	-2.844144166e-2	4.200866527e-2
9.045811683e1	-2.679649198e-2	3.535750092e-2	-3.158432007e-2	5.445892147e-2
9.046804983e1	-1.481124964e-2	2.757529086e-2	-2.260299683e-2	3.860913425e-2
9.047798283e1	-9.927086391e-3	1.675184344e-2	-1.556821167e-2	2.493071434e-2
9.048791583e1	-2.566005593e-2	3.568937609e-2	-2.529856324e-2	5.071673627e-2
9.049784783e1	-6.546712808e-3	3.589276783e-2	6.735407710e-3	3.710142785e-2
9.050778083e1	-3.044512714e-2	9.456564831e-3	-1.721361816e-2	3.623038828e-2
9.051771383e1	-2.394637178e-2	8.118054941e-3	-9.878870845e-3	2.714633726e-2
9.052764683e1	9.646238456e-4	3.450629707e-2	-3.741633296e-3	3.472196504e-2
9.053757883e1	3.899680566e-3	1.573304377e-2	-4.041010737e-3	1.670526691e-2
9.054751183e1	-5.066667181e-3	1.309108901e-2	-5.088247061e-3	1.493110800e-2
9.055744483e1	-1.020694647e-2	9.534140937e-3	-9.128673077e-3	1.668575056e-2
9.056737783e1	-2.577707333e-3	7.822542144e-3	-2.093303204e-3	8.498156211e-3
9.057730983e1	2.533647193e-2	9.305569623e-3	-2.093303204e-3	2.707235406e-2
9.058724283e1	8.632308422e-3	8.440839518e-3	-2.542369366e-3	1.233807775e-2
9.059717583e1	6.275021704e-3	5.979664223e-3	-2.499567747e-2	2.645592890e-2
9.060710883e1	1.855399413e-2	1.377376514e-2	-2.589380980e-2	3.470528332e-2
9.061704083e1	-7.911713325e-3	1.444465548e-2	-3.143170774e-2	3.548514522e-2
9.062697383e1	-1.769666327e-2	8.394961716e-3	-2.409696043e-2	3.105335368e-2
9.063690683e1	-2.063325717e-2	4.883603649e-3	-4.101120114e-2	4.616816549e-2
9.064683983e1	-3.849618578e-2	2.628050718e-2	-8.678437471e-3	4.741241034e-2
9.065677183e1	-4.022592008e-2	3.139780303e-2	-3.128143430e-2	5.985377860e-2
9.066670483e1	-4.193428463e-2	3.746267671e-2	-4.449731112e-4	5.623285850e-2
9.067663783e1	-3.262006296e-2	3.326570977e-2	-1.062380612e-2	4.778641240e-2
9.068657083e1	-3.247575094e-2	2.540202698e-2	-4.130940914e-2	5.836441259e-2
9.069650283e1	-4.093074939e-3	4.622474764e-2	-9.875362515e-3	4.744473987e-2
9.070643583e1	-1.641066754e-3	3.206580173e-2	-1.646108150e-2	3.608151805e-2
9.071636883e1	-1.552790928e-3	3.103193635e-2	-3.288474083e-3	3.124430020e-2
9.072630183e1	3.400185595e-3	1.645494193e-2	-5.383531451e-3	1.764394476e-2
9.073623383e1	2.586821909e-3	1.952639752e-2	4.795886278e-3	2.027245355e-2
9.074616683e1	-1.667147163e-2	1.708390133e-2	-1.421458125e-2	2.778222402e-2
9.075609983e1	-7.326518957e-3	2.171200907e-2	-2.838238478e-3	2.308992888e-2
9.076603283e1	-1.536440994e-2	7.506381366e-3	-9.723334908e-3	1.967114882e-2
9.077596483e1	9.555780203e-3	1.250939155e-2	-1.541092157e-2	2.202939664e-2
9.078589783e1	-4.811105027e-3	1.019548844e-3	-1.040804386e-3	5.026876286e-3
9.079583083e1	-2.257137161e-2	1.637910171e-3	-2.088625431e-3	2.272689865e-2
9.080576383e1	-2.805275713e-2	1.514026858e-3	-1.196808100e-2	3.053660791e-2
9.081569583e1	-2.474694697e-3	-3.661531010e-3	-3.037920892e-2	3.069897813e-2
9.082562883e1	-2.653481081e-2	-1.561960322e-2	-1.316559076e-2	3.348732551e-2
9.083556183e1	-3.427098775e-2	-1.238572751e-3	-2.618850946e-2	4.314942285e-2
9.084549483e1	-2.458536739e-2	1.217541047e-2	-1.885376215e-2	3.328881579e-2
9.085542683e1	-1.556286467e-2	2.163675358e-2	-1.735687494e-2	3.180586376e-2
9.086535983e1	3.274076456e-3	2.580658578e-2	-4.055862665e-2	4.818403929e-2
9.087529283e1	-4.670560575e-3	2.400796398e-2	-2.753570795e-2	3.682949474e-2
9.088522583e1	-2.619028190e-2	2.829393194e-2	-2.304504633e-2	4.491716388e-2
9.089515883e1	-1.276047579e-2	3.019908270e-2	-2.987342477e-3	3.292018459e-2
9.090509083e1	-1.867682221e-2	2.667524449e-2	-1.915372431e-2	3.777906181e-2
9.091502383e1	-3.450493120e-2	2.824944742e-2	-2.603999019e-2	5.164012631e-2
9.092495683e1	-4.264875957e-2	1.798649216e-2	-1.032267451e-2	4.742349842e-2
9.093488983e1	-1.655044797e-2	1.913103894e-2	2.699659467e-3	2.544016785e-2
9.094482183e1	1.375988714e-2	2.047362361e-2	8.686623573e-3	2.615265163e-2
9.095475483e1	-1.916282176e-3	2.549583368e-2	-1.182073116e-2	2.816805562e-2
9.096468783e1	1.010161664e-2	3.280116676e-2	-1.043143272e-3	3.433725888e-2
9.097462083e1	1.207852828e-2	2.566722105e-2	-1.556353390e-2	3.235615350e-2
9.098455283e1	1.777282439e-2	2.810760219e-2	-1.526298702e-2	3.659056382e-2
9.099448583e1	3.520583420e-4	2.317014477e-2	-5.533220172e-3	2.382427500e-2
9.100441883e1	-1.611416118e-3	2.641304255e-2	-1.481392086e-2	3.032651859e-2
9.101435183e1	-1.910785907e-2	2.334020738e-2	-3.412318110e-2	4.554412199e-2
9.102428383e1	-2.882269839e-2	1.898810193e-2	-1.990275264e-2	3.984238346e-2
9.103421683e1	-1.949533418e-2	2.053062940e-2	-1.541150630e-2	3.223490848e-2
9.104414983e1	-2.157843445e-2	6.780349044e-4	-1.601026118e-2	2.687781665e-2
9.105408283e1	-3.723940444e-2	6.418506894e-3	3.449272513e-3	3.794559203e-2
9.106401483e1	-1.624239564e-2	2.916170899e-3	-3.367294550e-2	3.749915636e-2
9.107394783e1	-1.319234406e-2	1.505356990e-2	-1.765625238e-2	2.669065673e-2
9.108388083e1	-1.315809445e-2	6.198829743e-3	-2.738601923e-2	3.100895014e-2
9.109381383e1	-1.084992663e-2	-1.424729368e-2	-1.720718622e-2	2.483532852e-2
9.110374583e1	-2.323008330e-2	-5.675810007e-3	-8.674929142e-3	2.543827794e-2
9.111367883e1	-2.554964177e-2	-5.414640466e-3	-1.825617671e-2	3.186519283e-2
9.112361183e1	-1.253899308e-2	-1.018552990e-2	-2.604057491e-2	3.064445967e-2
9.113354483e1	-3.633735950e-2	3.504519565e-3	7.531213760e-4	3.651373091e-2
9.114347683e1	-2.660556212e-2	2.430580196e-2	-2.933431149e-2	4.646643708e-2
9.115340983e1	1.507663443e-2	3.321770322e-2	-1.361758053e-2	3.893788916e-2
9.116334283e1	1.261281190e-2	3.297990883e-2	-9.575985074e-3	3.658492723e-2
9.117327583e1	-7.844739865e-3	3.399648382e-2	-2.544298947e-2	4.318155357e-2
9.118320783e1	-7.892209663e-3	3.331384423e-2	-1.256917477e-2	3.647030772e-2
9.119314083e1	-1.121409053e-2	3.622722857e-2	-2.091549039e-3	3.798081744e-2
9.120307383e1	-8.528866380e-3	2.170550861e-2	-4.336879849e-3	2.372085986e-2
9.121300683e1	-1.016098301e-2	1.341905843e-2	-9.127503633e-3	1.914753319e-2
9.122293883e1	-9.198997265e-3	1.935018619e-2	-7.630031705e-3	2.274354062e-2
9.123287183e1	-5.538818424e-3	1.034686280e-2	-3.172991574e-2	3.383080892e-2
9.124280483e1	-4.827911204e-3	1.133596501e-2	-1.556353390e-2	1.985035055e-2
9.125273783e1	-2.287744823e-3	2.191075958e-2	-3.651937008e-2	4.264949651e-2
9.126266983e1	-7.958560714e-3	8.077476178e-3	-2.244804561e-2	2.514953403e-2
9.127260283e1	-9.453960992e-3	2.053730801e-2	-3.008333981e-2	3.763197753e-2
9.128253583e1	-2.994123420e-2	7.577584921e-3	-1.107345700e-2	3.281034514e-2
9.129246883e1	-2.538309205e-2	-1.065371371e-2	-1.421750486e-2	3.098290533e-2
9.130240083e1	-2.700426685e-2	-8.084063432e-3	-2.020563841e-2	3.468213277e-2
9.131233383e1	-3.985813935e-2	8.274888229e-3	-1.541559935e-2	4.352913681e-2
9.132226683e1	-8.794060451e-3	-6.191991242e-3	-8.828710914e-3	1.391482631e-2
9.133219983e1	-1.879143791e-2	4.201160492e-3	-1.736155272e-2	2.592665426e-2
9.134213183e1	-5.675296092e-3	4.489738857e-3	-1.062497556e-2	1.285522642e-2
9.135206483e1	-1.105139975e-2	4.929997651e-3	-2.319824338e-2	2.616480096e-2
9.136199783e1	-7.715611188e-3	2.530512766e-2	-1.616228878e-2	3.100160835e-2
9.137193083e1	-1.682479659e-2	2.379378686e-2	4.531592131e-4	2.914486965e-2
9.138186283e1	-8.277438391e-3	3.431559104e-2	-1.227096677e-2	3.737181291e-2
9.139179583e1	-4.403916121e-3	4.134620549e-2	-1.960629880e-2	4.597075307e-2
9.140172883e1	-8.696057919e-3	4.325940531e-2	-1.451629758e-2	4.645126981e-2
9.141166183e1	-8.399669181e-3	3.819415425e-2	-2.095232785e-2	4.436606703e-2
9.142159358e1	-2.007173489e-2	3.160861799e-2	1.257853031e-2	3.949935059e-2
9.143152658e1	-1.625253462e-2	2.544237277e-2	-8.825787306e-3	3.145399395e-2
9.144145958e1	-1.923161790e-2	1.748043849e-2	-7.478588820e-3	2.704348623e-2
9.145139258e1	-3.120448859e-3	1.703469336e-2	-1.990158319e-2	2.638164120e-2
9.146132458e1	-3.099661551e-3	3.200919794e-2	-3.891146600e-2	5.048067790e-2
9.147125758e1	-1.631564572e-2	5.317823365e-3	-1.121846795e-2	2.050203804e-2
9.148119058e1	1.857534789e-3	3.578089415e-3	-1.091967523e-2	1.164012313e-2
9.149112358e1	-1.619106919e-2	7.105997843e-3	-9.871854186e-3	2.025091188e-2
9.150105558e1	-1.093011799e-2	-5.189449573e-4	-9.423372746e-3	1.444080112e-2
9.151098858e1	-1.435783461e-2	-1.948845000e-3	-4.633333683e-3	1.521227112e-2
9.152092158e1	-3.049358366e-2	-2.537719002e-3	-1.556061029e-2	3.432828651e-2
9.153085458e1	-3.384143210e-2	-1.231254595e-3	-3.202578485e-2	4.660911295e-2
9.154078658e1	-1.905245099e-2	-4.115005424e-3	-2.349469721e-2	3.052752783e-2
9.155071958e1	-2.519846393e-2	9.586679083e-3	-1.436426997e-2	3.054831014e-2
9.156065258e1	-1.273156405e-2	1.913222666e-2	-1.002388179e-2	2.507215640e-2
9.157058558e1	-4.082130825e-3	2.948360278e-2	-2.559150875e-2	3.925394177e-2
9.158051758e1	-2.699218642e-3	1.896110881e-2	-2.005361080e-2	2.773006914e-2
9.159045058e1	4.865899833e-3	3.439192462e-2	-3.262863278e-2	4.765615529e-2
9.160038358e1	1.217219451e-2	3.816445679e-2	-8.678437471e-3	4.098784403e-2
9.161031658e1	-1.079541847e-2	3.811937842e-2	-1.092435300e-2	4.109707483e-2
9.162024858e1	-1.997928721e-2	4.991266421e-2	-1.481625974e-2	5.576708275e-2
9.163018158e1	-1.336887401e-2	3.235866958e-2	-1.795913815e-2	3.934896355e-2
9.164011458e1	-2.250135120e-2	1.552479610e-2	-8.976645470e-3	2.877342982e-2
9.165004758e1	-2.789288146e-2	-5.164694837e-3	-3.138200641e-3	2.854006329e-2
9.165998058e1	-1.395808606e-2	4.398901449e-3	-8.676098585e-3	1.701332381e-2
9.166991258e1	-9.530500132e-3	-1.303784281e-2	-2.139847040e-2	2.680877307e-2
9.167984558e1	-8.880266910e-3	-2.288312414e-3	-7.028353214e-3	1.155392847e-2
9.168977858e1	1.254509954e-2	-8.753190469e-4	-7.926485538e-3	1.486522381e-2
9.169971158e1	1.984830501e-2	1.919625367e-2	-1.660901606e-2	3.222283013e-2
9.170964358e1	1.677336508e-2	2.751302258e-3	-1.316617548e-2	2.150031667e-2
9.171957658e1	-9.682573420e-3	2.619132344e-3	-2.903317988e-2	3.071705741e-2
9.172950958e1	-1.075981784e-2	1.465111701e-2	-7.927070260e-3	1.983096953e-2
9.173944258e1	-2.748931395e-2	1.630776112e-2	-1.885434687e-2	3.710918821e-2
9.174937458e1	-2.733691861e-2	1.433891224e-2	-1.780652583e-2	3.563683327e-2
9.175930758e1	-4.560507526e-2	3.895442476e-3	-2.065061152e-2	5.021399324e-2
9.176924058e1	-3.176391182e-2	5.142493690e-3	-2.124995112e-2	3.856101345e-2
9.177917358e1	-3.160751250e-2	-3.965846607e-3	5.993980765e-3	3.241435779e-2
9.178910558e1	-1.390342944e-2	5.846749702e-3	-1.196808100e-2	1.925421499e-2
9.179903858e1	6.899744163e-3	1.566107734e-2	-1.136932611e-2	2.054598231e-2
9.180897158e1	1.355486229e-2	4.055962251e-2	-1.466189325e-2	4.520827782e-2
9.181890458e1	-6.559977536e-3	5.294083213e-2	-1.571029902e-2	5.561095672e-2
9.182883658e1	3.636578702e-3	5.736564405e-2	-1.735629022e-2	6.004400580e-2
9.183876958e1	-1.012445048e-2	1.970167237e-2	-1.645757318e-2	2.759550881e-2
9.184870258e1	-1.834514004e-2	1.685994384e-3	-4.931541681e-3	1.907109969e-2
9.185863558e1	-2.113994353e-2	1.228872769e-2	-2.618675530e-2	3.582814806e-2
9.186856758e1	-1.363197816e-2	2.091054766e-2	-3.861091912e-2	4.597700411e-2
9.187850058e1	-8.442906600e-3	2.717596258e-2	-1.346262932e-2	3.148107371e-2
9.188843358e1	-1.006597375e-2	4.202171421e-2	-2.214457512e-2	4.855440763e-2
9.189836658e1	-8.727661434e-3	4.453089149e-2	-2.932963371e-2	5.403147032e-2
9.190829858e1	-1.386111935e-2	4.104599664e-2	-4.481306076e-3	4.355440936e-2
9.191823158e1	-6.175052589e-3	3.114286899e-2	-2.454076409e-2	4.012802843e-2
9.192816458e1	-1.367321131e-2	3.415598490e-2	-2.139847040e-2	4.256151486e-2
9.193809758e1	-2.970198486e-2	1.634170694e-2	-2.020096064e-2	3.946312331e-2
9.194802958e1	-3.423061912e-2	7.306306092e-3	-1.810414910e-2	3.940656810e-2
9.195796258e1	-4.278548163e-3	-1.915701337e-2	-1.795387566e-2	2.660148092e-2
9.196789558e1	-3.071397115e-2	-2.968865732e-2	-1.271535516e-2	4.456954851e-2
9.197782858e1	-2.613432679e-2	-2.308838882e-2	-2.498983026e-2	4.290184554e-2
9.198776058e1	-4.773229460e-3	-2.169819502e-2	-4.130531609e-2	4.690122092e-2
9.199769358e1	-2.212111088e-2	-6.201620875e-3	-8.073835373e-3	2.435139556e-2
9.200762658e1	-8.402463739e-3	-4.114110069e-4	-3.127558708e-2	3.238723519e-2
9.201755958e1	-1.653331860e-2	-4.157215012e-3	-2.858119011e-2	3.327938534e-2
9.202749158e1	-2.184650873e-2	-5.453570131e-3	-1.870231926e-2	2.927094322e-2
9.203742458e1	-1.372414604e-2	6.901404681e-3	-3.905998528e-2	4.197218151e-2
9.204735758e1	-3.193573545e-2	1.059217177e-2	-1.511037469e-2	3.688371896e-2
9.205729058e1	-1.933524610e-2	2.255970002e-2	-1.825500727e-2	3.487172346e-2
9.206722258e1	-1.603054828e-2	4.064310978e-2	-2.873263299e-2	5.229153899e-2
9.207715558e1	-7.711326275e-3	4.885349591e-2	-1.106877923e-2	5.068181616e-2
9.208708858e1	1.254154325e-2	5.495103635e-2	-2.753395379e-2	6.272978012e-2
9.209702158e1	2.193655129e-2	6.291395278e-2	-2.394142449e-2	7.079950242e-2
9.210695358e1	4.349036805e-3	6.041130337e-2	-3.217430413e-2	6.858298289e-2
9.211688658e1	-3.011944180e-4	5.063445273e-2	-2.229484856e-2	5.532629388e-2
9.212681958e1	-1.419468701e-3	4.208365358e-2	-2.738426507e-2	5.022894348e-2
9.213675258e1	-1.028294086e-2	2.853714413e-2	-1.181605339e-2	3.255344199e-2
9.214668558e1	-2.460882020e-2	1.688041366e-2	-7.473911047e-3	3.076364321e-2
9.215661758e1	-1.371305803e-2	1.233272798e-2	-1.510628164e-2	2.383996403e-2
9.216655058e1	-2.675591094e-2	-1.030230062e-2	-1.570386708e-2	3.268987013e-2
9.217648358e1	-1.794812780e-2	-1.326839212e-2	-2.663055897e-2	3.474726165e-2
9.218641658e1	-1.126379072e-2	-2.720998606e-2	2.410222292e-3	2.954768171e-2
9.219634858e1	5.510510820e-3	-2.637758010e-2	-1.210841417e-2	2.954244667e-2
9.220628158e1	3.128848522e-3	-2.626374668e-2	-1.809654772e-2	3.204776314e-2
9.221621458e1	-1.671749790e-2	-3.404931433e-2	-1.181722283e-3	3.795032292e-2
9.222614758e1	-1.533288066e-2	-1.883902991e-2	-9.564290643e-3	2.610520892e-2
9.223607958e1	-2.406803498e-2	-3.019747929e-2	-1.839592516e-2	4.277345118e-2
9.224601258e1	-3.151276020e-2	-8.014796767e-3	-1.420522571e-2	3.548350969e-2
9.225594558e1	-2.252316178e-2	1.418169980e-2	-1.240837634e-2	2.936632815e-2
9.226587758e1	-2.073288824e-2	8.842954366e-4	-7.018997669e-3	2.190664195e-2
9.227581058e1	-2.322871057e-2	2.371371655e-2	-2.887413561e-2	4.399578451e-2
9.228574358e1	-2.882734418e-4	3.268641515e-2	-3.605919421e-2	4.866980916e-2
9.229567658e1	8.410268401e-3	4.648310321e-2	-4.728584826e-2	6.683833439e-2
9.230560958e1	-7.666704711e-5	5.800424680e-2	-7.168101668e-3	5.844553196e-2
9.231554158e1	-7.257196333e-3	5.524084354e-2	-3.126740098e-2	6.388949881e-2
9.232547458e1	-1.198343565e-2	3.366871540e-2	-9.712225199e-3	3.703393640e-2
9.233540758e1	5.721812291e-3	2.928454620e-2	-1.150790513e-2	3.198055131e-2
9.234534058e1	2.674918436e-3	5.200684906e-2	-4.713382065e-2	7.023862604e-2
9.235527258e1	-9.824663044e-3	4.115847332e-2	-2.557806015e-2	4.944472764e-2
9.236520558e1	-1.214109006e-2	4.338607976e-2	-2.003840804e-2	4.930817155e-2
9.237513858e1	-3.580145077e-3	4.115538069e-2	-1.943965316e-2	4.565613774e-2
9.238507158e1	-1.329565477e-3	1.552918608e-2	-2.602654159e-2	3.033651647e-2
9.239500358e1	-3.160999757e-2	-6.927013658e-3	-1.809186995e-2	3.707413145e-2
9.240493658e1	-1.396287461e-2	-5.800337428e-3	-3.350980818e-2	3.676293005e-2
9.241486958e1	-1.485799767e-2	-1.926712832e-2	-2.692233503e-2	3.628766253e-2
9.242480300e1	-2.455921937e-2	-2.449139167e-2	-1.868887067e-2	3.939869806e-2
9.243473500e1	-2.308055674e-2	-3.438932992e-2	-1.389766216e-2	4.368618918e-2
9.244466800e1	-1.637360739e-2	-3.526017219e-2	-1.359828472e-2	4.118601837e-2
9.245460100e1	-1.409176117e-2	-4.123152240e-2	-2.153120220e-2	4.860256002e-2
9.246453400e1	-2.961613814e-2	-2.414873112e-2	-7.310773730e-3	3.890660954e-2
9.247446600e1	-1.432163212e-2	-7.485180642e-3	-7.311358452e-3	1.773677080e-2
9.248439900e1	-1.045008557e-2	-4.947868204e-3	-2.751933575e-2	2.984961521e-2
9.249433200e1	-9.605538638e-3	-1.135196263e-2	-3.575280011e-2	3.872203692e-2
9.250426500e1	-1.023263881e-3	1.363814629e-2	-1.839007795e-2	2.291813845e-2
9.251419700e1	-3.020716602e-2	2.123640203e-2	-2.497638166e-2	4.457888840e-2
9.252413000e1	-1.408928182e-2	3.086812751e-2	-3.201233625e-2	4.664910321e-2
9.253406300e1	-1.756464524e-2	2.995088667e-2	-2.512723982e-2	4.285966118e-2
9.254399600e1	-4.756465538e-3	4.621958108e-2	-1.420054793e-2	4.858527762e-2
9.255392800e1	1.630463537e-2	6.184549289e-2	-2.497638166e-2	6.866240432e-2
9.256386100e1	-7.957420964e-4	4.714100633e-2	-1.569568098e-2	4.969167018e-2
9.257379400e1	-1.494584980e-2	5.642567673e-2	-9.109377265e-3	5.907805155e-2
9.258372700e1	7.371534524e-4	3.177389776e-2	-9.708716869e-3	3.323226079e-2
9.259365900e1	-9.427477217e-3	1.859917073e-2	-8.960273266e-3	2.269565984e-2
9.260359200e1	4.652149840e-3	4.687849833e-3	-2.557572126e-2	2.641469198e-2
9.261352500e1	1.171807142e-3	-2.868840429e-3	-1.988813460e-2	2.012812150e-2
9.262345800e1	-1.021044109e-2	4.287575944e-3	-2.288249373e-2	2.542134800e-2
9.263339000e1	3.892859195e-3	-6.582503021e-4	-3.066630721e-2	3.091941209e-2
9.264332300e1	-1.738672886e-2	-1.041992102e-2	-2.973309159e-3	2.048691441e-2
9.265325600e1	-1.063908083e-2	-1.539103190e-2	-1.704404891e-2	2.530955367e-2
9.266318900e1	-6.525697092e-3	-1.743123965e-2	-1.869062483e-2	2.637749599e-2
9.267312100e1	-2.458427103e-2	-3.190577989e-2	-1.824214339e-2	4.421697601e-2
9.268305400e1	-2.341120994e-2	-2.496939698e-2	-2.976934433e-2	4.536264320e-2
9.269298700e1	-1.491001619e-2	-1.010290143e-2	-6.267630458e-3	1.906988179e-2
9.270292000e1	-3.839882507e-2	-2.264293148e-3	-2.602595687e-2	4.644294587e-2
9.271285200e1	-2.547445937e-2	1.798113830e-2	-1.045774519e-2	3.288820228e-2
9.272278500e1	-8.500747212e-3	5.484377649e-3	-2.767194808e-2	2.946316025e-2
9.273271800e1	-3.898698416e-3	1.742937585e-2	-1.659615219e-2	2.438063287e-2
9.274265100e1	-2.011839612e-2	4.152276856e-2	-3.395945907e-2	5.728992085e-2
9.275258300e1	-2.820605696e-2	4.044407604e-2	-2.674516439e-3	4.938074498e-2
9.276251600e1	-1.333251507e-2	3.779376616e-2	-1.285393417e-2	4.208738935e-2
9.277244900e1	-1.124003984e-2	3.358853546e-2	-2.677556992e-2	4.440111884e-2
9.278238200e1	-4.706512957e-3	2.622941713e-2	-2.975063324e-3	2.681388799e-2
9.279231400e1	-1.522009335e-2	3.324179557e-2	-2.333331406e-2	4.337178529e-2
9.280224700e1	-6.779580455e-3	4.081561178e-2	-1.001043320e-2	4.256859933e-2
9.281218000e1	5.335818400e-3	2.835767572e-2	-2.153646469e-2	3.600622226e-2
9.282211300e1	-1.271466537e-2	2.894946876e-2	-1.360296249e-2	3.442056138e-2
9.283204500e1	-3.211080702e-4	2.005078769e-3	-2.213521957e-2	2.222816675e-2
9.284197800e1	8.087877827e-3	-5.390091296e-3	-2.824789882e-3	1.012157546e-2
9.285191100e1	-4.998065180e-3	5.905180746e-3	-1.524895370e-2	1.709919308e-2
9.286184400e1	1.557112386e-3	-1.407205537e-3	-1.390233994e-2	1.405986778e-2
9.287177600e1	-2.452649323e-2	1.558322714e-2	-1.135821640e-2	3.119927753e-2
9.288170900e1	-3.757897692e-2	-5.837046979e-3	-1.255572617e-2	4.004868142e-2
9.289164200e1	-2.371836692e-2	-1.433065762e-2	-2.076931000e-3	2.778924827e-2
9.290157500e1	-2.673953645e-2	3.183923126e-3	-2.318245590e-2	3.553261090e-2
9.291150700e1	-3.608011171e-2	1.313243522e-3	-1.465195298e-2	3.896381392e-2
9.292144000e1	-4.055415901e-2	-2.989092073e-3	-3.425883651e-3	4.080822421e-2
9.293137300e1	-2.684678261e-2	1.029022703e-2	-1.360471666e-2	3.180765355e-2
9.294130600e1	-1.663502475e-2	-4.907851322e-3	-1.629969835e-2	2.380107601e-2
9.295123800e1	-1.262144682e-2	-5.465049860e-3	-2.258662462e-2	2.644472162e-2
9.296117100e1	-1.543106249e-2	6.859254478e-3	-1.240779161e-2	2.095519874e-2
9.297110400e1	-1.720564105e-2	1.559065950e-2	-1.240720689e-2	2.632568196e-2
9.298103700e1	-1.349174206e-2	2.354210991e-2	-1.764631212e-2	3.236742767e-2
9.299096900e1	-9.329626575e-3	2.255349192e-2	-1.001160264e-2	2.638056325e-2
9.300090200e1	-2.148427829e-2	4.039304081e-2	-2.992078722e-2	5.466649310e-2
9.301083500e1	-2.667498639e-3	3.397224528e-2	-4.324015975e-3	3.435005259e-2
9.302076800e1	4.847845413e-3	2.444152588e-2	-1.150907457e-2	2.744719639e-2
9.303070000e1	-8.219616052e-3	1.735832761e-2	-2.183876574e-2	2.908273224e-2
9.304063300e1	-2.938837996e-3	2.202800083e-2	-1.405495226e-2	2.629470046e-2
9.305056600e1	2.434266682e-3	3.153510753e-2	-5.373591185e-3	3.208214680e-2
9.306049900e1	7.757130987e-3	1.474432072e-2	-2.049156725e-2	2.640970282e-2
9.307043100e1	-1.325068031e-2	2.698989778e-2	-1.270775378e-2	3.264233627e-2
9.308036400e1	-1.862092077e-2	1.375138127e-2	-1.315623522e-2	2.662565872e-2
9.309029700e1	-2.844670415e-3	1.137875932e-2	-2.377477884e-3	1.196748572e-2
9.310023000e1	-2.150683118e-2	9.082036964e-3	-2.827304184e-2	3.666595257e-2
9.311016200e1	-1.613242116e-2	1.229362016e-2	-1.884148300e-2	2.768374235e-2
9.312009500e1	-3.554762908e-2	1.033152756e-3	-1.360120833e-2	3.807485004e-2
9.313002800e1	-3.468776175e-2	-4.243374649e-3	-1.958758771e-2	4.006146074e-2
9.313996100e1	-2.339816791e-2	2.301007267e-3	-2.422735333e-2	3.375993995e-2
9.314989300e1	-1.641710062e-2	-5.057654246e-3	-5.964744687e-3	1.818458794e-2
9.315982600e1	-3.200679282e-2	4.186903336e-3	-4.916923642e-3	3.265181594e-2
9.316975900e1	-2.246527891e-2	-2.797687124e-3	-1.958583355e-2	2.993527494e-2
9.317969200e1	-2.807062997e-2	1.429155436e-3	-1.988579571e-2	3.443032999e-2
9.318962400e1	-1.418128524e-2	1.126862610e-2	-4.618130922e-3	1.869272368e-2
9.319955700e1	-1.980227646e-2	1.456916920e-2	-1.734108746e-2	3.008494904e-2
9.320949000e1	-2.314410639e-2	2.212712940e-2	-1.300011456e-2	3.455810317e-2
9.321942300e1	-2.606269840e-2	1.338452788e-2	-1.838890851e-2	3.459135427e-2
9.322935500e1	-2.126160673e-3	9.321713420e-3	-4.916338921e-3	1.075105989e-2
9.323928800e1	-1.500756419e-3	2.597610479e-2	-1.255104840e-2	2.888839050e-2
9.324922100e1	-3.351357918e-3	3.896010753e-2	-1.344918072e-2	4.135217093e-2
9.325915400e1	-4.895197581e-3	1.911289430e-2	-1.898824811e-2	2.738282773e-2
9.326908600e1	-3.753067343e-5	1.966541507e-2	-2.303042829e-2	3.028416394e-2
9.327901900e1	-4.216463752e-3	3.608925255e-2	-2.692175031e-2	4.522160276e-2
9.328895200e1	-1.027317875e-2	2.353507498e-2	-1.674291730e-2	3.065555799e-2
9.329888500e1	-1.955125960e-2	1.671879753e-2	-1.928762555e-2	3.215248734e-2
9.330881700e1	-2.866568694e-2	1.383322859e-2	-1.674291730e-2	3.596394167e-2
9.331875000e1	-9.178913450e-3	-3.347352804e-3	-7.012565732e-3	1.202635860e-2
9.332868300e1	-4.719982110e-3	6.131879124e-3	-9.705793262e-3	1.241292051e-2
9.333861600e1	-1.970229821e-2	3.074548217e-3	-2.183057964e-2	2.956700203e-2
9.334854800e1	-1.116760517e-2	7.863591425e-5	-6.261783242e-3	1.280357443e-2
9.335848100e1	-2.924125396e-2	3.557281550e-3	4.736244678e-4	2.946064333e-2
9.336841400e1	-2.215598633e-2	3.402503924e-3	-6.411471963e-3	2.331462493e-2
9.337834700e1	-2.607399540e-2	-5.339078908e-3	-4.017037153e-3	2.691645570e-2
9.338827900e1	-2.098490780e-2	-4.506809986e-3	-7.160500288e-3	2.262632220e-2
9.339821200e1	-2.659545740e-2	5.844990970e-3	-2.071668506e-3	2.730886457e-2
9.340814500e1	-2.641454775e-2	1.231399405e-2	-5.065442920e-3	2.958076223e-2
9.341807738e1	-2.963955441e-2	1.471951573e-2	-1.584303081e-2	3.669017518e-2
9.342801038e1	-1.290876780e-2	-3.931873371e-3	-4.765480757e-3	1.431103495e-2
