"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.398072225e1	1.733795029e-2	5.617607828e-2	-8.871980309e-3	5.945644057e-2
3.399065525e1	3.058675995e-2	3.686871837e-2	-8.871980309e-3	4.871923967e-2
3.400058725e1	4.655740967e-3	2.685693301e-2	4.087203741e-4	2.726055441e-2
3.401052025e1	-2.934607901e-2	3.137627339e-2	1.373043180e-2	4.510196939e-2
3.402045325e1	-7.448834258e-3	1.125627385e-2	-6.402701139e-4	1.351291156e-2
3.403038525e1	-1.682214365e-2	-1.014194987e-3	-3.484355807e-3	1.720912094e-2
3.404031825e1	-2.228430302e-2	9.305432579e-3	-8.124706149e-3	2.547924815e-2
3.405025125e1	-9.561355044e-3	1.885229578e-2	-9.621593356e-3	2.322506459e-2
3.406018325e1	3.310859097e-3	3.582129932e-2	8.939808011e-3	3.706814590e-2
3.407011625e1	2.305387654e-2	1.905008698e-2	-3.417054355e-2	4.540939423e-2
3.408004925e1	2.508159271e-2	2.688343277e-2	-4.120532870e-2	5.522394738e-2
3.408998125e1	1.657167268e-2	2.832425980e-2	-3.783733249e-3	3.303332659e-2
3.409991425e1	-4.562886726e-3	1.174906623e-2	-2.803389072e-2	3.073694067e-2
3.410984725e1	-2.070166045e-2	9.605851555e-3	-1.680782139e-2	2.834314714e-2
3.411977925e1	-3.275777859e-2	1.244344593e-2	-1.561031163e-2	3.836135078e-2
3.412971225e1	-2.849470842e-2	-3.276130976e-3	-1.590968907e-2	3.279938488e-2
3.413964525e1	-3.088115813e-2	-8.282973832e-3	-4.090829015e-2	5.192053337e-2
3.414957725e1	-1.546864912e-2	6.092707347e-3	-4.235138297e-3	1.715624041e-2
3.415951025e1	5.505395648e-3	3.074138455e-2	-5.527899206e-2	6.349101565e-2
3.416944225e1	2.593954370e-2	2.919964737e-2	-1.635933995e-2	4.234509815e-2
3.417937525e1	3.212579508e-2	3.568740722e-2	-2.968222082e-2	5.645079252e-2
3.418930825e1	1.501555158e-2	3.512747694e-2	-3.641762853e-2	5.277925817e-2
3.419924025e1	1.382132859e-2	1.567654505e-2	-1.052089512e-2	2.339812862e-2
3.420917325e1	9.427408695e-3	1.330693350e-2	-1.546003819e-2	2.247138835e-2
3.421910625e1	-5.723162176e-4	3.273068497e-2	-1.710661411e-2	3.693591113e-2
3.422903825e1	3.806537675e-3	2.974886080e-2	8.041090965e-3	3.105066170e-2
3.423897125e1	3.556815029e-3	3.144847737e-2	-2.384260654e-2	3.962483500e-2
3.424890425e1	3.268990978e-2	3.149490792e-2	-1.590910435e-2	4.810050963e-2
3.425883625e1	1.801053998e-2	1.324618184e-2	-2.459105015e-2	3.323493089e-2
3.426876925e1	-5.880471120e-3	4.641025969e-2	1.013673306e-2	4.786695627e-2
3.427870225e1	-1.855132862e-2	4.204788507e-2	-1.740599155e-2	4.914412452e-2
3.428863425e1	6.769597362e-3	4.845969051e-2	7.890817523e-3	4.956242582e-2
3.429856725e1	-5.476731729e-3	3.890037457e-2	-3.731517613e-2	5.418169526e-2
3.430850025e1	1.001039894e-2	3.408829881e-2	1.477591395e-2	3.847788762e-2
3.431843225e1	1.596471114e-2	4.131616998e-2	-1.561089635e-2	4.696379445e-2
3.432836525e1	2.193407079e-2	3.280467509e-2	-5.281789899e-3	3.981391055e-2
3.433829825e1	-1.572686308e-2	1.926217646e-2	1.004551649e-3	2.488724148e-2
3.434823025e1	2.560953119e-3	1.673709749e-2	-7.917129993e-4	1.695039005e-2
3.435816308e1	-6.470099436e-3	9.087198959e-3	-3.162817419e-2	3.353775147e-2
3.436809608e1	-6.676727703e-3	-3.667154387e-3	-2.713751256e-2	2.818636731e-2
3.437802808e1	-7.987620919e-3	-1.246709517e-2	-2.773626745e-2	3.144091414e-2
3.438796108e1	-2.520284478e-2	2.387340493e-3	-2.758657873e-2	3.744198319e-2
3.439789408e1	-2.205206577e-2	8.416715185e-3	-9.923309684e-3	2.560481936e-2
3.440782608e1	-1.172737214e-2	1.062432232e-2	-1.890404820e-2	2.465300226e-2
3.441775908e1	2.091312181e-2	9.496568008e-3	-4.899206579e-2	5.410883456e-2
3.442769208e1	1.906170890e-4	3.375949343e-3	-1.725805700e-2	1.758618492e-2
3.443762408e1	9.268293623e-4	3.930732250e-2	-3.162817419e-2	5.046053921e-2
3.444755708e1	-4.484396992e-3	5.383416334e-2	6.992100477e-3	5.447124405e-2
3.445749008e1	2.179450420e-3	5.244806260e-2	-1.096937656e-2	5.362719922e-2
3.446742208e1	2.669798239e-2	5.786756813e-2	-2.249599278e-2	6.758333668e-2
3.447735508e1	2.342116848e-2	3.376193738e-2	-4.674556553e-2	6.223799037e-2
3.448728808e1	1.786472275e-2	5.291809651e-2	-2.773509800e-2	6.235951346e-2
3.449722008e1	-1.234131380e-3	3.730270968e-2	-6.414395571e-4	3.732863076e-2
3.450715308e1	-5.285717355e-3	4.071918754e-2	-2.339412510e-2	4.725755105e-2
3.451708508e1	-1.105114508e-2	1.528536632e-2	-1.838949323e-3	1.895130512e-2
3.452701808e1	4.460733470e-3	2.497030604e-2	-1.441338658e-2	2.917464720e-2
3.453695108e1	-9.823493601e-3	1.887938026e-2	-2.040210485e-2	2.948182335e-2
3.454688308e1	3.379310350e-3	2.684001263e-2	-1.022327185e-2	2.891922031e-2
3.455681608e1	9.167542785e-3	1.530512808e-2	-1.591144323e-2	2.390533020e-2
3.456674908e1	1.960806810e-3	1.119482784e-2	-2.339587927e-2	2.601030758e-2
3.457668108e1	7.716871423e-3	1.469778053e-2	-2.728778601e-2	3.194054042e-2
3.458661408e1	2.224437978e-2	1.872856321e-2	-3.013187170e-2	4.187482781e-2
3.459654708e1	1.267819450e-2	2.061282846e-2	-7.378601432e-3	2.529958640e-2
3.460647908e1	1.657711333e-3	2.813843254e-2	-2.438288927e-3	2.829248391e-2
3.461641208e1	-1.147105439e-3	1.930799944e-2	-2.683696568e-2	3.308077116e-2
3.462634508e1	1.203658478e-3	1.300248542e-2	-2.204692662e-2	2.562382474e-2
3.463627708e1	-1.991805590e-2	2.949592304e-2	-3.207607090e-2	4.791255317e-2
3.464621008e1	-2.709723987e-2	2.885884149e-3	-1.650785923e-2	3.186060502e-2
3.465614308e1	-1.232756028e-2	9.009919781e-4	-1.007124424e-2	1.594397973e-2
3.466607508e1	-5.708950130e-3	9.446907789e-6	-2.369291782e-2	2.437101877e-2
3.467600808e1	6.425247181e-3	1.494355545e-2	-3.162758946e-2	3.556540547e-2
3.468594108e1	2.077581674e-3	3.824857447e-2	-3.626793981e-2	5.275067064e-2
3.469587308e1	1.128837301e-2	4.424584887e-2	-2.968163610e-2	5.446211553e-2
3.470580608e1	1.608444430e-2	4.251639322e-2	-1.501214147e-2	4.787188562e-2
3.471573908e1	2.679528543e-3	5.042305761e-2	-2.070031285e-2	5.457258987e-2
3.472567108e1	2.535000504e-2	3.172064242e-2	-3.387292027e-2	5.287907562e-2
3.473560408e1	1.847558777e-2	4.238273410e-2	-3.192638218e-2	5.618662983e-2
3.474553708e1	9.697544348e-3	6.230914055e-2	-1.411400914e-2	6.461947552e-2
3.475546908e1	9.876815183e-3	5.469734028e-2	-2.773509800e-2	6.211751905e-2
3.476540208e1	8.125091586e-3	5.269365022e-2	-2.129731357e-2	5.741265934e-2
3.477533508e1	5.118517822e-3	3.594711039e-2	-6.777507663e-3	3.693681876e-2
3.478526708e1	3.827105428e-3	3.594130429e-2	-2.848295689e-2	4.601850631e-2
3.479520008e1	4.756319643e-3	3.115588818e-2	-1.066999912e-2	3.327402630e-2
3.480513308e1	-1.353526042e-2	2.439795499e-2	6.095137596e-3	2.855895979e-2
3.481506508e1	-7.555223890e-3	1.955241763e-2	-4.083695412e-3	2.135544453e-2
3.482499808e1	-1.351523827e-2	-2.487291335e-3	-2.474015415e-2	2.830059206e-2
3.483493108e1	-2.086741760e-2	-7.986784950e-3	2.181362271e-2	3.122614268e-2
3.484486308e1	-1.320919135e-2	-1.907188157e-2	-6.477545500e-3	2.408688436e-2
3.485479608e1	2.729874554e-3	-1.345303623e-2	-1.785447299e-2	2.252151427e-2
3.486472908e1	4.212584033e-2	-4.740200685e-3	3.701872230e-3	4.255302321e-2
3.487466108e1	2.895472897e-2	3.671800182e-3	-2.384085238e-2	3.768613391e-2
3.488459408e1	1.040702402e-2	2.311785330e-2	-1.965015292e-2	3.207600038e-2
3.489452708e1	3.169612751e-2	1.283864918e-2	-3.596680820e-2	4.962949430e-2
3.490445908e1	3.076024010e-3	1.050283728e-2	-7.975017428e-3	1.354150721e-2
3.491439208e1	-1.438964369e-2	1.148591411e-2	-5.131516457e-3	1.911335998e-2
3.492432408e1	-2.243506982e-2	3.366152516e-2	-2.339412510e-2	4.673024420e-2
3.493425708e1	-2.624518463e-3	3.359219911e-2	-3.836358190e-2	5.105965485e-2
3.494419008e1	4.185539462e-3	3.647179293e-2	-1.366552770e-2	3.917214658e-2
3.495412208e1	7.785304973e-3	6.152215100e-2	-2.863498449e-2	6.830481956e-2
3.496405508e1	1.842836807e-2	5.934909269e-2	-4.031011999e-2	7.407310799e-2
3.497398808e1	2.020636931e-2	5.386548706e-2	-5.318393469e-2	7.834742475e-2
3.498392008e1	1.053659467e-2	5.887250807e-2	-4.105914831e-2	7.254547328e-2
3.499385308e1	2.090968885e-2	4.855842166e-2	-2.339587927e-2	5.781438029e-2
3.500378608e1	3.698836702e-3	3.240103905e-2	-1.905549109e-2	3.777062966e-2
3.501371808e1	-9.229823055e-3	2.079718477e-2	-1.890638709e-2	2.958317091e-2
3.502365108e1	-8.717725165e-3	1.220234878e-2	-2.728954017e-2	3.113864240e-2
3.503358408e1	1.727280352e-3	1.601586628e-2	-1.636167884e-2	2.296074922e-2
3.504351608e1	1.481283021e-2	9.389536553e-3	-1.501448035e-2	2.308718163e-2
3.505344908e1	2.970243711e-2	2.902434510e-2	-4.985336065e-3	4.182703617e-2
3.506338208e1	5.063017239e-3	2.392592937e-2	9.684158564e-3	2.630336797e-2
3.507331408e1	6.046619411e-3	2.012761919e-2	-1.471451819e-2	2.565540306e-2
3.508324708e1	-8.939418577e-3	8.967171153e-3	-3.189071417e-3	1.305731747e-2
3.509318008e1	-1.764034042e-2	4.835811798e-3	-3.338760138e-3	1.859338606e-2
3.510311208e1	-2.163586279e-2	-8.343446832e-3	-1.426603675e-2	2.722578682e-2
3.511304508e1	-1.301700639e-2	1.670394195e-3	-5.284713507e-3	1.414782206e-2
3.512297808e1	-3.260542493e-3	1.275162160e-2	-1.965483069e-2	2.365475344e-2
3.513291008e1	-3.317164554e-3	1.885522395e-2	-9.176620245e-3	2.123048304e-2
3.514284308e1	1.971254682e-2	6.205074387e-3	-3.462311804e-2	4.032180246e-2
3.515277608e1	1.786952386e-2	3.021139840e-2	-1.486479163e-2	3.811837492e-2
3.516270808e1	9.420631007e-4	3.382153787e-2	-4.704786658e-2	5.795071748e-2
3.517264108e1	3.125975163e-2	5.223697355e-2	-1.965541542e-2	6.397037465e-2
3.518257408e1	-3.701133333e-3	4.978028416e-2	-1.875728309e-2	5.332551686e-2
3.519250608e1	4.842899262e-3	4.292663479e-2	-1.426603675e-2	4.549361990e-2
3.520243908e1	8.202683110e-3	4.687349622e-2	-1.411634803e-2	4.963547058e-2
3.521237208e1	4.200122954e-3	3.167922312e-2	-8.578450084e-3	3.308782278e-2
3.522230408e1	1.104485590e-2	4.860940207e-2	-3.417522132e-2	6.043846924e-2
3.523223708e1	9.148273811e-3	4.126215176e-2	-2.504420936e-2	4.912706489e-2
3.524217008e1	6.734003579e-3	3.236706581e-2	-2.729012489e-2	4.286869103e-2
3.525210208e1	1.194741360e-2	3.237947288e-2	-4.196020424e-2	5.433074356e-2
3.526203508e1	-3.720245991e-4	4.160666240e-2	-2.293277979e-3	4.167147564e-2
3.527196808e1	-3.905212580e-3	3.486384517e-2	-2.280004799e-2	4.183993994e-2
3.528190008e1	-1.956066768e-2	4.143890670e-2	-4.687128067e-3	4.606269508e-2
3.529183308e1	-2.850549836e-2	1.259602171e-2	-4.538024068e-3	3.149312404e-2
3.530176608e1	-4.533822238e-3	1.345457569e-2	1.150732040e-3	1.424448438e-2
3.531169808e1	3.964026776e-3	6.661116094e-3	9.832677841e-3	1.252060420e-2
3.532163108e1	1.661850751e-2	1.366017384e-2	-5.884637833e-3	2.230255823e-2
3.533156408e1	3.158709293e-2	2.533874001e-2	5.191742778e-3	4.082585428e-2
3.534149608e1	2.022317777e-2	2.768359683e-2	2.647619247e-3	3.438558332e-2
3.535142908e1	-8.961301953e-4	1.689924809e-2	-2.040444374e-2	2.650903544e-2
3.536136196e1	-9.244814540e-3	-1.708437642e-3	-1.112432778e-2	1.456489010e-2
3.537129396e1	-8.280301471e-3	1.037721350e-2	-1.426837564e-2	1.948939444e-2
3.538122696e1	-1.439755570e-2	1.216047723e-2	-1.486713052e-2	2.400413270e-2
3.539115996e1	8.647797119e-4	2.505056364e-2	-5.885807276e-3	2.574725830e-2
3.540109196e1	-1.070143704e-2	4.063842744e-2	-2.639316201e-2	4.962460620e-2
3.541102496e1	-6.792837189e-4	4.375953868e-2	-1.022736490e-2	4.494393891e-2
3.542095796e1	-5.512979898e-3	5.963225781e-2	-2.834028482e-2	6.625383659e-2
3.543088996e1	1.509493667e-2	3.852405142e-2	-2.085584879e-2	4.633493369e-2
3.544082296e1	3.828674297e-3	4.920052816e-2	-3.477689981e-2	6.037204220e-2
3.545075496e1	1.475510038e-2	5.660442337e-2	-8.730477691e-3	5.914384983e-2
3.546068796e1	5.942411064e-3	3.723374452e-2	-1.651370645e-2	4.116268311e-2
3.547062096e1	-5.289585996e-4	3.851884831e-2	-3.073413491e-2	4.928050853e-2
3.548055296e1	-2.108499255e-3	3.791288034e-2	-2.085467935e-2	4.332147176e-2
3.549048596e1	1.209883850e-3	2.200825734e-2	-3.552475870e-2	4.180712488e-2
3.550041896e1	-4.310802638e-3	2.192082319e-2	-2.085467935e-2	3.056179248e-2
3.551035096e1	-3.786212034e-3	-7.742334791e-3	-2.459631264e-2	2.606257365e-2
3.552028396e1	1.122588546e-2	-1.622492251e-2	-3.642113686e-2	4.142182788e-2
3.553021696e1	2.223780395e-2	2.004407253e-2	-2.055413246e-2	3.631469578e-2
3.554014896e1	-9.614324665e-5	7.268774277e-3	-5.136194229e-3	8.900832218e-3
3.555008196e1	-3.015365429e-3	9.945250447e-3	-5.734364390e-3	1.186943007e-2
3.556001496e1	5.831005618e-3	1.445733663e-2	-1.992146373e-3	1.571572003e-2
3.556994696e1	-2.571532354e-3	1.573104293e-2	4.894119501e-3	1.667425848e-2
3.557987996e1	-1.680207239e-2	3.229915589e-2	5.492289662e-3	3.681997221e-2
3.558981296e1	1.550244906e-3	3.497953325e-2	2.199137807e-3	3.508286209e-2
3.559974496e1	1.087076304e-2	3.429219761e-2	-2.441212535e-3	3.605673065e-2
3.560967796e1	3.092863021e-3	2.443285099e-2	-1.991561651e-3	2.470822387e-2
3.561961096e1	2.287588592e-2	4.745715341e-2	-4.237477183e-3	5.285303945e-2
3.562954296e1	1.774790521e-2	3.719803082e-2	-1.007592201e-2	4.242883265e-2
3.563947596e1	2.436230296e-2	1.237494214e-2	-9.477167130e-3	2.892192413e-2
3.564940896e1	2.922948658e-4	1.801348528e-2	-2.669195473e-2	3.220297402e-2
3.565934096e1	-1.190547496e-3	3.117897555e-2	-3.402728677e-2	4.616711128e-2
3.566927396e1	3.771026690e-3	3.724061956e-2	-1.277090371e-2	3.954972022e-2
3.567920696e1	-7.188079274e-3	2.903223884e-2	-1.411868691e-2	3.307380680e-2
3.568913896e1	1.071558342e-2	1.401994206e-2	-2.773977578e-2	3.287670396e-2
3.569907196e1	1.235283007e-2	2.878193690e-2	-2.070499063e-2	3.754582453e-2
3.570900496e1	4.235002681e-3	3.145366221e-2	-2.399814248e-2	3.978918140e-2
3.571893696e1	1.176795890e-2	3.130047886e-2	-3.387759805e-2	4.760143362e-2
3.572886996e1	-1.270135582e-4	4.442670599e-2	-2.324911416e-2	5.014249342e-2
3.573880296e1	-3.936379910e-4	2.503688664e-2	-1.621374428e-2	2.983095954e-2
3.574873496e1	-5.298523557e-3	1.908338414e-2	-2.848821938e-2	3.469623244e-2
3.575866796e1	5.973533212e-3	2.398349703e-2	-1.307028115e-2	2.795931827e-2
3.576860096e1	-5.758833617e-3	1.555002135e-2	4.022884369e-4	1.658701796e-2
3.577853296e1	7.695573054e-3	2.356645808e-2	2.348241806e-3	2.490208888e-2
3.578846596e1	-3.904294384e-3	2.950622876e-2	-1.636226356e-2	3.396446259e-2
3.579839896e1	-1.055985234e-3	3.036036536e-2	-1.770946205e-2	3.516378727e-2
3.580833096e1	1.803704203e-2	2.155918661e-3	-2.908580482e-2	3.429237397e-2
3.581826396e1	1.998972540e-2	1.022647868e-2	1.900345087e-3	2.253400318e-2
3.582819596e1	1.017873622e-3	1.763718955e-2	8.525240421e-4	1.768709470e-2
3.583812896e1	1.106176714e-2	1.509654694e-2	-8.726969361e-3	2.065014324e-2
3.584806196e1	3.708928289e-3	1.671086725e-2	-8.577280641e-3	1.914625228e-2
3.585799396e1	5.921995488e-3	1.815525285e-2	-1.621082067e-2	2.504943001e-2
3.586792696e1	2.049293541e-2	2.511116455e-2	-2.414373815e-2	4.041597554e-2
3.587785996e1	1.504183521e-3	3.444007735e-2	-1.635992467e-2	3.815794323e-2
3.588779196e1	1.985335708e-3	4.290150546e-2	-1.920342565e-2	4.704521533e-2
3.589772496e1	2.070419577e-2	3.032235389e-2	-2.309591711e-2	4.337660953e-2
3.590765796e1	3.207415000e-2	3.380499664e-2	-2.474307775e-2	5.276124329e-2
3.591758996e1	2.659656860e-3	2.376559232e-2	-1.022268713e-2	2.600731599e-2
3.592752296e1	-1.439037573e-2	1.615856575e-2	-2.728661656e-2	3.482443976e-2
3.593745596e1	-5.280538800e-3	2.170085825e-2	-6.426090002e-4	2.234332753e-2
3.594738796e1	-1.172450792e-2	7.521465356e-3	-1.815560460e-2	2.288367334e-2
3.595732096e1	-3.159512143e-3	-1.851708130e-3	-9.772451520e-3	1.043609835e-2
3.596725396e1	-1.174061974e-2	1.568521994e-2	-2.354381382e-2	3.062971508e-2
3.597718596e1	4.222230454e-3	1.903957113e-2	-2.833326817e-2	3.439631643e-2
3.598711896e1	1.138622480e-5	1.628802219e-2	-1.096937656e-2	1.963738829e-2
3.599705196e1	5.894469035e-3	1.927183350e-2	-1.965073764e-2	2.814782090e-2
3.600698396e1	1.514377177e-3	1.493216252e-2	-1.396256626e-2	2.049917248e-2
3.601691696e1	2.427201201e-3	1.895079852e-2	-9.770697355e-3	2.145904464e-2
3.602684996e1	-5.250595803e-3	2.203241365e-2	-7.076300383e-3	2.372909679e-2
3.603678196e1	3.729153145e-3	9.329090961e-3	-8.871980309e-3	1.340337853e-2
3.604671496e1	-4.183589153e-3	1.014705248e-2	-2.324151278e-2	2.570278211e-2
3.605664796e1	5.670553223e-3	3.136393029e-2	-2.713341951e-2	4.185778006e-2
3.606657996e1	2.180623375e-2	3.936689101e-2	-2.264275789e-2	5.037815423e-2
3.607651296e1	1.295959632e-2	2.892224267e-2	-2.982840121e-2	4.352218717e-2
3.608644596e1	7.226674895e-3	3.298558246e-2	-2.069738925e-2	3.960625458e-2
3.609637796e1	-7.643663026e-3	2.813237976e-2	-1.905022860e-2	3.482481278e-2
3.610631096e1	-5.169944769e-3	2.176382088e-2	-1.485894442e-2	2.685480325e-2
3.611624296e1	-1.400328064e-3	1.893407914e-2	-5.428555012e-3	1.974663214e-2
3.612617596e1	-6.587894565e-3	1.568224608e-2	-1.575707674e-2	2.318660528e-2
3.613610896e1	7.796451228e-3	2.636279304e-2	-7.225404382e-3	2.842512932e-2
3.614604096e1	1.260493186e-2	3.245935589e-2	-1.500921786e-2	3.791794711e-2
3.615597396e1	3.532794621e-3	2.193762937e-2	-1.680548251e-2	2.785972832e-2
3.616590696e1	-5.005159497e-3	2.018753488e-2	-2.084707797e-2	2.944807032e-2
3.617583896e1	1.615472852e-2	3.227198461e-2	-1.710485995e-2	3.993785770e-2
3.618577196e1	-2.437755312e-3	1.818438843e-2	-7.375677824e-3	1.977410572e-2
3.619570496e1	6.973154128e-3	1.297895495e-2	-2.429050326e-2	2.840962335e-2
3.620563696e1	3.976684799e-4	1.647907540e-2	-2.099793613e-2	2.669515664e-2
3.621556996e1	3.475004830e-3	1.628932411e-2	-9.920970798e-3	1.938668100e-2
3.622550296e1	4.507999415e-3	2.925052728e-2	-1.905139804e-2	3.519760180e-2
3.623543496e1	-6.669953156e-3	2.294928447e-2	-1.366260409e-2	2.752861572e-2
3.624536796e1	-1.968359083e-3	8.348786985e-3	-4.531007409e-3	9.700861288e-3
3.625530096e1	8.341502519e-3	1.963835342e-2	-1.590735018e-2	2.661370661e-2
3.626523296e1	1.134689085e-2	1.869962863e-2	-6.476376057e-3	2.281165250e-2
3.627516596e1	1.384899551e-2	2.635850355e-2	-1.006832063e-2	3.143145664e-2
3.628509896e1	5.718361064e-3	1.286325774e-2	-1.800182283e-2	2.285232325e-2
3.629503096e1	1.802436202e-2	2.589599793e-2	-6.373465061e-4	3.155767016e-2
3.630496396e1	5.739623458e-3	2.706087293e-2	-1.635466218e-2	3.213579151e-2
3.631489696e1	-2.398625790e-3	2.870309085e-2	-1.680314362e-2	3.334616118e-2
3.632482896e1	-9.364193813e-4	2.246944277e-2	-2.159259796e-2	3.117680269e-2
3.633476196e1	-7.291008257e-4	2.788207782e-2	-8.270301819e-3	2.909191887e-2
3.634469496e1	2.420764411e-2	3.151456004e-2	-2.293921173e-2	4.588447409e-2
3.635462696e1	1.562544929e-2	4.011168467e-2	-1.844796538e-2	4.683406175e-2
3.636456021e1	-3.826312285e-3	2.510990374e-2	-3.686026275e-2	4.476412516e-2
3.637449221e1	4.347182855e-4	1.885591374e-2	-3.446582794e-2	3.928902848e-2
3.638442521e1	3.935880484e-3	3.996176298e-2	-2.323800445e-2	4.639438011e-2
3.639435821e1	-2.776970050e-3	2.601467357e-2	-3.521310210e-2	4.386840963e-2
3.640429021e1	8.578058366e-3	2.966796823e-2	-3.087154448e-2	4.366719229e-2
3.641422321e1	4.162217979e-3	6.168789673e-3	-1.066356719e-2	1.300344914e-2
3.642415621e1	5.298772520e-3	2.906910828e-2	-1.425726593e-2	3.280792096e-2
3.643408821e1	-1.011465753e-2	3.390954760e-2	-8.119443655e-3	3.630549656e-2
3.644402121e1	-5.767712934e-3	2.316453966e-2	-8.119443655e-3	2.521483245e-2
3.645395421e1	-5.331924063e-3	2.195360414e-2	-2.233987212e-2	3.177200081e-2
3.646388621e1	1.144438175e-2	4.626664203e-3	-8.119443655e-3	1.477515687e-2
3.647381921e1	7.673720227e-3	3.301562710e-2	-1.844796538e-2	3.859073777e-2
3.648375221e1	-1.377641980e-3	2.539483673e-2	-4.227536917e-3	2.578115006e-2
3.649368421e1	9.057233121e-3	8.918063678e-3	-9.167264700e-3	1.567176039e-2
3.650361721e1	1.121115094e-3	1.589532228e-2	-1.350765288e-2	2.088958725e-2
3.651355021e1	8.882596660e-3	2.303762767e-2	-1.754924834e-2	3.029206050e-2
3.652348221e1	5.414016915e-3	2.388102458e-2	-2.248956084e-2	3.324748503e-2
3.653341521e1	1.268315322e-2	1.022090555e-2	-1.081325591e-2	1.955136285e-2
3.654334821e1	3.508345951e-3	3.704680720e-2	-2.263924956e-2	4.355812250e-2
3.655328021e1	1.556826763e-2	1.427441928e-2	-2.189080596e-2	3.041935878e-2
3.656321321e1	2.755033284e-3	3.178090072e-2	-2.772925079e-2	4.226733027e-2
3.657314621e1	2.107824741e-3	1.144212395e-2	-1.051504791e-2	1.568219877e-2
3.658307821e1	1.214893012e-2	3.828387247e-2	-2.503485382e-2	4.732858861e-2
3.659301121e1	2.317954200e-3	2.084910622e-2	-2.518454254e-2	3.277681077e-2
3.660294421e1	-5.186151378e-3	1.906352644e-2	-8.269132376e-3	2.141711364e-2
3.661287621e1	-5.324930245e-3	3.448103070e-2	-2.832742095e-2	4.494150796e-2
3.662280921e1	-2.484143032e-3	3.004819713e-2	-1.665170074e-2	3.444334848e-2
3.663274121e1	2.853013547e-3	3.222789295e-2	-2.099325836e-2	3.856803944e-2
3.664267421e1	8.709094240e-3	9.541559592e-3	-2.668142974e-2	2.964436498e-2
3.665260721e1	1.031904513e-2	1.287073578e-2	-2.668201447e-2	3.136986496e-2
3.666253921e1	1.258932596e-2	2.147559883e-2	-2.114294708e-2	3.266062897e-2
3.667247221e1	-1.361259670e-2	1.213521087e-2	-1.844913483e-2	2.594102364e-2
3.668240521e1	-1.441041444e-3	9.093027902e-3	-7.521858215e-3	1.188857047e-2
3.669233721e1	5.015606256e-3	1.777288150e-2	-7.371584773e-3	1.988396049e-2
3.670227021e1	1.571285146e-2	2.067909386e-2	-7.969170213e-3	2.716663942e-2
3.671220321e1	6.592230298e-3	1.584979622e-2	-1.470516264e-2	2.260343666e-2
3.672213521e1	1.922579067e-3	1.598248234e-2	-3.350454569e-4	1.610118962e-2
3.673206821e1	1.252980085e-4	3.512342957e-2	-1.440578520e-2	3.796310909e-2
3.674200121e1	-4.323540603e-4	3.024025076e-2	-5.274188519e-3	3.069978437e-2
3.675193321e1	-1.447516379e-2	1.441414489e-2	-1.006422758e-2	2.277249693e-2
3.676186621e1	-2.058639465e-3	2.955995919e-2	-2.233870268e-2	3.710858150e-2
3.677179921e1	1.117736614e-2	3.271578827e-2	-4.226367474e-3	3.482985068e-2
3.678173121e1	1.570427022e-2	1.825863437e-2	-3.281691313e-2	4.070567060e-2
3.679166421e1	-5.070188643e-3	2.697805717e-2	-2.353621244e-2	3.615903314e-2
3.680159721e1	1.148770882e-3	2.743367861e-2	-2.263808012e-2	3.558664171e-2
3.681152921e1	1.801288800e-2	2.674314071e-2	-2.039216459e-2	3.815101684e-2
3.682146221e1	-4.713414556e-3	2.664995071e-2	-3.476228178e-2	4.405510622e-2
3.683139521e1	-1.394377066e-2	3.622415421e-2	-1.245866239e-2	4.076562715e-2
3.684132721e1	1.048051850e-2	1.367902655e-2	-3.116916776e-2	3.561564339e-2
3.685126021e1	6.346461089e-3	1.185956033e-2	-1.500337064e-2	2.015013326e-2
3.686119321e1	3.992075995e-3	2.454130313e-2	-1.515364408e-2	2.911778081e-2
3.687112521e1	-8.580698749e-3	1.283784519e-2	-1.260776639e-2	1.993475441e-2
3.688105821e1	-6.696319302e-3	1.525125147e-2	-1.799597561e-2	2.452134788e-2
3.689099021e1	-1.653407006e-3	3.112514919e-2	-1.515130520e-2	3.465646716e-2
3.690092321e1	4.345722621e-3	9.761880850e-3	-2.787484646e-2	2.985275009e-2
3.691085621e1	2.180191458e-2	8.317262270e-3	-2.697612941e-2	3.566807941e-2
3.692078821e1	6.524620154e-3	1.507023904e-2	-5.271849632e-3	1.724746855e-2
3.693072121e1	1.110518728e-3	1.726464425e-2	-1.979107082e-2	2.628664446e-2
3.694065421e1	3.285372318e-3	2.559989128e-2	-1.230663478e-2	2.859372946e-2
3.695058621e1	8.693142876e-3	7.862344324e-3	-1.664702296e-2	2.035953253e-2
3.696051921e1	-4.106547233e-3	2.630784291e-2	-1.994134426e-2	3.326595166e-2
3.697045221e1	-1.323533394e-3	3.814581879e-2	-1.649908841e-2	4.158214942e-2
3.698038421e1	-2.672806243e-3	3.089232037e-2	-4.374302030e-3	3.131475482e-2
3.699031721e1	1.135749350e-2	2.144615262e-2	-1.036185086e-2	2.638746054e-2
3.700025021e1	2.885801923e-2	2.123227700e-2	-1.230780423e-2	3.788240891e-2
3.701018221e1	9.884128771e-3	2.338398384e-2	-5.720915794e-3	2.602375029e-2
