Time_s,Bx_nT,By_nT,Bz_nT,zAut_m
36268.2,503.349281,14.1107416,189.242133,26.3
36268.3,504.01091,8.13631997,193.94498,26.3
36268.4,507.305728,7.89526632,201.640415,26.3
36268.5,509.115985,2.81072514,197.049235,26.3
36268.6,510.336463,5.57256643,193.600591,26.3
36268.7,509.502485,0.591381831,180.051949,26.3
36268.8,509.215681,7.34294455,189.59109,26.3
36268.9,502.562985,11.3658625,189.317847,26.3
36269.0,499.011743,24.50446,185.122031,26.3
36269.1,509.497574,27.6290747,184.343357,26.3
36269.2,495.518576,40.7784825,182.366196,26.3
36269.3,494.610545,71.8983986,165.664877,26.3
36269.4,484.803965,85.9565355,155.234357,26.3
36269.5,481.203136,67.7882863,162.501915,26.3
36269.6,490.393838,77.8230814,152.559526,26.3
36269.7,498.18586,73.2378291,157.975308,26.3
36269.8,495.806066,61.5250001,168.984638,26.3
36269.9,496.953314,61.7926676,156.514678,26.3
36270.0,501.266782,76.8237141,157.450098,26.3
36270.1,509.300754,90.4731526,159.072169,26.3
36270.2,509.2983,94.5114052,153.366361,26.3
36270.3,520.330225,90.8064791,157.285428,26.3
36270.4,511.988863,79.2980668,152.105821,26.3
36270.5,506.143538,55.1621201,155.421832,26.3
36270.6,499.996734,41.7821349,173.641346,26.3
36270.7,518.348302,59.6655606,147.875537,26.3
36270.8,516.244366,62.8854578,151.932429,26.3
36270.9,504.47434,69.4695302,149.347646,26.3
36271.0,497.119093,77.252306,152.305361,26.3
36271.1,490.803654,97.3661595,130.497663,26.3
36271.2,480.487909,102.523889,128.341136,26.3
36271.3,510.827711,127.991367,121.701527,26.3
36271.4,511.871085,142.790962,124.095646,26.3
36271.5,500.991979,133.968431,142.10114,26.3
36271.6,501.107663,137.097237,139.21985,26.3
36271.7,506.783875,132.90704,115.339991,26.3
36271.8,507.43228,116.371966,128.157904,26.3
36271.9,511.198725,113.746433,125.342357,26.3
36272.0,513.588197,112.744773,128.903233,26.3
36272.1,506.142097,101.126832,126.831397,26.3
36272.2,515.543618,114.857674,114.650043,26.3
36272.3,511.994241,118.969418,102.869455,26.3
36272.4,498.548212,104.372266,111.24621,26.3
36272.5,515.263766,128.995627,104.054269,26.3
36272.6,506.065968,110.677498,98.4436405,26.3
36272.7,507.366038,102.016985,122.554406,26.3
36272.8,512.597094,106.402081,132.439887,26.3
36272.9,503.795156,98.4054122,142.853697,26.3
36273.0,489.89742,65.3522673,160.692226,26.3
36273.1,501.960546,36.7657103,159.405516,26.3
36273.2,520.669711,41.1450888,152.144493,26.3
36273.3,500.910806,9.06772082,172.921781,26.3
36273.4,492.432684,-17.6574329,190.906515,26.3
36273.5,508.852748,-7.50658917,187.752426,26.3
36273.6,486.30764,-17.9800178,210.953277,26.3
36273.7,496.86988,3.51791838,184.092358,26.3
36273.8,471.999131,23.0759155,177.146598,26.3
36273.9,481.809874,20.792684,164.808089,26.3
36274.0,489.393006,29.2141687,168.167171,26.3
36274.1,480.964655,4.4562735,180.831822,26.3
36274.2,479.814294,-11.6047556,176.713567,26.3
36274.3,492.717846,-12.2583933,191.487652,26.3
36274.4,482.796047,-26.4080869,195.19106,26.3
36274.5,482.400089,-43.5215771,198.920185,26.3
36274.6,488.053836,-23.9871049,198.102377,26.3
36274.7,500.975959,-27.2759625,190.85632,26.3
36274.8,495.140178,-24.7320371,200.721113,26.3
36274.9,487.248239,-37.7855406,193.972108,26.3
36275.0,488.354703,-28.3566624,186.68656,26.3
36275.1,488.761745,-25.2347083,176.246192,26.3
36275.2,498.193572,-26.0055771,178.590143,26.3
36275.3,500.740034,-17.3240064,177.456418,26.3
36275.4,506.362706,-24.23078,176.568089,26.3
36275.5,514.043121,-0.383155765,160.501468,26.3
36275.6,514.735202,-11.2576139,149.416563,26.3
36275.7,522.168131,1.33911545,168.91209,26.3
36275.8,523.22912,8.41774977,162.045472,26.3
36275.9,524.60675,29.5604985,156.559545,26.3
36276.0,522.67318,13.6573564,156.292689,26.3
36276.1,529.714727,31.9003961,143.953979,26.3
36276.2,520.065542,20.3679841,137.041493,26.3
36276.3,528.711002,34.0423609,120.178464,26.3
36276.4,507.589146,29.647542,144.433772,26.3
36276.5,507.788187,35.4803697,130.695505,26.3
36276.6,517.06977,45.2178986,132.503959,26.3
36276.7,514.246405,60.4138472,137.08715,26.3
36276.8,515.083536,49.741573,129.984723,26.3
36276.9,526.833563,47.7545547,125.512344,26.3
36277.0,532.540649,51.7643051,110.526556,26.3
36277.1,521.33515,49.6697986,116.855591,26.3
36277.2,512.077551,53.235546,123.783555,26.3
36277.3,506.111274,66.1404847,124.264903,26.3
36277.4,496.94356,71.0658405,109.037284,26.3
36277.5,485.915538,59.0731489,122.248721,26.3
36277.6,481.798676,59.7577985,129.552726,26.3
36277.7,489.341244,50.1351975,125.766891,26.3
36277.8,500.675179,34.9401539,136.928711,26.3
36277.9,507.43649,27.4975428,131.825709,26.3
36278.0,505.624272,42.102581,117.444955,26.3
36278.1,494.297187,42.2358299,121.734005,26.3
36278.2,502.499166,57.5675902,121.69346,26.3
36278.3,503.991243,47.686812,124.800952,26.3
36278.4,493.162454,25.691963,144.288095,26.3
36278.5,495.561092,16.7968184,147.201819,26.3
36278.6,491.627373,16.1983302,141.289718,26.3
36278.7,501.184865,16.9067456,141.924095,26.3
36278.8,511.368988,48.7480053,122.441627,26.3
36278.9,522.597682,66.5238837,117.850688,26.3
36279.0,514.579291,67.2472708,122.688017,26.3
36279.1,510.783728,54.0886673,125.426603,26.3
36279.2,508.187427,52.1418936,111.382637,26.3
36279.3,518.955895,63.279187,114.178717,26.3
36279.4,508.166828,52.4245591,120.699653,26.3
36279.5,496.3844,31.3507344,130.599831,26.3
36279.6,487.449097,6.85429462,139.832823,26.3
36279.7,497.24627,0.451524476,142.603686,26.3
36279.8,510.324619,-7.59675907,136.169304,26.3
36279.9,517.892104,1.23606168,132.015977,26.3
36280.0,519.796027,29.2748263,114.918916,26.3
36280.1,509.746828,41.5287243,108.599885,26.3
36280.2,511.322013,26.7640653,121.250396,26.3
36280.3,505.361614,18.923498,134.405296,26.3
36280.4,504.564541,18.3251386,120.02695,26.3
36280.5,514.774651,5.85497118,130.289802,26.3
36280.6,512.401305,-13.8662917,142.486728,26.3
36280.7,507.823809,8.99265418,122.423002,26.3
36280.8,508.625917,-9.1245233,129.717891,26.3
36280.9,515.581523,-27.600362,143.430998,26.3
36281.0,511.042033,-29.314416,142.418182,26.3
36281.1,515.217136,-39.5417254,147.208172,26.3
36281.2,521.548476,-12.5767595,137.280695,26.3
36281.3,517.866184,11.0982269,122.311769,26.3
36281.4,514.384627,22.344651,131.181073,26.3
36281.5,517.085278,9.58470061,138.818216,26.3
36281.6,518.537397,6.1106172,132.576353,26.3
36281.7,522.083828,16.4878578,131.157592,26.3
36281.8,519.532469,36.0459283,129.809106,26.3
36281.9,520.334671,31.1549418,122.775452,26.3
36282.0,524.530564,32.3003878,128.066652,26.3
36282.1,519.006788,48.1475101,126.629734,26.3
36282.2,514.698581,65.4864275,116.028913,26.3
36282.3,519.560674,53.8946989,125.066788,26.3
36282.4,516.043671,43.2371921,129.858985,26.3
36282.5,509.375356,37.4628218,124.282764,26.3
36282.6,510.615777,50.6026696,125.111817,26.3
36282.7,511.697846,29.7807337,132.781054,26.3
36282.8,508.009058,27.8376416,131.699354,26.3
36282.9,504.564531,8.96938969,145.353863,26.3
36283.0,502.090657,1.23447449,156.537969,26.3
36283.1,505.740106,3.27828989,162.567187,26.3
36283.2,504.778861,3.69192418,166.392301,26.3
36283.3,512.853468,26.5682162,148.45662,26.3
36283.4,510.894719,58.5776122,119.932455,26.3
36283.5,503.793116,48.7525653,128.302817,26.3
36283.6,519.19861,56.2210496,124.841467,26.3
36283.7,520.047264,62.0927108,118.633864,26.3
36283.8,527.751315,44.5390572,125.40262,26.3
36283.9,536.623117,38.9313295,122.936759,26.3
36284.0,522.904916,32.2230798,137.309576,26.3
36284.1,532.126254,52.9955551,116.196365,26.3
36284.2,528.449455,84.1565142,100.936312,26.3
36284.3,523.378785,98.2732604,91.4391927,26.3
36284.4,526.871453,108.339181,85.0918622,26.3
36284.5,518.678289,112.052899,83.5034308,26.3
36284.6,519.857028,108.951847,76.7513722,26.3
36284.7,522.646016,87.1542795,83.2650087,26.3
36284.8,519.030393,90.023144,85.3598054,26.3
36284.9,512.581551,81.2082584,84.4614929,26.3
36285.0,515.146849,80.3370255,74.7297014,26.3
36285.1,502.553863,73.6882421,88.1271311,26.3
36285.2,500.593194,74.3479839,81.8436782,26.3
36285.3,492.438131,75.3792829,89.5571661,26.3
36285.4,501.628043,61.4754688,93.8133233,26.3
36285.5,512.015622,54.2670606,88.5070598,26.3
36285.6,508.035274,55.8201064,86.8705202,26.3
36285.7,508.453831,78.7322744,73.6148153,26.3
36285.8,499.048785,91.925469,60.5874289,26.3
36285.9,501.1193,83.228035,69.5663203,26.3
36286.0,504.211958,66.4807587,87.964309,26.3
36286.1,507.453412,83.0107232,78.5611008,26.3
36286.2,503.85426,99.7790267,81.1015358,26.3
36286.3,501.15855,108.101207,82.1125116,26.3
36286.4,492.189096,102.163752,66.1161258,26.3
36286.5,491.732023,95.7682684,70.109739,26.3
36286.6,502.742177,89.6157466,73.2585196,26.3
36286.7,499.722854,72.0470894,82.4739949,26.3
36286.8,505.962746,78.7019359,86.424295,26.3
36286.9,509.644858,73.1411287,87.1117509,26.3
36287.0,511.974639,90.8578187,63.9912484,26.3
36287.1,505.297682,78.2089783,68.9224433,26.3
36287.2,500.698878,70.2832296,75.1916443,26.3
36287.3,502.869881,82.2192547,69.4240113,26.3
36287.4,504.295112,80.0210539,72.2997325,26.3
36287.5,514.228384,76.5677189,71.3584131,26.3
36287.6,510.975727,90.47802,76.0364035,26.3
36287.7,512.290003,106.207792,74.2649122,26.3
36287.8,507.217889,98.4752056,86.0142333,26.3
36287.9,497.521875,102.386098,83.5740423,26.3
36288.0,493.240007,118.260716,73.6565616,26.3
36288.1,494.422998,116.116731,66.270763,26.3
36288.2,491.367586,115.689203,68.3880344,26.3
36288.3,503.201027,104.130035,69.4144311,26.3
36288.4,511.600767,119.628309,58.8571231,26.3
36288.5,521.015641,119.335335,61.7902516,26.3
36288.6,505.533224,86.1771311,73.580989,26.3
36288.7,501.443459,63.1375903,93.7175955,26.3
36288.8,501.161572,64.0729314,95.8132413,26.3
36288.9,509.47214,64.5890673,103.591217,26.3
36289.0,499.646956,55.2350201,120.843759,26.3
36289.1,507.666953,59.1852235,108.639912,26.3
36289.2,506.470591,62.249037,104.71631,26.3
36289.3,498.899899,87.4410992,109.00096,26.3
36289.4,505.195239,112.409196,93.1491547,26.3
36289.5,508.359389,124.509402,93.8780162,26.3
36289.6,510.451571,99.1498106,99.9966996,26.3
36289.7,506.418567,95.4016598,97.7949695,26.3
36289.8,497.441993,93.7351606,111.435042,26.3
36289.9,500.272135,80.1923003,120.031421,26.3
36290.0,513.575337,71.9685688,102.886269,26.3
36290.1,503.521897,56.8345356,114.04183,26.3
36290.2,503.702602,58.5974112,108.306305,26.3
36290.3,494.204085,46.6092548,105.907419,26.3
36290.4,501.608143,37.1297839,119.547538,26.3
36290.5,502.650107,34.0813428,127.318479,26.3
36290.6,496.101986,31.7414921,122.16501,26.3
36290.7,503.835661,17.8202435,121.065007,26.3
36290.8,510.129801,12.242769,116.221221,26.3
36290.9,511.46466,8.07372608,117.858903,26.3
36291.0,500.699932,1.69963315,132.286678,26.3
36291.1,501.976536,-5.31321314,130.805729,26.3
36291.2,502.22097,-9.60496309,127.526343,26.3
36291.3,507.879295,5.29000266,137.591312,26.3
36291.4,504.804847,10.0551054,137.455616,26.3
36291.5,508.651847,41.1437432,119.267797,26.3
36291.6,511.805338,84.0586746,103.830678,26.3
36291.7,480.394701,105.997328,104.97755,26.3
36291.8,487.337479,97.1545281,101.832712,26.3
36291.9,497.11694,74.1545423,118.510504,26.3
36292.0,497.507139,70.2818053,116.533542,26.3
36292.1,508.136232,74.2557993,97.3780479,26.3
36292.2,505.615752,74.4134076,99.123907,26.3
36292.3,491.288082,72.3484123,103.044421,26.3
36292.4,477.064276,79.8287674,94.3250802,26.3
36292.5,478.934403,74.8044309,90.6569072,26.3
36292.6,481.612132,69.8528318,89.1449011,26.3
36292.7,485.582868,59.2435109,84.2494774,26.3
36292.8,494.569627,51.6295289,83.6298852,26.3
36292.9,489.669812,44.7568135,82.5336985,26.3
36293.0,488.856549,60.262693,69.2863043,26.3
36293.1,491.081402,61.9278205,67.6985299,26.3
36293.2,490.435276,64.6796106,65.0144439,26.3
36293.3,474.517291,74.15691,58.3429522,26.3
36293.4,471.044508,65.8799205,62.7409508,26.3
36293.5,470.557084,47.7108907,71.4121283,26.3
36293.6,471.53306,42.018357,57.2617144,26.3
36293.7,476.729099,29.4910748,66.0454047,26.3
36293.8,479.455998,5.69397794,82.5005494,26.3
36293.9,476.884614,-2.19827597,78.1423321,26.3
36294.0,480.318706,-37.5962507,84.0199245,26.3
36294.1,485.185889,-54.1599347,81.7305059,26.3
36294.2,477.861605,-50.3308077,72.8894782,26.3
36294.3,475.358602,-63.4086493,87.882928,26.3
36294.4,471.629974,-64.0696406,103.833481,26.3
36294.5,472.598457,-48.8844924,95.8730268,26.3
36294.6,489.161645,-54.3564983,96.1322911,26.3
36294.7,492.537472,-52.8763029,104.750582,26.3
36294.8,490.78642,-51.6863416,104.300342,26.3
36294.9,496.241701,-41.4205697,103.887182,26.3
36295.0,495.316884,-47.5199403,116.246598,26.3
36295.1,489.38351,-48.8726391,118.212034,26.3
36295.2,492.064467,-46.4664806,124.115377,26.3
36295.3,492.156779,-33.921478,123.596712,26.3
36295.4,482.682878,-42.3419643,122.644801,26.3
36295.5,491.998199,-45.2877403,120.071562,26.3
36295.6,494.581027,-40.1484793,118.117901,26.3
36295.7,488.285127,-26.0607763,106.50056,26.3
36295.8,494.995464,-7.08320538,92.8425462,26.3
36295.9,498.112244,3.45590587,89.0930199,26.3
36296.0,495.620125,4.85550765,90.9086692,26.3
36296.1,491.514935,4.92359115,95.6954514,26.3
36296.2,491.4658,-8.46659943,97.9893618,26.3
36296.3,489.493205,-17.1325764,90.9411194,26.3
36296.4,492.064818,-0.89576938,92.2468034,26.3
36296.5,495.684031,4.77453369,89.2338472,26.3
36296.6,484.713418,15.7504009,90.0759854,26.3
36296.7,479.301334,-11.2386266,101.410715,26.3
36296.8,476.30854,-36.6785198,117.061987,26.3
36296.9,476.566758,-45.9655908,112.966206,26.3
36297.0,480.544867,-63.803216,123.891749,26.3
36297.1,480.743488,-76.6873417,130.478254,26.3
36297.2,483.874216,-85.0592853,131.792551,26.3
36297.3,481.724627,-109.215434,150.960881,26.3
36297.4,485.104873,-147.115148,163.004989,26.3
36297.5,484.22223,-175.181533,173.673198,26.3
36297.6,495.50128,-178.554538,176.721074,26.3
36297.7,495.696153,-181.764252,181.637068,26.3
36297.8,488.874875,-164.478758,177.175896,26.3
36297.9,487.945376,-155.869189,177.947536,26.3
36298.0,485.978156,-177.012548,185.757113,26.3
36298.1,484.63338,-186.372433,182.455758,26.3
36298.2,484.62775,-206.49046,202.947271,26.3
36298.3,492.200109,-180.211779,199.924488,26.3
36298.4,496.553475,-165.422585,187.644122,26.3
36298.5,499.663783,-149.551984,180.710495,26.3
36298.6,499.598336,-132.084964,180.422481,26.3
36298.7,503.983481,-115.416649,166.078155,26.3
36298.8,515.24391,-111.241712,170.682001,26.3
36298.9,523.313616,-93.2030364,159.218418,26.3
36299.0,516.000012,-75.1563184,151.196026,26.3
36299.1,517.578198,-69.0669236,149.748502,26.3
36299.2,516.092504,-73.4442973,151.157413,26.3
36299.3,514.218366,-61.4089786,140.217908,26.3
36299.4,504.28994,-23.3135041,134.302907,26.3
36299.5,504.181143,10.4788862,124.150864,26.3
36299.6,494.215116,43.7963343,111.157123,26.3
36299.7,499.313716,51.9869112,101.804023,26.3
36299.8,502.088188,44.9134139,106.562506,26.3
36299.9,493.166234,28.4430687,108.311219,26.3
36300.0,496.843624,30.6533598,107.467128,26.3
36300.1,498.64871,33.667252,107.793192,26.3
36300.2,498.927897,31.2868336,105.193178,26.3
36300.3,496.434789,18.1127586,107.295386,26.3
36300.4,503.564369,5.58292569,112.856358,26.3
36300.5,499.379442,1.52213451,105.855052,26.3
36300.6,506.91552,11.0660679,111.767338,26.3
36300.7,511.897202,23.2931977,110.178106,26.3
36300.8,506.458278,38.2348837,102.113122,26.3
36300.9,503.522099,48.4273234,102.151237,26.3
36301.0,499.945316,47.4807006,106.322544,26.3
36301.1,498.318674,34.0434776,115.22172,26.3
36301.2,489.547242,16.0076627,123.862307,26.3
36301.3,504.466582,14.5624903,118.814301,26.3
36301.4,514.05333,18.8987145,121.293144,26.3
36301.5,510.067439,6.93590527,128.626532,26.3
36301.6,505.993957,1.50842486,122.716861,26.3
36301.7,501.645046,7.39369067,124.562234,26.3
36301.8,497.251139,9.19137093,124.761792,26.3
36301.9,505.505381,19.1134432,124.810068,26.3
36302.0,512.239015,45.259468,110.189815,26.3
36302.1,514.381957,48.7943308,99.0753501,26.3
36302.2,527.185917,58.0972115,112.921012,26.3
36302.3,510.514835,61.4372232,107.487825,26.3
36302.4,512.816788,84.3101658,98.4803985,26.3
36302.5,513.58757,101.269285,86.0874628,26.3
36302.6,518.127572,114.643699,79.5574396,26.3
36302.7,516.461788,113.262843,72.7893256,26.3
36302.8,504.851457,115.342677,76.879375,26.3
36302.9,492.991675,92.0012036,83.3365736,26.3
36303.0,493.559415,69.1807666,96.7208259,26.3
36303.1,509.665885,48.8589081,108.12706,26.3
36303.2,513.856862,33.5248536,113.213427,26.3
36303.3,507.855657,40.0359902,105.45078,26.3
36303.4,512.314115,58.0110505,104.164894,26.3
36303.5,501.045715,80.4512229,99.6957083,26.3
36303.6,509.648096,102.84483,81.2312019,26.3
36303.7,517.308549,114.144942,66.4505416,26.3
36303.8,492.90684,129.663759,66.7317965,26.3
36303.9,504.198103,116.413928,71.0277553,26.3
36304.0,495.363461,98.6027108,67.9893119,26.3
36304.1,485.155585,66.2413228,85.5760461,26.3
36304.2,489.39842,63.5009576,88.2688452,26.3
36304.3,495.947839,57.2058592,100.042827,26.3
36304.4,487.602874,65.5742251,91.665724,26.3
36304.5,500.597161,93.8106869,82.1258394,26.3
36304.6,508.374744,92.8694338,82.6003441,26.3
36304.7,513.0287,65.5110243,91.6053286,26.3
36304.8,495.258311,11.9725115,111.264916,26.3
36304.9,504.747444,32.9753023,117.641068,26.3
36305.0,495.717996,60.6522252,101.845513,26.3
36305.1,499.794527,52.3375089,102.42289,26.3
36305.2,506.698386,64.2082086,108.132967,26.3
36305.3,505.457155,79.7326169,96.7586993,26.3
36305.4,503.410819,78.2685559,98.1155787,26.3
36305.5,500.09736,80.0762203,106.959124,26.3
36305.6,485.271197,100.011595,95.6195173,26.3
36305.7,488.113229,106.690456,82.0909552,26.3
36305.8,488.45431,94.9147701,89.538731,26.3
36305.9,483.305391,99.239444,86.2327126,26.3
36306.0,490.356808,120.829972,74.0018209,26.3
36306.1,484.563586,135.419074,83.4853885,26.3
36306.2,480.964126,105.90949,83.7715062,26.3
36306.3,490.745937,64.7692525,104.608177,26.3
36306.4,492.729233,26.4117,120.316495,26.3
36306.5,489.435579,24.5452559,124.646871,26.3
36306.6,479.977176,7.0273704,135.84548,26.3
36306.7,481.04099,3.91754878,138.239315,26.3
36306.8,477.88553,3.27515365,138.753113,26.3
36306.9,487.841614,17.2342683,133.393503,26.3
36307.0,488.12089,27.7378733,133.564595,26.3
36307.1,487.581149,18.6729166,126.390677,26.3
36307.2,487.8566,27.2268163,123.791352,26.3
36307.3,481.287973,22.3384663,142.072113,26.3
36307.4,495.825261,39.1724147,126.735204,26.3
36307.5,507.292031,61.271309,118.299689,26.3
36307.6,516.648674,111.914903,84.8411724,26.3
36307.7,528.183491,129.437199,69.5424527,26.3
36307.8,518.500317,132.210094,70.8353063,26.3
36307.9,502.316561,104.608643,84.7703867,26.3
36308.0,500.627766,66.3504564,92.4924712,26.3
36308.1,510.194198,68.3117534,95.987707,26.3
36308.2,496.013311,47.9403901,109.723219,26.3
36308.3,485.499855,25.470581,114.88078,26.3
36308.4,500.141059,0.329021774,121.98791,26.3
36308.5,490.688685,-27.02024,149.191341,26.3
36308.6,485.733527,-24.4969873,151.099039,26.3
36308.7,491.817893,-13.3953732,150.242081,26.3
36308.8,503.609695,0.759436032,143.910167,26.3
36308.9,496.939594,15.9368774,122.918645,26.3
36309.0,493.72207,28.8139957,114.193468,26.3
36309.1,486.574854,6.9417124,120.841048,26.3
36309.2,484.105849,-4.05858041,122.936978,26.3
36309.3,478.493145,-21.182948,130.236977,26.3
36309.4,482.988901,-31.8496145,149.729421,26.3
36309.5,490.829451,-10.2331306,135.696009,26.3
36309.6,502.217477,-9.88431417,119.821484,26.3
36309.7,498.560944,-29.7885798,138.29817,26.3
36309.8,495.380156,-22.0840508,143.481986,26.3
36309.9,493.033781,-16.9831516,147.042366,26.3
36310.0,486.788381,-8.90634074,150.500602,26.3
36310.1,488.453765,-1.220271,137.946891,26.3
36310.2,489.623782,1.28405908,133.716021,26.3
36310.3,501.039004,-4.87588105,133.018183,26.3
36310.4,493.043107,-15.8565357,143.390432,26.3
36310.5,494.082557,-17.3812776,148.736736,26.3
36310.6,491.142662,-28.241037,156.143691,26.3
36310.7,497.291981,-18.6951055,146.727277,26.3
36310.8,500.609138,-38.7410198,150.975591,26.3
36310.9,492.813055,-25.5190305,170.966841,26.3
36311.0,488.218038,-21.4817443,173.988401,26.3
36311.1,497.686531,-23.2320281,174.589832,26.3
36311.2,504.842506,-14.4811568,171.942493,26.3
36311.3,499.519837,-13.1509461,163.801794,26.3
36311.4,504.272235,-12.7233348,165.204559,26.3
36311.5,512.74925,-22.926367,165.908161,26.3
36311.6,499.444073,-38.085913,176.278436,26.3
36311.7,488.838161,-30.0947871,177.668981,26.3
36311.8,489.566336,-20.8231289,175.781749,26.3
36311.9,485.828595,-3.98489114,173.15923,26.3
36312.0,495.12194,16.8322269,158.185484,26.3
36312.1,501.471124,30.6105648,153.784126,26.3
36312.2,494.418309,25.8045338,153.3704,26.3
36312.3,496.394758,4.53531912,160.373,26.3
36312.4,499.72892,-15.2139173,170.32792,26.3
36312.5,500.619613,-30.3037205,168.74104,26.3
36312.6,497.778296,-44.195433,175.187655,26.3
36312.7,494.184458,-49.7871293,186.51349,26.3
36312.8,492.212877,-34.4750482,166.90097,26.3
36312.9,499.266421,-1.84161333,148.125555,26.3
36313.0,506.769541,13.0964487,145.366768,26.3
36313.1,496.713951,2.61515865,141.967526,26.3
36313.2,497.242436,-17.7762786,153.144944,26.3
36313.3,491.362267,-19.9944557,158.063863,26.3
36313.4,485.155779,-15.1546505,142.549131,26.3
36313.5,478.451372,-27.0762749,142.751397,26.3
36313.6,489.207031,-41.0642419,148.834268,26.3
36313.7,486.766823,-44.3802509,156.12545,26.3
36313.8,494.357749,-32.3068118,151.998356,26.3
36313.9,497.26234,-26.3439148,158.572767,26.3
36314.0,499.701695,-15.7250353,137.033999,26.3
36314.1,496.123749,-4.33704036,135.032055,26.3
36314.2,494.817779,-21.8142972,131.089424,26.3
36314.3,492.50625,-31.4207997,133.032068,26.3
36314.4,492.137003,-34.3327047,137.370003,26.3
36314.5,493.622846,-26.554881,144.003974,26.3
36314.6,495.856137,-6.45027419,135.75793,26.3
36314.7,498.157088,0.95328978,134.670587,26.3
36314.8,500.081672,-1.4984902,136.29006,26.3
36314.9,496.013551,-1.77892237,130.566101,26.3
36315.0,492.973695,-12.8553402,130.99957,26.3
36315.1,495.895127,-11.4093764,125.297312,26.3
36315.2,498.418458,-7.8982935,120.287576,26.3
36315.3,496.657373,-1.74753932,128.430912,26.3
36315.4,486.006022,-31.3228841,145.215588,26.3
36315.5,488.226225,-38.484734,136.326863,26.3
36315.6,487.058759,-13.6733993,128.289768,26.3
36315.7,492.943358,-15.7848336,133.152994,26.3
36315.8,501.060827,-11.0217577,126.722033,26.3
36315.9,493.419644,-4.73380013,138.425617,26.3
36316.0,494.355847,1.80430393,134.766528,26.3
36316.1,492.223164,18.9173839,129.093412,26.3
36316.2,500.032588,27.8284939,123.439082,26.3
36316.3,499.568623,18.4027413,133.786572,26.3
36316.4,488.805961,17.4440046,130.670419,26.3
36316.5,493.960764,39.7657749,117.417797,26.3
36316.6,497.544135,53.4067777,116.056392,26.3
36316.7,487.609776,63.133153,112.977031,26.3
36316.8,480.264118,55.1314145,116.375111,26.3
36316.9,487.615799,60.5265976,116.244415,26.3
36317.0,484.111654,80.3844061,101.513534,26.3
36317.1,491.106923,106.871713,96.2140183,26.3
36317.2,483.014933,80.5858197,113.075017,26.3
36317.3,490.377158,50.6935155,122.698981,26.3
36317.4,490.604369,29.8792131,133.489791,26.3
36317.5,498.150354,41.6351018,140.34753,26.3
36317.6,506.247705,43.6493968,120.455692,26.3
36317.7,500.230176,35.982683,127.138881,26.3
36317.8,499.182037,38.8206066,123.453162,26.3
36317.9,494.981146,35.448737,136.250882,26.3
36318.0,490.595874,38.5297874,132.789793,26.3
36318.1,490.756828,61.4503607,131.695271,26.3
36318.2,507.457293,88.6042508,126.341731,26.3
36318.3,498.899006,96.2217436,132.038191,26.3
36318.4,499.28374,93.8251896,138.245838,26.3
36318.5,505.1052,97.974424,130.442188,26.3
36318.6,509.614791,98.3502795,131.486102,26.3
36318.7,519.220872,107.61443,128.910664,26.3
36318.8,514.945519,116.483415,122.23308,26.3
36318.9,512.910758,125.900954,128.081654,26.3
36319.0,518.003609,124.931835,129.264245,26.3
36319.1,505.596424,135.970854,127.349194,26.3
36319.2,500.266469,145.64474,116.961782,26.3
36319.3,501.21964,146.799449,115.493056,26.3
36319.4,496.916764,158.852227,104.797339,26.3
36319.5,495.84279,156.88572,103.282387,26.3
36319.6,507.242844,166.152303,93.5113726,26.3
36319.7,507.91026,181.325953,87.0805193,26.3
36319.8,506.181199,185.779467,90.3129595,26.3
36319.9,509.430009,192.464244,96.4133577,26.3
36320.0,503.319683,194.064263,91.0213211,26.3
36320.1,502.90168,192.885983,87.2502532,26.3
36320.2,501.342656,195.791424,75.6694228,26.3
36320.3,509.341605,197.719358,62.9424584,26.3
36320.4,503.715387,193.510365,66.2488767,26.3
36320.5,502.029099,187.920026,76.2618182,26.3
36320.6,504.479927,191.158011,73.4042457,26.3
36320.7,503.686033,202.862164,71.9130485,26.3
36320.8,503.107376,206.949019,76.8502176,26.3
36320.9,507.835311,219.018358,74.1408536,26.3
36321.0,512.480486,221.243147,73.1710375,26.3
36321.1,522.940758,217.993894,71.2123331,26.3
36321.2,516.664264,217.247079,63.6978057,26.3
36321.3,513.589026,223.793224,65.411183,26.3
36321.4,519.232923,212.349344,74.4167856,26.3
36321.5,522.180179,220.270592,69.0718862,26.3
36321.6,520.307428,236.97683,55.2124175,26.3
36321.7,512.403566,243.603906,55.5290786,26.3
36321.8,507.724416,244.21845,57.0970328,26.3
36321.9,503.860715,242.804866,57.4466945,26.3
36322.0,514.549072,245.303383,61.805685,26.3
36322.1,501.256644,238.885209,51.945785,26.3
36322.2,504.804339,241.604754,57.4834455,26.3
36322.3,503.651568,235.624525,60.6325304,26.3
36322.4,503.188049,235.172607,57.1440156,26.3
36322.5,505.825775,232.538554,59.7153928,26.3
36322.6,504.023585,217.288055,65.1099233,26.3
36322.7,513.956908,231.182099,54.6535481,26.3
36322.8,511.116821,234.390888,53.4874999,26.3
36322.9,513.02563,234.965348,59.0858188,26.3
36323.0,513.547163,232.056747,51.2180609,26.3
36323.1,522.789671,218.489643,59.6843821,26.3
36323.2,523.126551,196.309038,69.0798672,26.3
36323.3,519.177352,190.833381,73.8116934,26.3
36323.4,518.899631,221.942788,61.2887377,26.3
