Time_s,Bx_nT,By_nT,Bz_nT,zAut_m,zTrue_m
675.1,388.51418,-316.462221,183.367579,22.6,22.6
675.2,391.062453,-311.05673,184.56325,22.6,22.6
675.3,387.516786,-280.820639,170.045701,22.6,22.6
675.4,384.492522,-293.51962,171.658105,22.6,22.6
675.5,374.449114,-280.110563,160.445302,22.6,22.6
675.6,375.846261,-271.870982,145.189683,22.6,22.6
675.7,382.889292,-268.89004,143.123782,22.6,22.6
675.8,378.48357,-254.283948,134.772295,22.6,22.6
675.9,371.887937,-265.138307,133.236709,22.6,22.6
676.0,366.243057,-272.303518,144.180114,22.6,22.6
676.1,363.831615,-268.625917,128.953185,22.6,22.6
676.2,358.513167,-253.684601,115.028947,22.6,22.6
676.3,366.124994,-277.958037,130.876267,22.6,22.6
676.4,358.086811,-289.556968,142.852908,22.6,22.6
676.5,378.498054,-284.988092,127.25442,22.6,22.6
676.6,382.634833,-280.216609,127.930128,22.6,22.6
676.7,393.293025,-255.340122,110.756939,22.6,22.6
676.8,398.672967,-237.872098,102.201526,22.6,22.6
676.9,401.867718,-247.765306,117.493546,22.6,22.6
677.0,416.282068,-212.550027,120.723243,22.6,22.6
677.1,407.267562,-166.097018,109.493439,22.6,22.6
677.2,397.851016,-146.398419,119.531834,22.6,22.6
677.3,405.183734,-128.243722,105.919516,22.6,22.6
677.4,403.844721,-117.749355,99.0492346,22.6,22.6
677.5,400.353442,-104.46625,110.294033,22.6,22.6
677.6,398.8111,-94.8852282,106.834895,22.6,22.6
677.7,395.500381,-100.433662,99.2978117,22.6,22.6
677.8,397.858872,-99.9124747,94.9938297,22.6,22.6
677.9,404.655834,-54.7575559,78.7902278,22.6,22.6
678.0,396.264839,-53.4469089,64.5939033,22.6,22.6
678.1,411.09675,-70.2353981,75.1302153,22.6,22.6
678.2,408.636335,-92.7629986,88.9251227,22.6,22.6
678.3,402.812501,-112.810362,104.325675,22.6,22.6
678.4,422.512849,-140.386395,113.636056,22.6,22.6
678.5,409.441449,-138.177981,114.462353,22.6,22.6
678.6,401.775527,-142.3371,111.050948,22.6,22.6
678.7,402.777185,-124.833779,102.576415,22.6,22.6
678.8,402.032031,-79.3876232,88.1948931,22.6,22.6
678.9,396.816132,-54.8935984,79.669105,22.6,22.6
679.0,414.429419,-40.0225055,64.950395,22.6,22.6
679.1,411.613727,-66.8033951,73.3248085,22.6,22.6
679.2,412.238326,-80.18685,80.4501137,22.6,22.6
679.3,418.803392,-114.636731,90.4266692,22.6,22.6
679.4,406.111482,-135.4161,106.325226,22.6,22.6
679.5,400.236017,-156.962624,115.607626,22.6,22.6
679.6,396.163348,-163.513654,115.474202,22.6,22.6
679.7,403.573071,-147.021696,112.013671,22.6,22.6
679.8,417.124633,-135.01501,102.72275,22.6,22.6
679.9,420.330678,-137.022862,97.0785466,22.6,22.6
680.0,417.710092,-85.4004876,69.9968055,22.6,22.6
680.1,417.983077,-67.3316726,58.5153561,22.6,22.6
680.2,413.372326,-57.6123497,65.0092743,22.6,22.6
680.3,407.502654,-73.9578707,73.7703726,22.6,22.6
680.4,411.766195,-93.428261,69.6247886,22.6,22.6
680.5,419.466717,-88.2324147,81.1141506,22.6,22.6
680.6,410.721429,-87.228323,74.7208974,22.6,22.6
680.7,400.59593,-80.8670106,69.7474594,22.6,22.6
680.8,400.796753,-76.9703249,71.5718609,22.6,22.6
680.9,406.170267,-70.7354792,65.172595,22.6,22.6
681.0,386.111267,-85.5594345,77.5707616,22.6,22.6
681.1,382.569244,-109.62269,92.3033332,22.6,22.6
681.2,389.129279,-128.55247,92.8505471,22.6,22.6
681.3,398.64405,-121.360827,91.0456104,22.6,22.6
681.4,400.175947,-108.560951,88.7009846,22.6,22.6
681.5,406.007988,-97.3707688,81.2389455,22.6,22.6
681.6,390.74397,-89.2911162,70.6658395,22.6,22.6
681.7,386.522109,-95.4711445,84.5123022,22.6,22.6
681.8,384.448438,-98.5899272,78.0518424,22.6,22.6
681.9,387.135825,-79.5237184,58.8891042,22.6,22.6
682.0,386.621221,-88.8345682,68.8519521,22.6,22.6
682.1,386.215901,-104.109689,77.1897158,22.6,22.6
682.2,389.709227,-104.182693,80.2856613,22.6,22.6
682.3,381.999979,-114.609148,90.7279776,22.6,22.6
682.4,381.893888,-109.394762,95.9506965,22.6,22.6
682.5,380.049731,-118.998859,87.0044901,22.6,22.6
682.6,384.154115,-130.036201,96.9820001,22.6,22.6
682.7,379.823443,-113.325997,97.181054,22.6,22.6
682.8,379.422077,-117.741747,91.0222484,22.6,22.6
682.9,371.990333,-118.303466,90.7198131,22.6,22.6
683.0,368.577895,-109.419438,93.7900783,22.6,22.6
683.1,363.556195,-104.097624,91.2703117,22.6,22.6
683.2,378.272536,-86.102343,87.9574166,22.6,22.6
683.3,382.710259,-71.1464273,98.7614348,22.6,22.6
683.4,378.968739,-72.2532321,89.2414639,22.6,22.6
683.5,386.216817,-71.6149598,86.4113043,22.6,22.6
683.6,375.265961,-73.8504142,83.6819059,22.6,22.6
683.7,361.94712,-88.9787092,85.6210159,22.6,22.6
683.8,371.630082,-94.7705807,84.2739854,22.6,22.6
683.9,370.484982,-102.360837,93.5404474,22.6,22.6
684.0,372.945942,-98.8134217,83.5547064,22.6,22.6
684.1,367.290984,-116.576772,108.985546,22.6,22.6
684.2,359.826804,-120.811243,110.051415,22.6,22.6
684.3,365.497459,-131.03036,105.850181,22.6,22.6
684.4,371.142462,-129.039423,116.729651,22.6,22.6
684.5,370.269787,-115.704385,107.036947,22.6,22.6
684.6,373.344501,-109.675313,94.7135318,22.6,22.6
684.7,373.484376,-92.5961225,99.6291777,22.6,22.6
684.8,371.504311,-82.1045462,84.4075584,22.6,22.6
684.9,370.257196,-62.5890179,76.0737123,22.6,22.6
685.0,376.681048,-58.0969842,69.0417098,22.6,22.6
685.1,373.105106,-66.8525187,69.2625498,22.6,22.6
685.2,366.590089,-86.5111882,68.7119936,22.6,22.6
685.3,363.526797,-112.338515,73.7772049,22.6,22.6
685.4,363.532333,-136.023281,89.684419,22.6,22.6
685.5,363.777088,-155.995711,83.3808749,22.6,22.6
685.6,354.683856,-163.847163,89.1996667,22.6,22.6
685.7,345.712754,-142.796132,86.0957365,22.6,22.6
685.8,331.69732,-118.223081,77.1794255,22.6,22.6
685.9,333.087258,-101.159694,62.6343729,22.6,22.6
686.0,322.141814,-89.4408982,50.6788924,22.6,22.6
686.1,328.443727,-80.4165506,41.1364538,22.6,22.6
686.2,335.954952,-30.1107533,26.1549318,22.6,22.6
686.3,334.076705,-27.1654657,4.53701541,22.6,22.6
686.4,323.081595,-29.941943,7.56850771,22.6,22.6
686.5,312.476805,-107.637091,28.5977536,22.6,22.6
686.6,321.640471,-129.813958,20.726972,22.6,22.6
686.7,313.758418,-165.583717,36.8141635,22.6,22.6
686.8,322.985657,-195.116664,46.6777224,22.6,22.6
686.9,333.585173,-213.698665,54.7222892,22.6,22.6
687.0,332.727217,-202.659548,52.4499351,22.6,22.6
687.1,337.184819,-203.365825,58.8899138,22.6,22.6
687.2,337.522462,-192.245233,55.5259146,22.6,22.6
687.3,342.778466,-176.168357,47.1115815,22.6,22.6
687.4,335.459812,-179.686173,56.4143198,22.6,22.6
687.5,336.643842,-191.468773,60.4869784,22.6,22.6
687.6,336.877437,-213.50705,72.6896667,22.6,22.6
687.7,353.256426,-217.108974,84.4532846,22.6,22.6
687.8,354.587582,-202.10612,75.0520788,22.6,22.6
687.9,362.424269,-172.69598,64.7491298,22.6,22.6
688.0,364.615441,-181.023272,67.3477676,22.6,22.6
688.1,360.663768,-178.926321,70.7585835,22.6,22.6
688.2,368.274717,-180.8364,70.455598,22.6,22.6
688.3,369.916432,-151.712444,65.2205303,22.6,22.6
688.4,360.971978,-156.116187,68.0950732,22.6,22.6
688.5,351.510812,-202.596166,83.9789422,22.6,22.6
688.6,354.425519,-221.651834,96.4017481,22.6,22.6
688.7,358.065215,-213.206513,92.6424349,22.6,22.6
688.8,358.52138,-209.583004,79.8993897,22.6,22.6
688.9,359.807656,-180.561516,72.4155364,22.6,22.6
689.0,347.882373,-189.641347,76.0984909,22.6,22.6
689.1,347.081766,-198.931906,71.154709,22.6,22.6
689.2,342.838105,-188.503848,77.9533495,22.6,22.6
689.3,337.816896,-187.153959,73.2445681,22.6,22.6
689.4,332.933952,-187.363477,80.4749716,22.6,22.6
689.5,342.243084,-175.707335,91.0476187,22.6,22.6
689.6,347.372627,-169.989998,82.1944773,22.6,22.6
689.7,348.514625,-168.649509,79.7889772,22.6,22.6
689.8,362.89875,-160.738896,80.351599,22.6,22.6
689.9,364.404588,-156.559436,78.6639316,22.6,22.6
690.0,380.738501,-155.486175,66.5247003,22.6,22.6
690.1,381.22288,-155.820592,72.5918995,22.6,22.6
690.2,379.46783,-162.813212,70.2003013,22.6,22.6
690.3,371.369686,-170.885329,79.3097461,22.6,22.6
690.4,378.822235,-172.784116,87.6536409,22.6,22.6
690.5,377.069531,-165.504438,82.5578677,22.6,22.6
690.6,378.554376,-145.183547,75.1865736,22.6,22.6
690.7,365.312079,-132.767124,88.047512,22.6,22.6
690.8,366.207688,-129.759482,80.2710016,22.6,22.6
690.9,363.465121,-131.159009,81.7838888,22.6,22.6
691.0,367.924464,-123.834115,74.1010831,22.6,22.6
691.1,370.584254,-127.599335,64.3555546,22.6,22.6
691.2,371.36072,-137.048498,61.9748145,22.6,22.6
691.3,375.138441,-133.838462,63.5506549,22.6,22.6
691.4,376.061248,-128.096588,50.8282957,22.6,22.6
691.5,383.329684,-126.517135,42.6953236,22.6,22.6
691.6,381.408129,-131.883918,47.1076429,22.6,22.6
691.7,381.90491,-137.367938,40.7133277,22.6,22.6
691.8,377.615556,-137.238849,38.0730713,22.6,22.6
691.9,384.190806,-133.958783,34.8318072,22.6,22.6
692.0,382.813443,-138.934022,37.4675695,22.6,22.6
692.1,391.046927,-145.868903,39.9829027,22.6,22.6
692.2,390.134478,-143.034742,48.6888137,22.6,22.6
692.3,392.762456,-141.133842,40.5660649,22.6,22.6
692.4,388.109782,-151.538664,46.551062,22.6,22.6
692.5,396.023725,-149.214456,47.2552546,22.6,22.6
692.6,390.900627,-120.464875,36.079223,22.6,22.6
692.7,395.723246,-121.442297,34.6725191,22.6,22.6
692.8,390.367525,-126.321629,44.5991148,22.6,22.6
692.9,385.834779,-116.446128,38.3472728,22.6,22.6
693.0,385.676998,-78.0025913,19.1666115,22.6,22.6
693.1,387.873478,-84.3958402,11.9430072,22.6,22.6
693.2,377.983874,-92.8643854,20.4819726,22.6,22.6
693.3,387.031217,-101.128951,17.109934,22.6,22.6
693.4,379.650072,-117.411235,41.9982562,22.6,22.6
693.5,381.757906,-121.250269,32.343845,22.6,22.6
693.6,377.767259,-120.013709,33.5808311,22.6,22.6
693.7,389.966388,-114.751588,29.6872847,22.6,22.6
693.8,391.732358,-107.657444,30.5592161,22.6,22.6
693.9,391.351975,-65.8190161,12.6512938,22.6,22.6
694.0,380.004922,-56.3368184,22.1854995,22.6,22.6
694.1,365.266004,-44.4186684,15.3851971,22.6,22.6
694.2,359.396554,-49.7996497,10.2849784,22.6,22.6
694.3,361.718221,-61.1541143,19.4419305,22.6,22.6
694.4,358.835725,-55.1714356,11.0244095,22.6,22.6
694.5,360.720977,-65.3766595,11.2715115,22.6,22.6
694.6,355.717444,-69.3039257,23.2952711,22.6,22.6
694.7,357.166296,-67.4466907,22.6690306,22.6,22.6
694.8,358.216954,-78.3823707,22.2043089,22.6,22.6
694.9,362.834488,-63.8243588,19.1279457,22.6,22.6
695.0,355.239462,-57.9204951,18.1913066,22.6,22.6
695.1,355.026494,-56.2900381,21.3538606,22.6,22.6
695.2,356.647315,-56.4183178,26.3063647,22.6,22.6
695.3,350.776431,-66.5881055,36.4603564,22.6,22.6
695.4,356.588207,-70.6910728,30.2922129,22.6,22.6
695.5,357.888174,-80.8414669,38.6054173,22.6,22.6
695.6,344.965995,-97.461991,37.9544133,22.6,22.6
695.7,344.982558,-129.19299,55.6716502,22.6,22.6
695.8,349.290416,-131.768867,59.0046851,22.6,22.6
695.9,348.815773,-133.228989,49.8181354,22.6,22.6
696.0,346.240857,-135.218573,47.9667437,22.6,22.6
696.1,353.945725,-131.712946,41.3031329,22.6,22.6
696.2,349.829762,-134.909126,44.8388566,22.6,22.6
696.3,364.270588,-135.784434,36.250456,22.6,22.6
696.4,368.732979,-115.830748,37.5550398,22.6,22.6
696.5,369.944971,-73.2078053,14.3004354,22.6,22.6
696.6,367.132133,-58.4326521,16.6576245,22.6,22.6
696.7,368.828175,-71.5856029,29.9479782,22.6,22.6
696.8,366.291352,-74.2669638,31.2596365,22.6,22.6
696.9,372.256229,-81.7146525,29.856692,22.6,22.6
697.0,376.039821,-88.5466534,37.0608435,22.6,22.6
697.1,370.034941,-118.487606,44.9633853,22.469718309859125,22.469718309859125
697.2,365.326283,-144.493384,58.2632307,22.339436619718253,22.339436619718253
697.3,371.995514,-145.513926,67.8138113,22.209154929577377,22.209154929577377
697.4,365.83544,-119.987532,64.500001,22.078873239436504,22.078873239436504
697.5,369.085487,-114.576859,68.2779694,21.948591549295628,21.948591549295628
697.6,374.573172,-121.891918,63.8738093,21.818309859154752,21.818309859154752
697.7,377.945882,-116.591551,68.4577665,21.68802816901388,21.68802816901388
697.8,371.075344,-109.34601,77.3805569,21.557746478873003,21.557746478873003
697.9,367.910104,-102.264364,85.3400953,21.42746478873213,21.42746478873213
698.0,373.975988,-109.420877,85.2332674,21.297183098591255,21.297183098591255
698.1,377.106868,-111.930838,92.1508268,21.16690140845038,21.16690140845038
698.2,376.832168,-119.194494,99.4433542,21.036619718309506,21.036619718309506
698.3,385.467947,-121.474539,95.3556383,20.90633802816863,20.90633802816863
698.4,378.987293,-108.93738,97.8426281,20.776056338027757,20.776056338027757
698.5,382.098136,-108.916799,101.527826,20.64577464788688,20.64577464788688
698.6,381.600641,-112.023522,90.2097527,20.515492957746005,20.515492957746005
698.7,384.233727,-121.667536,91.8618279,20.385211267605133,20.385211267605133
698.8,380.201765,-123.209875,92.9391259,20.254929577464257,20.254929577464257
698.9,375.452302,-111.690986,82.0029485,20.124647887323384,20.124647887323384
699.0,372.276949,-113.461828,80.0375168,19.994366197182508,19.994366197182508
699.1,362.713112,-95.2899131,76.7289318,19.864084507041632,19.864084507041632
699.2,352.189154,-81.2871891,69.204055,19.73380281690076,19.73380281690076
699.3,342.040848,-79.582117,64.4635508,19.603521126759883,19.603521126759883
699.4,337.535669,-94.1029382,66.6664618,19.473239436619007,19.473239436619007
699.5,308.031782,-95.0326473,58.6063935,19.342957746478135,19.342957746478135
699.6,303.962432,-120.900653,66.597589,19.21267605633726,19.21267605633726
699.7,288.948314,-159.681392,81.8408708,19.082394366196386,19.082394366196386
699.8,273.150034,-166.296229,82.0800974,18.95211267605551,18.95211267605551
699.9,260.604538,-151.89811,72.8687915,18.821830985914634,18.821830985914634
700.0,253.019946,-158.389984,68.7580967,18.69154929577376,18.69154929577376
700.1,236.096109,-171.136631,69.3591421,18.561267605632885,18.561267605632885
700.2,231.96721,-182.671561,67.83759,18.43098591549201,18.43098591549201
700.3,220.14671,-203.975365,78.2016102,18.300704225351137,18.300704225351137
700.4,219.060052,-222.980159,74.3497133,18.17042253521026,18.17042253521026
700.5,201.103707,-251.542307,89.3362065,18.040140845069388,18.040140845069388
700.6,196.629456,-270.631772,91.2292081,17.90985915492851,17.90985915492851
700.7,182.528877,-269.554382,84.8472787,17.779577464787636,17.779577464787636
700.8,187.113542,-244.870518,66.471792,17.649295774646763,17.649295774646763
700.9,176.953643,-198.10492,58.2179951,17.519014084505887,17.519014084505887
701.0,160.393385,-188.338756,52.9775397,17.388732394365014,17.388732394365014
701.1,149.060324,-188.765029,59.5007558,17.25845070422414,17.25845070422414
701.2,146.253003,-184.149946,57.2158107,17.128169014083262,17.128169014083262
701.3,132.09007,-176.809186,53.0289467,16.99788732394239,16.99788732394239
701.4,139.341652,-164.452923,41.7398169,16.867605633801514,16.867605633801514
701.5,118.277836,-135.561553,49.5494337,16.73732394366064,16.73732394366064
701.6,120.105596,-121.488678,37.0376479,16.607042253519765,16.607042253519765
701.7,107.394304,-116.992794,43.5290514,16.47676056337889,16.47676056337889
701.8,108.529185,-99.4878594,33.6975778,16.346478873238016,16.346478873238016
701.9,85.7368626,-70.5677615,27.7854176,16.21619718309714,16.21619718309714
702.0,87.9489815,-55.2873838,27.5100005,16.085915492956268,16.085915492956268
702.1,86.8620685,-80.3914049,34.476144,15.955633802815392,15.955633802815392
702.2,64.10688,-72.8567294,40.2440665,15.825352112674517,15.825352112674517
702.3,61.9917211,-74.6458221,43.5605105,15.695070422533643,15.695070422533643
702.4,58.1770919,-73.1234574,41.3954991,15.564788732392767,15.564788732392767
702.5,63.187856,-79.9031496,43.8519887,15.434507042251893,15.434507042251893
702.6,76.4320029,-99.8144529,41.5421907,15.304225352111018,15.304225352111018
702.7,48.2836465,-127.462106,53.3566563,15.173943661970142,15.173943661970142
702.8,31.8682943,-130.625539,56.4993928,15.04366197182927,15.04366197182927
702.9,16.6545449,-157.856221,68.3127686,14.913380281688394,14.913380281688394
703.0,14.1400187,-151.614316,62.2214911,14.78309859154752,14.78309859154752
703.1,12.7826401,-140.879073,52.6048619,14.652816901406645,14.652816901406645
703.2,13.082705,-123.161882,52.0346766,14.52253521126577,14.52253521126577
703.3,-7.73571589,-145.379159,61.1475096,14.392253521124895,14.392253521124895
703.4,-5.3765515,-148.490154,58.6622178,14.26197183098402,14.26197183098402
703.5,-28.4337027,-175.823402,79.8977775,14.131690140843146,14.131690140843146
703.6,-25.3941171,-198.661275,83.7038381,14.001408450702272,14.001408450702272
703.7,-36.2356056,-205.830306,83.3087254,13.871126760561397,13.871126760561397
703.8,-29.043093,-219.151927,95.6157367,13.740845070420521,13.740845070420521
703.9,-47.502166,-252.98168,113.926708,13.610563380279647,13.610563380279647
704.0,-60.1922303,-254.536157,114.568039,13.480281690138773,13.480281690138773
704.1,-52.8485048,-242.406165,107.779102,13.349999999997898,13.349999999997898
704.2,-68.7011181,-228.176121,115.372906,13.219718309857024,13.219718309857024
704.3,-68.4842299,-228.404308,105.450554,13.089436619716148,13.089436619716148
704.4,-68.8744021,-200.92307,96.8052997,12.959154929575273,12.959154929575273
704.5,-82.3928082,-171.7387,88.7419991,12.8288732394344,12.8288732394344
704.6,-104.719345,-175.906413,97.8968245,12.698591549293525,12.698591549293525
704.7,-97.6004353,-182.364993,89.110671,12.568309859152649,12.568309859152649
704.8,-97.9796142,-190.994259,82.4185847,12.438028169011774,12.438028169011774
704.9,-94.0467494,-163.535256,73.8384192,12.3077464788709,12.3077464788709
705.0,-91.0686427,-137.468084,64.5804245,12.177464788730026,12.177464788730026
705.1,-88.4667777,-117.486399,61.9985068,12.047183098589151,12.047183098589151
705.2,-94.112058,-130.811954,61.75938,11.916901408448275,11.916901408448275
705.3,-93.7064564,-151.777948,73.9761545,11.786619718307401,11.786619718307401
705.4,-100.906483,-148.489343,68.4412707,11.656338028166527,11.656338028166527
705.5,-106.92782,-139.11502,68.7908126,11.526056338025652,11.526056338025652
705.6,-120.648974,-126.167312,75.6515995,11.395774647884778,11.395774647884778
705.7,-115.233464,-109.277966,55.2648392,11.265492957743902,11.265492957743902
705.8,-111.593063,-90.8061778,42.3092847,11.135211267603028,11.135211267603028
705.9,-108.983637,-86.813596,33.3406769,11.004929577462153,11.004929577462153
706.0,-118.458006,-82.2905936,38.6719265,10.874647887321279,10.874647887321279
706.1,-116.535542,-73.4497026,32.9553526,10.744366197180403,10.744366197180403
706.2,-118.809179,-60.5975672,32.5671024,10.614084507039529,10.614084507039529
706.3,-124.732587,-49.5621901,23.3237096,10.483802816898654,10.483802816898654
706.4,-138.568208,-34.070555,26.872128,10.35352112675778,10.35352112675778
706.5,-144.030089,-17.7514727,31.1866024,10.223239436616906,10.223239436616906
706.6,-142.017667,2.91156277,15.3440806,10.09295774647603,10.09295774647603
706.7,-139.959292,16.9784134,6.60260763,9.962676056335155,9.962676056335155
706.8,-138.845268,20.3920723,14.2690798,9.832394366194281,9.832394366194281
706.9,-137.537309,42.6963818,0.218341718,9.702112676053407,9.702112676053407
707.0,-142.770963,58.209335,-6.4930443,9.571830985912532,9.571830985912532
707.1,-143.886201,62.9907772,-3.80139651,9.441549295771656,9.441549295771656
707.2,-150.763573,64.2708387,-1.10690367,9.311267605630782,9.311267605630782
707.3,-147.658647,70.090852,-4.19596526,9.180985915489908,9.180985915489908
707.4,-146.37406,72.9476325,-3.81205392,9.050704225349033,9.050704225349033
707.5,-147.490032,84.1438893,-3.84847992,8.920422535208157,8.920422535208157
707.6,-147.347824,95.8638682,-8.94019717,8.790140845067283,8.790140845067283
707.7,-147.915873,105.463153,-11.1384583,8.659859154926409,8.659859154926409
707.8,-154.386144,112.003311,-19.5443656,8.529577464785534,8.529577464785534
707.9,-155.769274,129.461743,-26.6330342,8.39929577464466,8.39929577464466
708.0,-172.041644,170.139455,-37.2610307,8.269014084503784,8.269014084503784
708.1,-191.22247,176.045908,-34.6873888,8.13873239436291,8.13873239436291
708.2,-204.325739,178.273091,-42.6240561,8.008450704222035,8.008450704222035
708.3,-206.462557,162.253683,-28.8626431,7.878169014081161,7.878169014081161
708.4,-210.849616,149.709583,-26.2038416,7.747887323940285,7.747887323940285
708.5,-209.868975,156.079716,-27.5575033,7.6176056337994105,7.6176056337994105
708.6,-212.533589,168.729121,-27.8948765,7.487323943658536,7.487323943658536
708.7,-221.535103,180.046591,-30.0762605,7.357042253517662,7.357042253517662
708.8,-231.923615,190.715334,-28.4943069,7.2267605633767875,7.2267605633767875
708.9,-227.432301,208.697778,-35.4409982,7.096478873235911,7.096478873235911
709.0,-241.164807,209.75061,-29.7690363,6.966197183095037,6.966197183095037
709.1,-250.096596,209.192935,-33.4955202,6.835915492954163,6.835915492954163
709.2,-253.535215,203.665737,-24.1723945,6.7056338028132885,6.7056338028132885
709.3,-262.51532,211.045564,-25.6347943,6.575352112672412,6.575352112672412
709.4,-265.809674,218.690282,-30.281503,6.44507042253154,6.44507042253154
709.5,-263.654483,222.095051,-31.1141841,6.314788732390664,6.314788732390664
709.6,-260.993052,219.229018,-31.2697771,6.184507042249788,6.184507042249788
709.7,-263.477707,211.759243,-36.6204028,6.054225352108915,6.054225352108915
709.8,-271.002045,198.106406,-27.0550235,5.923943661968039,5.923943661968039
709.9,-265.749487,197.085552,-31.6177314,5.7936619718271665,5.7936619718271665
710.0,-259.940527,203.063156,-40.302888,5.66338028168629,5.66338028168629
710.1,-259.127352,200.224787,-38.5409342,5.533098591545414,5.533098591545414
710.2,-265.184648,204.612841,-35.4209649,5.402816901404542,5.402816901404542
710.3,-266.915232,202.050828,-44.6154005,5.272535211263666,5.272535211263666
710.4,-270.556661,190.748832,-36.4683228,5.142253521122793,5.142253521122793
710.5,-274.992174,197.733828,-48.1313574,5.011971830981917,5.011971830981917
710.6,-283.697101,198.417971,-55.0531535,4.881690140841041,4.881690140841041
710.7,-287.518011,182.195435,-37.6400283,4.751408450700168,4.751408450700168
710.8,-293.072183,178.438101,-28.0774554,4.621126760559292,4.621126760559292
710.9,-300.205172,162.738766,-24.8720254,4.49084507041842,4.49084507041842
711.0,-294.085905,153.821851,-24.0867854,4.360563380277544,4.360563380277544
711.1,-289.162593,158.575751,-27.1496857,4.2302816901366675,4.2302816901366675
711.2,-288.554392,155.723976,-26.9412428,4.1,4.1
711.3,-287.354302,153.626359,-16.7559793,4.1,4.1
711.4,-288.321885,159.447933,-18.8151844,4.1,4.1
711.5,-283.161258,193.078458,-37.7678004,4.1,4.1
711.6,-286.882256,240.374544,-46.0176453,4.1,4.1
711.7,-287.460572,288.544325,-64.1608782,4.1,4.1
711.8,-293.841495,301.442022,-64.41967,4.1,4.1
711.9,-296.175985,296.732194,-59.6126654,4.1,4.1
712.0,-291.943069,308.03991,-64.1588742,4.1,4.1
712.1,-292.211501,317.242803,-66.6518,4.1,4.1
712.2,-288.034576,319.683038,-67.1747304,4.1,4.1
712.3,-295.282979,321.067052,-69.1213891,4.1,4.1
712.4,-301.713575,326.998978,-75.2390033,4.1,4.1
712.5,-295.554584,330.549392,-71.223704,4.1,4.1
712.6,-288.880836,351.568476,-85.1752783,4.1,4.1
712.7,-290.842874,362.234534,-90.7787376,4.1,4.1
712.8,-299.272892,355.72901,-81.3595344,4.1,4.1
712.9,-305.828295,344.284158,-80.0326996,4.1,4.1
713.0,-295.786336,335.52855,-72.0833368,4.1,4.1
713.1,-290.732816,308.240891,-61.9312087,4.1,4.1
713.2,-292.975627,271.237813,-49.1029342,4.1,4.1
713.3,-291.753562,243.138616,-42.4817998,4.1,4.1
713.4,-293.706292,215.489914,-18.2274869,4.1,4.1
713.5,-290.514969,201.304721,-14.793322,4.1,4.1
713.6,-299.288638,193.20213,-11.4729883,4.1,4.1
713.7,-289.740831,187.919517,-13.1905901,4.1,4.1
713.8,-291.713832,205.922303,-22.4543967,4.1,4.1
713.9,-288.824647,215.566062,-32.4893481,4.1,4.1
714.0,-294.287884,202.978602,-20.159189,4.1,4.1
714.1,-291.588958,210.907609,-29.3854463,4.1,4.1
714.2,-294.504372,221.862007,-26.2529321,4.1,4.1
714.3,-279.766382,223.355064,-24.8734825,4.1,4.1
714.4,-290.144761,234.207124,-20.2830681,4.1,4.1
714.5,-285.574625,273.7867,-43.1726681,4.1,4.1
714.6,-298.247349,293.392063,-50.3131306,4.1,4.1
714.7,-293.023273,329.203973,-76.3239915,4.1,4.1
714.8,-304.345486,377.211098,-92.0452102,4.1,4.1
714.9,-306.942821,392.530719,-94.9681783,4.1,4.1
715.0,-308.620868,376.239737,-86.5364503,4.1,4.1
715.1,-291.643197,360.914104,-83.5214016,4.1,4.1
715.2,-300.819473,343.379699,-68.7628142,4.1,4.1
715.3,-296.415649,330.688707,-69.5234473,4.1,4.1
715.4,-300.645555,347.832115,-73.0455908,4.1,4.1
715.5,-304.10303,325.7918,-65.973096,4.1,4.1
715.6,-304.137728,291.817228,-59.9209865,4.1,4.1
715.7,-304.02192,280.123184,-48.3573427,4.1,4.1
715.8,-297.308703,268.276938,-44.252641,4.1,4.1
715.9,-310.110686,261.911581,-51.3515889,4.1,4.1
716.0,-296.891901,261.772345,-53.4380313,4.1,4.1
716.1,-300.456097,242.883183,-38.3257972,4.1,4.1
716.2,-296.67806,242.400937,-42.0057088,4.1,4.1
716.3,-311.469976,234.565451,-36.4252013,4.1,4.1
716.4,-305.509075,229.710339,-39.5142765,4.1,4.1
716.5,-299.277502,234.129748,-39.6719639,4.1,4.1
716.6,-306.305723,220.257585,-28.4497662,4.1,4.1
716.7,-310.29216,207.105384,-32.4913016,4.1,4.1
716.8,-293.553642,224.648859,-48.294124,4.1,4.1
716.9,-293.127186,253.521904,-55.9021981,4.1,4.1
717.0,-277.251028,259.327739,-56.3891567,4.1,4.1
717.1,-273.25255,292.00811,-68.4521455,4.1,4.1
717.2,-284.772042,324.376306,-77.2889994,4.1,4.1
717.3,-289.272229,339.202609,-86.9465418,4.1,4.1
717.4,-301.63006,343.808167,-87.9047195,4.1,4.1
717.5,-295.446975,350.127149,-86.2446111,4.1,4.1
717.6,-298.067664,358.127525,-77.8676875,4.1,4.1
717.7,-296.624791,351.393386,-77.5446219,4.1,4.1
717.8,-307.078679,334.631018,-65.6074743,4.1,4.1
717.9,-306.158741,334.84336,-63.2493339,4.1,4.1
718.0,-307.961003,335.811503,-65.9673991,4.1,4.1
718.1,-305.62251,337.445173,-65.5122804,4.1,4.1
718.2,-303.997605,329.011476,-59.8004118,4.1,4.1
718.3,-310.695979,338.301673,-59.4135886,4.1,4.1
718.4,-308.071449,356.869345,-72.4442237,4.1,4.1
718.5,-303.733144,359.875081,-67.283343,4.1,4.1
