Time_s,Bx_nT,By_nT,Bz_nT,zAut_m,zTrue_m
2153.7,-16.0836051,-88.2783648,25.2028414,15.2,15.2
2153.8,-16.271954,-93.1592194,24.4548823,15.2,15.2
2153.9,-6.73467904,-91.9018651,15.8400416,15.2,15.2
2154.0,-7.0941277,-66.5293713,1.41038139,15.2,15.2
2154.1,-8.22421648,-68.3172707,-8.96684633,15.2,15.2
2154.2,-7.59972029,-62.8541189,-9.36847958,15.2,15.2
2154.3,-11.0307288,-73.3662307,-7.46095909,15.2,15.2
2154.4,-15.9703092,-78.6177354,0.366809262,15.2,15.2
2154.5,-14.7382773,-91.7294482,5.07270498,15.2,15.2
2154.6,-14.4429895,-96.5831207,2.73405735,15.2,15.2
2154.7,-11.2953213,-100.151435,-2.79415458,15.2,15.2
2154.8,-9.91831211,-89.4565519,-11.4953145,15.2,15.2
2154.9,-8.6463625,-82.535819,-19.2594063,15.2,15.2
2155.0,-7.84693797,-94.8151876,-20.1948733,15.2,15.2
2155.1,-12.144467,-99.2547756,-3.09664376,15.2,15.2
2155.2,-14.6740371,-101.002554,-11.2048417,15.2,15.2
2155.3,-3.70933466,-95.9430337,-11.6276149,15.2,15.2
2155.4,-0.970901632,-93.5243861,-7.34174416,15.2,15.2
2155.5,-14.1549799,-79.5143191,-9.82974762,15.2,15.2
2155.6,-18.0039245,-85.6209029,-13.5285955,15.2,15.2
2155.7,-18.4653186,-96.6397019,-7.92195551,15.2,15.2
2155.8,-17.9342753,-108.173606,-12.9215787,15.2,15.2
2155.9,-16.4497332,-95.2492591,-16.8174953,15.2,15.2
2156.0,-18.8240494,-104.587455,-13.2452055,15.2,15.2
2156.1,-23.9919371,-111.708797,-13.9110488,15.2,15.2
2156.2,-22.4913145,-111.576304,-13.3160135,15.2,15.2
2156.3,-34.1901762,-120.411105,-5.90594494,15.2,15.2
2156.4,-36.597498,-124.411638,-12.2701474,15.2,15.2
2156.5,-39.3099323,-114.439216,-12.968387,15.2,15.2
2156.6,-35.0857372,-108.838547,-10.4332607,15.2,15.2
2156.7,-46.2890392,-121.766228,-13.3941484,15.2,15.2
2156.8,-38.8003861,-114.688605,-22.290427,15.2,15.2
2156.9,-40.162887,-107.610192,-22.3941412,15.2,15.2
2157.0,-49.1281066,-107.100835,-14.3042992,15.2,15.2
2157.1,-44.6242208,-118.559561,-13.3804853,15.2,15.2
2157.2,-40.257933,-125.375177,-0.267966592,15.2,15.2
2157.3,-34.4690152,-137.831451,-2.85305413,15.2,15.2
2157.4,-25.5700965,-132.666136,-5.61877228,15.2,15.2
2157.5,-20.5921297,-138.206086,-6.45853875,15.2,15.2
2157.6,-38.7582312,-152.415229,5.72831702,15.2,15.2
2157.7,-42.6544834,-154.541567,11.952011,15.2,15.2
2157.8,-32.0519561,-138.402094,9.94010295,15.2,15.2
2157.9,-25.6717279,-129.060515,0.733004034,15.2,15.2
2158.0,-30.4796855,-120.218944,-0.468119968,15.2,15.2
2158.1,-29.1771281,-114.4106,1.01151268,15.2,15.2
2158.2,-33.5663005,-128.424024,4.66106229,15.2,15.2
2158.3,-36.4154057,-134.940207,6.74205115,15.2,15.2
2158.4,-32.2426717,-136.680674,9.24112272,15.2,15.2
2158.5,-37.4735904,-137.648406,17.0057063,15.2,15.2
2158.6,-38.0412203,-131.96708,11.4374939,15.2,15.2
2158.7,-38.1585456,-149.839909,13.767667,15.2,15.2
2158.8,-41.7523454,-147.84763,10.7160941,15.2,15.2
2158.9,-42.4670737,-155.046567,18.2275799,15.2,15.2
2159.0,-46.3259238,-174.01319,25.8112211,15.2,15.2
2159.1,-52.6725658,-183.349725,26.1426163,15.2,15.2
2159.2,-53.3832793,-190.06076,39.7573353,15.2,15.2
2159.3,-55.3655459,-193.111393,48.3558597,15.2,15.2
2159.4,-58.754505,-194.24317,43.1448026,15.2,15.2
2159.5,-60.0187032,-194.281758,30.2654719,15.2,15.2
2159.6,-47.6619846,-197.327366,31.3480403,15.2,15.2
2159.7,-60.1383148,-190.362854,33.3042468,15.2,15.2
2159.8,-45.3603926,-157.526676,7.22621105,15.2,15.2
2159.9,-28.4259932,-163.447581,16.6902096,15.2,15.2
2160.0,-25.8721309,-167.002568,23.6767771,15.2,15.2
2160.1,-33.1678383,-161.014852,20.0659278,15.2,15.2
2160.2,-32.8192038,-162.008098,20.0960702,15.2,15.2
2160.3,-27.0778658,-154.018171,27.7279361,15.2,15.2
2160.4,-20.1446226,-145.44944,16.7188335,15.2,15.2
2160.5,-25.9430268,-150.739389,22.1390712,15.2,15.2
2160.6,-28.0052512,-158.384632,21.409128,15.2,15.2
2160.7,-20.9004437,-157.229464,11.8448598,15.2,15.2
2160.8,-20.9484559,-161.634482,19.9047745,15.2,15.2
2160.9,-16.3576128,-170.343159,4.76211077,15.2,15.2
2161.0,-22.6405831,-185.487097,16.9949223,15.2,15.2
2161.1,-24.3969372,-186.10527,27.6871429,15.2,15.2
2161.2,-20.7042286,-163.064299,29.6790633,15.2,15.2
2161.3,-14.4917666,-143.774788,10.5553188,15.2,15.2
2161.4,-9.85407695,-136.622534,12.0780997,15.2,15.2
2161.5,-4.28262066,-135.360242,12.7121875,15.2,15.2
2161.6,1.15809146,-145.769819,22.3125731,15.2,15.2
2161.7,-1.38295669,-160.723049,27.9585123,15.2,15.2
2161.8,-10.2562973,-169.79617,30.2595068,15.2,15.2
2161.9,-15.9853117,-160.239366,34.5756322,15.2,15.2
2162.0,-12.9861418,-143.033719,35.7863213,15.2,15.2
2162.1,-18.4395908,-119.326045,30.8478217,15.2,15.2
2162.2,-18.3898273,-84.9642158,14.3361103,15.2,15.2
2162.3,-20.7185015,-66.973211,12.3381691,15.2,15.2
2162.4,-20.034643,-62.2602601,6.70924627,15.2,15.2
2162.5,-12.5575876,-61.4218925,4.2727567,15.2,15.2
2162.6,-7.86518729,-63.9121783,12.3100144,15.2,15.2
2162.7,-12.0803658,-51.4876003,7.11830406,15.2,15.2
2162.8,-5.01456155,-37.9655873,0.186225557,15.2,15.2
2162.9,-12.9411088,-33.7038672,0.433634159,15.2,15.2
2163.0,-25.1824041,-45.9041869,6.99019593,15.2,15.2
2163.1,-27.2615321,-59.7261917,20.4939918,15.2,15.2
2163.2,-24.6368936,-68.3944588,20.6072123,15.2,15.2
2163.3,-28.3460191,-75.3117262,20.6253695,15.2,15.2
2163.4,-26.4111708,-77.7310216,25.9135958,15.2,15.2
2163.5,-26.3364472,-93.226904,33.6326799,15.2,15.2
2163.6,-32.6635155,-94.1785522,29.147376,15.2,15.2
2163.7,-34.6140587,-96.2713457,26.7281652,15.2,15.2
2163.8,-26.0229031,-105.799914,33.2546999,15.2,15.2
2163.9,-23.9908133,-103.681577,20.8175051,15.2,15.2
2164.0,-25.5370425,-103.682895,18.9662461,15.2,15.2
2164.1,-18.8597956,-88.8457822,13.817077,15.2,15.2
2164.2,-9.75422166,-62.4648334,-1.86069184,15.2,15.2
2164.3,-14.6571203,-66.497214,-7.04676786,15.2,15.2
2164.4,-15.1716835,-73.5440911,3.63646702,15.2,15.2
2164.5,-23.4131439,-82.0567117,4.28801062,15.2,15.2
2164.6,-21.6501364,-87.3628623,3.73818057,15.2,15.2
2164.7,-20.0902404,-88.4897,1.19363541,15.2,15.2
2164.8,-29.9005015,-96.4282978,2.52508506,15.2,15.2
2164.9,-32.018173,-99.3631851,2.54620211,15.2,15.2
2165.0,-33.7914675,-98.9107625,17.3380467,15.2,15.2
2165.1,-33.1596015,-108.218109,20.1904097,15.2,15.2
2165.2,-35.4028694,-108.839599,23.8067011,15.2,15.2
2165.3,-33.8280333,-116.105638,20.2986386,15.2,15.2
2165.4,-35.1097176,-110.359323,15.8859546,15.2,15.2
2165.5,-26.4713627,-114.369047,16.8414942,15.2,15.2
2165.6,-45.5592675,-140.6904,31.9398305,15.2,15.2
2165.7,-41.5717393,-146.144128,33.6553652,15.2,15.2
2165.8,-39.61872,-136.811523,33.4746596,15.2,15.2
2165.9,-37.1687539,-121.605926,30.7650563,15.2,15.2
2166.0,-38.0978171,-124.832501,25.7444687,15.2,15.2
2166.1,-41.7253946,-124.254437,24.9746421,15.2,15.2
2166.2,-54.5413569,-122.594165,20.0318167,15.2,15.2
2166.3,-42.9364017,-108.70342,13.7470346,15.2,15.2
2166.4,-39.1051065,-144.265894,19.2811506,15.2,15.2
2166.5,-59.9873464,-161.622065,44.8385462,15.2,15.2
2166.6,-29.1839983,-135.235278,19.8028113,15.2,15.2
2166.7,-33.7965405,-154.890916,20.9115108,15.2,15.2
2166.8,-37.3312413,-157.340044,30.6669617,15.2,15.2
2166.9,-33.0972217,-153.565893,17.7704792,15.2,15.2
2167.0,-56.7092632,-176.40076,34.5246349,15.2,15.2
2167.1,-57.8703956,-201.425357,55.4086001,15.2,15.2
2167.2,-49.7494653,-201.828356,58.4908528,15.2,15.2
2167.3,-42.3620428,-206.45718,57.1350782,15.2,15.2
2167.4,-40.0787229,-209.110458,50.3910811,15.2,15.2
2167.5,-41.0367914,-194.287531,32.4907232,15.2,15.2
2167.6,-46.9685272,-187.041462,28.0969191,15.2,15.2
2167.7,-56.648134,-198.057177,31.2643387,15.2,15.2
2167.8,-59.0692603,-203.392626,37.2092702,15.2,15.2
2167.9,-68.80776,-237.657911,44.6292497,15.2,15.2
2168.0,-63.6790047,-269.427584,62.5367398,15.2,15.2
2168.1,-56.1783703,-278.363319,62.0251171,15.2,15.2
2168.2,-52.3875557,-280.500546,62.2301263,15.2,15.2
2168.3,-38.1922259,-254.128229,59.4665459,15.2,15.2
2168.4,-40.5080794,-237.039284,58.2411814,15.2,15.2
2168.5,-43.2596674,-246.231147,54.8733408,15.2,15.2
2168.6,-33.0024363,-247.205375,58.0780946,15.2,15.2
2168.7,-41.2829303,-238.380139,70.5979001,15.2,15.2
2168.8,-39.9074122,-234.450888,59.6995091,15.2,15.2
2168.9,-53.9613472,-231.875108,71.6948551,15.2,15.2
2169.0,-63.1818916,-229.35071,65.452154,15.2,15.2
2169.1,-62.687365,-229.842873,62.1792457,15.2,15.2
2169.2,-53.8676689,-219.548823,73.6864137,15.2,15.2
2169.3,-46.9573876,-197.173687,47.5055933,15.2,15.2
2169.4,-58.3424558,-203.055918,47.4848727,15.2,15.2
2169.5,-60.6780296,-207.593495,56.1846516,15.2,15.2
2169.6,-67.7772957,-211.738256,66.8137786,15.2,15.2
2169.7,-65.226991,-209.544694,52.695919,15.2,15.2
2169.8,-56.1573105,-218.49743,42.9753809,15.2,15.2
2169.9,-63.2938487,-222.525958,59.9352093,15.2,15.2
2170.0,-47.0031256,-197.943643,40.9792706,15.2,15.2
2170.1,-47.9055933,-204.39616,46.4809197,15.2,15.2
2170.2,-47.8276002,-206.988305,44.0129626,15.2,15.2
2170.3,-54.0797537,-227.912721,46.5280835,15.2,15.2
2170.4,-49.9783718,-240.25173,55.6212816,15.2,15.2
2170.5,-47.9048947,-234.206033,49.2596894,15.2,15.2
2170.6,-47.5098851,-225.078379,37.6792035,15.2,15.2
2170.7,-42.696761,-222.729211,39.0590787,15.2,15.2
2170.8,-53.2311017,-213.033034,40.680866,15.2,15.2
2170.9,-58.3584221,-227.782526,35.672224,15.2,15.2
2171.0,-58.2723655,-242.92503,49.4221341,15.2,15.2
2171.1,-58.2867111,-234.749676,50.7629446,15.2,15.2
2171.2,-50.2606596,-225.166729,46.7724912,15.2,15.2
2171.3,-41.0038958,-212.988747,44.8314957,15.2,15.2
2171.4,-33.3902542,-189.475381,32.2268531,15.2,15.2
2171.5,-42.5293366,-158.209556,24.8182973,15.2,15.2
2171.6,-49.2014256,-139.231923,31.6587933,15.2,15.2
2171.7,-51.6902057,-126.118366,27.792799,15.2,15.2
2171.8,-53.230748,-123.368333,21.6248536,15.2,15.2
2171.9,-50.2077939,-131.285397,24.2038889,15.2,15.2
2172.0,-48.4598202,-118.501459,20.4223101,15.2,15.2
2172.1,-52.1623799,-89.2485206,9.01145788,15.2,15.2
2172.2,-41.5002884,-80.2669952,-2.77610452,15.2,15.2
2172.3,-50.1255924,-81.7535571,-2.29230886,15.2,15.2
2172.4,-59.4277976,-95.2065631,6.57817284,15.2,15.2
2172.5,-53.0370388,-117.28744,24.7250937,15.2,15.2
2172.6,-59.1148831,-137.256245,26.3601761,15.2,15.2
2172.7,-62.784358,-137.308545,28.1604759,15.2,15.2
2172.8,-59.2644758,-132.272334,34.3147329,15.2,15.2
2172.9,-71.6368558,-139.372771,45.6071795,15.2,15.2
2173.0,-70.3040791,-154.540452,48.2438951,15.2,15.2
2173.1,-65.5092822,-176.494587,54.5322498,15.2,15.2
2173.2,-57.5313994,-191.897312,50.9318082,15.2,15.2
2173.3,-55.6786138,-193.89867,49.0183816,15.2,15.2
2173.4,-54.8059933,-187.737138,55.2157376,15.2,15.2
2173.5,-57.310482,-181.602186,57.8274702,15.2,15.2
2173.6,-59.7402475,-192.956122,68.7333126,15.2,15.2
2173.7,-45.5985073,-201.861198,70.3373064,15.2,15.2
2173.8,-59.9754221,-198.902098,72.7995455,15.2,15.2
2173.9,-53.6741482,-201.716593,59.5789532,15.2,15.2
2174.0,-35.7387359,-228.28843,61.2177242,15.2,15.2
2174.1,-43.4519858,-221.932609,68.3277929,15.2,15.2
2174.2,-53.5275998,-215.660253,76.8898057,15.2,15.2
2174.3,-51.9494115,-220.543334,73.1560746,15.2,15.2
2174.4,-52.0669149,-218.911912,73.4363399,15.2,15.2
2174.5,-52.1776939,-227.44914,64.9931668,15.2,15.2
2174.6,-50.4200155,-221.712328,67.6455067,15.2,15.2
2174.7,-46.1521003,-209.967929,56.6968548,15.2,15.2
2174.8,-50.4919535,-211.043731,60.4669233,15.2,15.2
2174.9,-46.5741745,-219.369165,67.4624584,15.2,15.2
2175.0,-36.6933304,-221.539275,54.6304018,15.2,15.2
2175.1,-39.5444513,-190.170166,34.1712409,15.2,15.2
2175.2,-35.6974817,-169.080851,40.568664,15.2,15.2
2175.3,-32.0152421,-159.88263,36.4609147,15.2,15.2
2175.4,-31.9657849,-149.379982,30.598633,15.2,15.2
2175.5,-21.7360083,-150.40725,27.9459822,15.2,15.2
2175.6,-22.1913625,-171.614062,27.4606611,15.2,15.2
2175.7,-27.7612541,-180.69038,31.4286652,15.2,15.2
2175.8,-19.8501943,-168.284505,36.628748,15.2,15.2
2175.9,-30.5001121,-156.342939,33.8161109,15.2,15.2
2176.0,-30.9707411,-143.677314,21.2292647,15.2,15.2
2176.1,-28.7056675,-128.423787,21.3587719,15.2,15.2
2176.2,-20.2940733,-134.325002,10.0969664,15.2,15.2
2176.3,-31.6510607,-150.285839,9.55729952,15.2,15.2
2176.4,-33.3199695,-175.995265,21.8135826,15.2,15.2
2176.5,-34.7573527,-186.547524,24.4773228,15.2,15.2
2176.6,-41.9516705,-180.728777,20.5058175,15.2,15.2
2176.7,-39.4661824,-186.667669,20.1886522,15.2,15.2
2176.8,-35.5943278,-194.734843,24.5730032,15.2,15.2
2176.9,-36.958605,-198.762555,25.2474128,15.2,15.2
2177.0,-42.6523754,-210.987383,39.2039815,15.2,15.2
2177.1,-33.8114925,-193.316093,31.9861907,15.2,15.2
2177.2,-34.796371,-200.819262,42.8671844,15.2,15.2
2177.3,-40.8476228,-212.698181,59.9375972,15.2,15.2
2177.4,-41.9893782,-211.980807,50.1959419,15.2,15.2
2177.5,-34.1969826,-208.291527,40.3008625,15.2,15.2
2177.6,-33.1117537,-215.188824,60.3596535,15.2,15.2
2177.7,-41.3454184,-200.060277,49.7944593,15.2,15.2
2177.8,-40.5564785,-186.831607,49.8631799,15.2,15.2
2177.9,-37.3202721,-185.404548,39.6111804,15.2,15.2
2178.0,-52.3074278,-209.114488,43.3910326,15.2,15.2
2178.1,-52.8454227,-222.729611,58.1247857,15.2,15.2
2178.2,-50.3328557,-223.123851,53.3288281,15.2,15.2
2178.3,-55.401344,-222.440373,47.5843775,15.2,15.2
2178.4,-54.1720347,-230.267718,48.5943378,15.2,15.2
2178.5,-45.8163041,-253.89279,59.6314339,15.2,15.2
2178.6,-47.2715062,-294.056155,73.706558,15.2,15.2
2178.7,-34.0494025,-315.89742,74.9165392,15.2,15.2
2178.8,-36.8532619,-303.032109,73.6491245,15.2,15.2
2178.9,-29.252806,-302.159012,75.1795537,15.2,15.2
2179.0,-33.4718585,-299.310074,74.759852,15.2,15.2
2179.1,-33.6058792,-308.686707,82.2886725,15.2,15.2
2179.2,-24.1260731,-301.227118,79.4649225,15.2,15.2
2179.3,-25.5386053,-293.552873,78.1294517,15.2,15.2
2179.4,-30.686049,-291.738977,81.4953763,15.2,15.2
2179.5,-37.5705285,-292.961116,70.1384803,15.2,15.2
2179.6,-41.5540021,-298.035751,66.5141549,15.2,15.2
2179.7,-39.6676984,-313.615644,72.5367912,15.2,15.2
2179.8,-39.3204177,-327.252537,75.1957837,15.2,15.2
2179.9,-39.6802453,-332.857357,81.1864401,15.2,15.2
2180.0,-36.9595342,-336.011063,87.1424912,15.2,15.2
2180.1,-42.5632338,-344.154478,84.7581243,15.2,15.2
2180.2,-41.6811401,-370.651095,92.306231,15.2,15.2
2180.3,-34.9654032,-389.595506,99.6138858,15.2,15.2
2180.4,-31.2433785,-387.626365,95.8103871,15.2,15.2
2180.5,-26.7371266,-389.804218,84.6200608,15.2,15.2
2180.6,-24.3985149,-405.337224,89.1375277,15.2,15.2
2180.7,-29.6711377,-420.50611,94.0000998,15.2,15.2
2180.8,-36.3948803,-439.853732,102.165815,15.2,15.2
2180.9,-30.1316002,-432.182722,103.029747,15.2,15.2
2181.0,-27.4928376,-428.490181,92.5178446,15.2,15.2
2181.1,-30.7616925,-418.830665,92.1125122,15.2,15.2
2181.2,-34.6961913,-402.80311,99.6163729,15.2,15.2
2181.3,-41.9840647,-376.568576,86.7456095,15.2,15.2
2181.4,-40.8193897,-373.501529,79.8432505,15.2,15.2
2181.5,-43.9241124,-377.25133,80.8024021,15.2,15.2
2181.6,-45.698486,-413.006193,94.3786318,15.2,15.2
2181.7,-37.6336982,-432.914384,116.224536,15.2,15.2
2181.8,-35.9447954,-448.630962,115.640521,15.2,15.2
2181.9,-37.5384022,-454.110191,109.518946,15.2,15.2
2182.0,-33.988907,-445.817538,104.047126,15.2,15.2
2182.1,-32.2541641,-442.829202,114.366567,15.2,15.2
2182.2,-23.6729469,-429.81689,108.496581,15.2,15.2
2182.3,-48.900955,-435.844032,122.67078,15.2,15.2
2182.4,-48.523984,-445.049063,121.506752,15.2,15.2
2182.5,-48.6500762,-437.02159,116.986059,15.2,15.2
2182.6,-37.4631165,-428.031486,101.659221,15.2,15.2
2182.7,-30.5761457,-428.115902,107.279014,15.2,15.2
2182.8,-24.007699,-433.598403,97.0191494,15.2,15.2
2182.9,-30.4604501,-426.380563,94.7924941,15.2,15.2
2183.0,-32.3280732,-403.579906,94.5718431,15.2,15.2
2183.1,-23.9801852,-376.140955,80.808788,15.2,15.2
2183.2,-24.7187327,-356.88611,73.4938458,15.2,15.2
2183.3,-21.0539997,-341.8779,74.8782237,15.2,15.2
2183.4,-34.5600552,-332.993884,80.8788755,15.2,15.2
2183.5,-37.7527324,-333.901439,84.1903546,15.2,15.2
2183.6,-43.2469584,-345.021292,96.6188346,15.2,15.2
2183.7,-33.8119117,-344.552722,91.6311817,15.2,15.2
2183.8,-38.1480894,-351.830191,93.3393562,15.2,15.2
2183.9,-34.4554659,-344.975737,94.4836535,15.2,15.2
2184.0,-39.0211389,-326.379984,90.2095163,15.2,15.2
2184.1,-29.5938729,-315.877225,72.5883659,15.2,15.2
2184.2,-34.2771232,-311.182573,80.2507189,15.2,15.2
2184.3,-38.0952891,-316.182936,83.1611211,15.2,15.2
2184.4,-36.6911037,-343.71845,83.7282947,15.2,15.2
2184.5,-32.1484982,-342.769305,83.2106636,15.2,15.2
2184.6,-31.3086872,-341.993953,78.8002424,15.2,15.2
2184.7,-34.5939031,-337.025568,75.0092347,15.2,15.2
2184.8,-32.0906394,-327.740357,79.7793872,15.2,15.2
2184.9,-32.2967779,-328.169443,79.6813373,15.2,15.2
2185.0,-39.7829205,-331.347149,89.2736616,15.2,15.2
2185.1,-37.1785745,-347.534808,97.5820331,15.2,15.2
2185.2,-38.8401935,-361.184201,101.127679,15.2,15.2
2185.3,-41.3750496,-350.631799,91.3308297,15.2,15.2
2185.4,-31.2820583,-330.32184,85.957739,15.2,15.2
2185.5,-33.5595976,-318.150225,79.0794083,15.2,15.2
2185.6,-28.9987294,-322.227668,74.7576951,15.2,15.2
2185.7,-27.9412104,-332.45416,78.6992346,15.2,15.2
2185.8,-29.88134,-334.139279,76.7408453,15.2,15.2
2185.9,-32.1754094,-344.451023,73.3268311,15.2,15.2
2186.0,-26.9412487,-358.268781,81.48449,15.2,15.2
2186.1,-28.9567,-357.416971,84.4236014,15.2,15.2
2186.2,-30.2546942,-345.881911,69.3582096,15.2,15.2
2186.3,-34.9995986,-333.301216,74.3010507,15.2,15.2
2186.4,-32.6457549,-338.9006,71.0263983,15.2,15.2
2186.5,-39.1636212,-334.076192,74.7349253,15.2,15.2
2186.6,-34.855005,-321.758481,69.6569467,15.2,15.2
2186.7,-28.356612,-309.261282,68.9667233,15.2,15.2
2186.8,-30.9699657,-304.985383,65.7893731,15.2,15.2
2186.9,-27.9313102,-302.429842,73.8118141,15.2,15.2
2187.0,-27.0775014,-306.75396,65.2717453,15.2,15.2
2187.1,-32.8808864,-305.875343,71.7225388,15.2,15.2
2187.2,-37.2529884,-307.352826,74.7409523,15.2,15.2
2187.3,-35.2431318,-299.572373,66.6261552,15.2,15.2
2187.4,-41.9127439,-305.966293,69.8328799,15.2,15.2
2187.5,-42.3871963,-309.48464,70.876429,15.2,15.2
2187.6,-41.8505122,-312.920296,62.0907073,15.2,15.2
2187.7,-37.177742,-314.611941,58.6554398,15.2,15.2
2187.8,-33.8770703,-300.445103,55.5373399,15.2,15.2
2187.9,-32.2544945,-288.55553,51.7078166,15.2,15.2
2188.0,-34.0320132,-283.759723,49.3879165,15.2,15.2
2188.1,-32.2725449,-292.570466,52.9738002,15.2,15.2
2188.2,-32.0384099,-286.548201,48.3117197,15.2,15.2
2188.3,-20.0379081,-287.837205,44.920145,15.2,15.2
2188.4,-11.6607701,-296.772147,44.4456313,15.2,15.2
2188.5,-12.258053,-280.24481,31.3625117,15.2,15.2
2188.6,-17.1746046,-254.266414,21.5798988,15.2,15.2
2188.7,-26.3143877,-255.211262,25.3235764,15.2,15.2
2188.8,-27.6947067,-251.59324,21.3890083,15.2,15.2
2188.9,-28.8551506,-250.079332,20.8902718,15.2,15.2
2189.0,-30.3334634,-241.564994,18.6879085,15.2,15.2
2189.1,-35.8477759,-228.744571,14.7592131,15.2,15.2
2189.2,-32.7966611,-251.633029,21.4124495,15.2,15.2
2189.3,-39.2993943,-232.050897,21.0495818,15.2,15.2
2189.4,-45.3876423,-207.124923,4.45176868,15.2,15.2
2189.5,-45.8531698,-198.214002,-0.248734457,15.2,15.2
2189.6,-46.5016731,-203.185112,4.25719283,15.2,15.2
2189.7,-56.6640401,-198.570731,6.45359411,15.2,15.2
2189.8,-59.6430169,-195.522276,3.55663768,15.2,15.2
2189.9,-63.0508316,-188.657979,8.66078669,15.2,15.2
2190.0,-66.3258668,-171.897391,-1.0058877,15.2,15.2
2190.1,-65.2911445,-153.229712,-3.7390798,15.2,15.2
2190.2,-63.0212364,-145.984722,-2.61703656,15.2,15.2
2190.3,-63.3924101,-134.609853,-13.6620966,15.2,15.2
2190.4,-56.5800287,-129.709452,-20.4137205,15.2,15.2
2190.5,-51.6616715,-144.593817,-7.43780934,15.2,15.2
2190.6,-54.6455593,-158.463891,-14.9828312,15.2,15.2
2190.7,-51.8770224,-170.060451,-7.70890096,15.2,15.2
2190.8,-55.2428403,-175.947305,-4.57093493,15.2,15.2
2190.9,-63.9172609,-202.08924,9.54112733,15.2,15.2
2191.0,-57.3959734,-202.954089,4.45595343,15.2,15.2
2191.1,-49.6945158,-186.376937,3.53406748,15.2,15.2
2191.2,-59.312418,-163.483596,1.45478132,15.2,15.2
2191.3,-45.3464177,-133.051249,-14.5973638,15.2,15.2
2191.4,-44.3118912,-120.287107,-19.8698515,15.2,15.2
2191.5,-47.9534197,-125.377633,-23.8015225,15.2,15.2
2191.6,-53.2935135,-145.58844,-17.5890217,15.2,15.2
2191.7,-49.3497706,-151.671416,-9.84678797,15.2,15.2
2191.8,-45.3748022,-128.550954,-17.6972503,15.2,15.2
2191.9,-44.3741981,-125.200556,-19.8536316,15.2,15.2
2192.0,-49.6383162,-124.633877,-14.7461323,15.2,15.2
2192.1,-46.4937334,-113.525564,-22.4854493,15.2,15.2
2192.2,-43.901357,-108.853334,-22.041764,15.2,15.2
2192.3,-40.6683518,-118.251178,-18.7672425,15.2,15.2
2192.4,-41.5970849,-104.335198,-17.9634856,15.2,15.2
2192.5,-39.8609603,-95.6615423,-18.4394018,15.2,15.2
2192.6,-42.5837388,-86.2805042,-17.3046355,15.2,15.2
2192.7,-46.1549333,-74.4923413,-29.1760667,15.2,15.2
2192.8,-41.5629324,-84.4576121,-30.1893076,15.2,15.2
2192.9,-42.5749417,-74.6561313,-32.8821985,15.2,15.2
2193.0,-42.7521505,-53.3991332,-42.3553912,15.2,15.2
2193.1,-31.7467049,-49.0778392,-48.0922537,15.2,15.2
2193.2,-32.0105373,-39.7637531,-43.2696611,15.2,15.2
2193.3,-27.5422914,-26.0560509,-56.7861313,15.2,15.2
2193.4,-23.0911989,1.4425645,-63.9839212,15.2,15.2
2193.5,-25.7894002,18.2694643,-63.8846729,15.2,15.2
2193.6,-38.8041023,27.3016311,-61.6487447,15.2,15.2
2193.7,-37.0930521,31.1189371,-66.3219701,15.2,15.2
2193.8,-35.9189084,47.0791844,-77.3461875,15.2,15.2
2193.9,-37.6175054,48.7565634,-86.15868,15.2,15.2
2194.0,-40.2858188,48.4357605,-82.0091027,15.2,15.2
2194.1,-31.3685515,56.5210772,-81.1032372,15.2,15.2
2194.2,-41.8485304,47.8497674,-81.9557461,15.2,15.2
2194.3,-46.3198512,30.4322335,-78.1301141,15.2,15.2
2194.4,-41.6663172,29.3129272,-74.1874191,15.2,15.2
2194.5,-36.8213822,31.2104197,-79.5789782,15.2,15.2
2194.6,-32.803228,35.7689613,-87.1420602,15.2,15.2
2194.7,-38.9153024,27.5973988,-77.5740031,15.2,15.2
2194.8,-40.5300953,23.002162,-75.3281329,15.2,15.2
2194.9,-30.1870417,40.8514292,-69.8372163,15.2,15.2
2195.0,-38.5196841,65.7411801,-66.1940341,15.2,15.2
2195.1,-48.6696131,93.806648,-66.2211699,15.2,15.2
2195.2,-54.2011356,99.2208028,-60.2556922,15.2,15.2
2195.3,-45.4378737,113.636146,-69.2801435,15.2,15.2
2195.4,-47.7233518,118.087218,-72.1223473,15.2,15.2
2195.5,-43.8299992,130.190934,-82.4057724,15.2,15.2
2195.6,-49.6261345,161.2482,-86.3840477,15.2,15.2
2195.7,-57.2820393,173.05248,-91.987346,15.2,15.2
2195.8,-58.6409634,151.787553,-84.3658693,15.2,15.2
2195.9,-57.731323,151.095308,-75.0396837,15.2,15.2
2196.0,-60.8481932,180.011351,-92.1572062,15.2,15.2
2196.1,-62.7756563,214.628055,-102.173557,15.2,15.2
2196.2,-66.1736321,236.049082,-105.706034,15.2,15.2
2196.3,-57.5186562,243.516384,-123.456312,15.2,15.2
2196.4,-49.3538817,197.979445,-118.221128,15.2,15.2
2196.5,-41.0290138,152.665406,-101.890258,15.2,15.2
2196.6,-43.5502639,127.955741,-100.739192,15.2,15.2
2196.7,-46.9505676,107.846348,-85.8017661,15.2,15.2
2196.8,-45.3805409,94.6897554,-75.0686542,15.2,15.2
2196.9,-41.4653058,81.5552483,-75.9633246,15.2,15.2
2197.0,-41.1547333,65.5639835,-72.7071337,15.2,15.2
