1.00000000e-01	-9.03997855e+00	-2.68604012e+02	-2.17839083e+01
2.00000000e-01	1.40943756e+01	-2.42614784e+02	5.68258922e+01
3.00000000e-01	1.03979713e+01	-2.27242706e+02	6.07525227e+01
4.00000000e-01	5.16935723e+00	-2.38170180e+02	6.62014322e+01
5.00000000e-01	1.84153721e+00	-2.50149975e+02	6.94951538e+01
6.00000000e-01	6.25445135e+00	-2.35286173e+02	6.30116256e+01
7.00000000e-01	4.26107904e+00	-2.15103169e+02	6.05741169e+01
8.00000000e-01	-2.54575175e+00	-1.95237298e+02	5.00826240e+01
9.00000000e-01	-8.04755503e+00	-1.92552191e+02	5.33056005e+01
1.00000000e+00	-5.55748220e+00	-2.15385497e+02	6.54404697e+01
1.10000000e+00	-1.00970426e+01	-2.30772199e+02	6.20424899e+01
1.20000000e+00	-5.49308382e+00	-2.55915934e+02	8.10992893e+01
1.30000000e+00	8.40959985e-01	-2.57850257e+02	8.13979167e+01
1.40000000e+00	-7.82900654e-01	-2.49755029e+02	7.64467780e+01
1.50000000e+00	-2.63587751e-01	-2.53162923e+02	8.21637719e+01
1.60000000e+00	-3.34051282e+00	-2.67932119e+02	8.51376141e+01
1.70000000e+00	-6.22204049e+00	-2.53739693e+02	7.90879260e+01
1.80000000e+00	-9.24273320e-01	-2.45053573e+02	7.40843898e+01
1.90000000e+00	-3.70665063e+00	-2.42691816e+02	7.50655046e+01
2.00000000e+00	-7.99980707e+00	-2.38536923e+02	6.40799192e+01
2.10000000e+00	-6.22603111e+00	-2.39646703e+02	7.87544399e+01
2.20000000e+00	-1.43045588e+01	-2.30309007e+02	7.25839804e+01
2.30000000e+00	-1.66164302e+01	-2.19458015e+02	7.01440454e+01
2.40000000e+00	-1.38889853e+01	-2.18881368e+02	6.75306594e+01
2.50000000e+00	-8.17902905e+00	-2.46771329e+02	7.42644229e+01
2.60000000e+00	-1.34332884e+00	-2.54926327e+02	7.07339432e+01
2.70000000e+00	-7.53025074e-01	-2.42557319e+02	5.97582348e+01
2.80000000e+00	-2.05200862e+00	-2.29395463e+02	6.45522070e+01
2.90000000e+00	1.64448124e+01	-2.71443502e+02	7.72030533e+01
3.00000000e+00	7.33103465e+00	-2.84990317e+02	9.02433072e+01
3.10000000e+00	-1.79678490e+00	-3.04763598e+02	9.92878333e+01
3.20000000e+00	-8.63463374e+00	-3.15040882e+02	9.67981913e+01
3.30000000e+00	-1.07822499e+01	-3.01777068e+02	8.42040696e+01
3.40000000e+00	-6.08739949e+00	-2.94729949e+02	8.39922368e+01
3.50000000e+00	-6.06566969e+00	-2.79262020e+02	8.01769869e+01
3.60000000e+00	-7.29696864e+00	-2.86605537e+02	8.39406722e+01
3.70000000e+00	-1.50693353e+01	-2.81478700e+02	9.23921935e+01
3.80000000e+00	-2.08142287e+01	-2.81351201e+02	8.13461996e+01
3.90000000e+00	-2.79834883e+01	-2.96836450e+02	9.05502400e+01
4.00000000e+00	-2.83359149e+01	-3.06269260e+02	9.53565296e+01
4.10000000e+00	-2.66101491e+01	-2.96108373e+02	8.01313068e+01
4.20000000e+00	-1.14901497e+01	-2.99581091e+02	8.48108836e+01
4.30000000e+00	4.32080064e+00	-2.63722901e+02	6.67437059e+01
4.40000000e+00	4.79327998e+00	-2.22039535e+02	4.61267947e+01
4.50000000e+00	6.58870418e+00	-2.11258653e+02	4.20685208e+01
